product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
35,iPhone 15 Pro,Apple,Electronics,Smartphones,2276.99,44,5.0,High-quality smartphones from Apple. iPhone 15 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
36,Pro Shorts,Nike,Clothing,Activewear,117.0,53,2.3,Stylish and comfortable activewear from Nike. Pro Shorts is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
37,Creator 3-in-1 Set,LEGO,Toys,Building Sets,95.49,64,3.7,Fun and educational building sets from LEGO. Creator 3-in-1 Set encourages creativity and learning through play. Safe for children and built to last.
38,"MacBook Pro 16""",Apple,Electronics,Laptops,1175.0,72,4.2,"High-quality laptops from Apple. MacBook Pro 16"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
39,Galaxy S24+,Samsung,Electronics,Smartphones,1376.95,37,5.0,High-quality smartphones from Samsung. Galaxy S24+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
40,Alpha 6700,Sony,Electronics,Cameras,1288.0,100,5.0,High-quality cameras from Sony. Alpha 6700 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
41,Eyeshadow Palette,MAC,Beauty,Makeup,25.49,88,2.9,Professional-grade makeup from MAC. Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
42,Primeblue Hoodie,Adidas,Clothing,Activewear,76.49,162,4.7,Stylish and comfortable activewear from Adidas. Primeblue Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
43,Galaxy Tab S9 Ultra,Samsung,Electronics,Tablets,312.99,38,4.4,High-quality tablets from Samsung. Galaxy Tab S9 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
44,FX30,Sony,Electronics,Cameras,2386.0,79,4.6,High-quality cameras from Sony. FX30 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
45,iPhone 14,Apple,Electronics,Smartphones,1004.0,18,5.0,High-quality smartphones from Apple. iPhone 14 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
46,Naked Eyeshadow Palette,Urban Decay,Beauty,Makeup,75.79,163,4.5,Professional-grade makeup from Urban Decay. Naked Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
47,AirPods Max,Apple,Electronics,Headphones,315.99,86,5.0,High-quality headphones from Apple. AirPods Max features premium materials and cutting-edge technology. Perfect for both personal and professional use.
48,Denali Fleece Jacket,North Face,Sports,Outdoor,169.0,186,4.1,High-performance outdoor from North Face. Denali Fleece Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
49,"MacBook Air 15""",Apple,Electronics,Laptops,3276.99,43,5.0,"High-quality laptops from Apple. MacBook Air 15"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
50,Beats Studio3,Apple,Electronics,Headphones,208.95,73,2.4,High-quality headphones from Apple. Beats Studio3 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
51,Hoodie,Nike,Clothing,Activewear,135.79,127,5.0,Stylish and comfortable activewear from Nike. Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
52,BILLY Bookcase,IKEA,Home,Furniture,566.49,88,2.4,Beautiful and functional furniture from IKEA. BILLY Bookcase combines style and practicality to enhance your living space. Easy to assemble and maintain.
53,Galaxy Tab A8,Samsung,Electronics,Tablets,1199.49,40,1.3,High-quality tablets from Samsung. Galaxy Tab A8 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
54,"MacBook Pro 14""",Apple,Electronics,Laptops,4905.49,61,5.0,"High-quality laptops from Apple. MacBook Pro 14"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
55,iPhone 15,Apple,Electronics,Smartphones,1614.99,92,4.8,High-quality smartphones from Apple. iPhone 15 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
56,True Match Foundation,L'Oréal,Beauty,Makeup,73.0,35,4.2,Professional-grade makeup from L'Oréal. True Match Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
57,Galaxy Book4 Pro,Samsung,Electronics,Accessories,36.99,484,5.0,High-quality accessories from Samsung. Galaxy Book4 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
58,AirPods Pro (2nd gen),Apple,Electronics,Headphones,218.95,87,5.0,High-quality headphones from Apple. AirPods Pro (2nd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
59,Alpha 7R V,Sony,Electronics,Cameras,364.99,47,3.1,High-quality cameras from Sony. Alpha 7R V features premium materials and cutting-edge technology. Perfect for both personal and professional use.
60,"iPad Pro 12.9""",Apple,Electronics,Tablets,768.79,31,2.7,"High-quality tablets from Apple. iPad Pro 12.9"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
61,Lightning to USB-C Cable,Apple,Electronics,Accessories,149.95,170,3.8,High-quality accessories from Apple. Lightning to USB-C Cable features premium materials and cutting-edge technology. Perfect for both personal and professional use.
62,Tech 2.0 T-Shirt,Under Armour,Sports,Fitness,67.0,57,5.0,High-performance fitness from Under Armour. Tech 2.0 T-Shirt is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
63,NMD R1,Adidas,Clothing,Shoes,223.0,23,5.0,Stylish and comfortable shoes from Adidas. NMD R1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
64,Studio Moisture Cream,MAC,Beauty,Skincare,66.95,48,5.0,Professional-grade skincare from MAC. Studio Moisture Cream delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
65,Galaxy A54,Samsung,Electronics,Smartphones,811.99,50,5.0,High-quality smartphones from Samsung. Galaxy A54 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
66,iPhone SE,Apple,Electronics,Smartphones,1515.0,7,3.0,High-quality smartphones from Apple. iPhone SE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
67,Trefoil T-Shirt,Adidas,Clothing,Activewear,39.49,319,2.1,Stylish and comfortable activewear from Adidas. Trefoil T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
68,PlayStation 5 Digital,Sony,Electronics,Gaming,1092.49,51,4.1,High-quality gaming from Sony. PlayStation 5 Digital features premium materials and cutting-edge technology. Perfect for both personal and professional use.
69,Galaxy Tab S9+,Samsung,Electronics,Tablets,351.79,33,5.0,High-quality tablets from Samsung. Galaxy Tab S9+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
70,Great Lash Mascara,Maybelline,Beauty,Makeup,78.79,97,4.9,Professional-grade makeup from Maybelline. Great Lash Mascara delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
71,"MacBook Air 13""",Apple,Electronics,Laptops,4332.99,66,5.0,"High-quality laptops from Apple. MacBook Air 13"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
72,Superstar,Adidas,Clothing,Shoes,92.99,145,5.0,Stylish and comfortable shoes from Adidas. Superstar is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
73,Air Max 270,Nike,Clothing,Shoes,55.99,102,5.0,Stylish and comfortable shoes from Nike. Air Max 270 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
74,AirPods (3rd gen),Apple,Electronics,Headphones,742.0,84,5.0,High-quality headphones from Apple. AirPods (3rd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
75,Apple Watch Band,Apple,Electronics,Accessories,257.0,53,5.0,High-quality accessories from Apple. Apple Watch Band features premium materials and cutting-edge technology. Perfect for both personal and professional use.
76,Foaming Facial Cleanser,CeraVe,Beauty,Skincare,67.49,149,5.0,Professional-grade skincare from CeraVe. Foaming Facial Cleanser delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
77,Adicolor Backpack,Adidas,Clothing,Accessories,81.99,187,5.0,Stylish and comfortable accessories from Adidas. Adicolor Backpack is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
78,WH-1000XM5,Sony,Electronics,Headphones,82.95,130,4.2,High-quality headphones from Sony. WH-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
79,Dri-FIT Socks,Nike,Clothing,Accessories,47.0,473,4.4,Stylish and comfortable accessories from Nike. Dri-FIT Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
80,Galaxy S24,Samsung,Electronics,Smartphones,580.99,45,4.6,High-quality smartphones from Samsung. Galaxy S24 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
81,Galaxy Buds Live,Samsung,Electronics,Headphones,608.0,24,5.0,High-quality headphones from Samsung. Galaxy Buds Live features premium materials and cutting-edge technology. Perfect for both personal and professional use.
82,Galaxy Watch6,Samsung,Electronics,Accessories,178.99,41,2.1,High-quality accessories from Samsung. Galaxy Watch6 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
83,Blazer Mid,Nike,Clothing,Shoes,128.0,53,5.0,Stylish and comfortable shoes from Nike. Blazer Mid is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
84,Trefoil Socks,Adidas,Clothing,Accessories,17.79,337,4.1,Stylish and comfortable accessories from Adidas. Trefoil Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
85,iPad Air,Apple,Electronics,Tablets,750.0,90,5.0,High-quality tablets from Apple. iPad Air features premium materials and cutting-edge technology. Perfect for both personal and professional use.
86,Barbie Fashionista Doll,Mattel,Toys,Dolls,38.99,197,5.0,Fun and educational dolls from Mattel. Barbie Fashionista Doll encourages creativity and learning through play. Safe for children and built to last.
87,Galaxy Tab S9,Samsung,Electronics,Tablets,993.79,69,3.6,High-quality tablets from Samsung. Galaxy Tab S9 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
88,All Nighter Setting Spray,Urban Decay,Beauty,Makeup,73.95,47,4.5,Professional-grade makeup from Urban Decay. All Nighter Setting Spray delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
89,iPhone 14 Pro,Apple,Electronics,Smartphones,2135.99,40,5.0,High-quality smartphones from Apple. iPhone 14 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
90,AirTag,Apple,Electronics,Accessories,177.79,179,5.0,High-quality accessories from Apple. AirTag features premium materials and cutting-edge technology. Perfect for both personal and professional use.
91,WH-CH720N,Sony,Electronics,Headphones,110.99,175,5.0,High-quality headphones from Sony. WH-CH720N features premium materials and cutting-edge technology. Perfect for both personal and professional use.
92,Galaxy Z Fold5,Samsung,Electronics,Smartphones,1417.0,8,3.6,High-quality smartphones from Samsung. Galaxy Z Fold5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
93,Niacinamide 10% + Zinc 1%,The Ordinary,Beauty,Skincare,69.0,106,4.2,Professional-grade skincare from The Ordinary. Niacinamide 10% + Zinc 1% delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
94,ZV-1M2,Sony,Electronics,Cameras,1572.95,77,5.0,High-quality cameras from Sony. ZV-1M2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
95,Air Force 1,Nike,Clothing,Shoes,227.99,16,5.0,Stylish and comfortable shoes from Nike. Air Force 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
96,Marble Table Lamp,West Elm,Home,Decor,151.49,136,4.3,Beautiful and functional decor from West Elm. Marble Table Lamp combines style and practicality to enhance your living space. Easy to assemble and maintain.
97,Adicolor Classics,Adidas,Clothing,Activewear,79.0,165,5.0,Stylish and comfortable activewear from Adidas. Adicolor Classics is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
98,Studio Fix Foundation,MAC,Beauty,Makeup,65.95,60,5.0,Professional-grade makeup from MAC. Studio Fix Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
99,Stan Smith,Adidas,Clothing,Shoes,55.99,89,4.4,Stylish and comfortable shoes from Adidas. Stan Smith is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
100,3-Stripes Cap,Adidas,Clothing,Accessories,21.79,276,4.2,Stylish and comfortable accessories from Adidas. 3-Stripes Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
101,Ultraboost 22,Adidas,Clothing,Shoes,57.79,49,4.1,Stylish and comfortable shoes from Adidas. Ultraboost 22 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
102,Better Sweater Jacket,Patagonia,Sports,Outdoor,301.79,67,4.3,High-performance outdoor from Patagonia. Better Sweater Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
103,PlayStation 5,Sony,Electronics,Gaming,585.95,55,5.0,High-quality gaming from Sony. PlayStation 5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
104,Galaxy Buds2,Samsung,Electronics,Headphones,375.95,43,5.0,High-quality headphones from Samsung. Galaxy Buds2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
