order_id,product_id,quantity,unit_price,total_price,discount_amount,discount_rate,tax_amount,tax_rate,shipping_cost,product_variant,is_gift_wrapped,is_bulk_order,cross_sell_item
26,21,1,398.31,375.24,59.75,0.15,27.09,0.08,9.59,Standard,False,False,False
27,9,1,51.06,67.12,0.0,0.0,4.08,0.08,11.98,Standard,False,False,False
27,12,2,115.16,219.42,45.2,0.196,14.81,0.08,19.48,Standard,False,False,True
28,5,1,7.55,21.14,0.0,0.0,0.6,0.08,12.99,Standard,False,False,False
28,14,5,47.02,204.71,58.77,0.25,14.11,0.08,14.29,Standard,False,False,False
28,29,31,26.13,716.7,161.99,0.2,51.84,0.08,16.89,Standard,False,True,False
29,19,12,284.92,2969.63,683.81,0.2,218.82,0.08,15.58,Standard,False,True,False
30,9,1,43.4,51.82,6.51,0.15,2.95,0.08,11.98,Standard,False,False,False
31,12,2,121.79,243.08,36.54,0.15,16.56,0.08,19.48,Standard,False,False,False
31,27,1,353.9,397.8,0.0,0.0,28.31,0.08,15.59,Standard,False,False,False
31,9,1,43.37,51.76,6.53,0.151,2.95,0.08,11.98,Standard,False,False,True
32,7,1,86.49,106.4,0.0,0.0,6.92,0.08,12.99,Standard,False,False,False
33,20,66,19.1,978.14,378.1,0.3,70.58,0.08,25.33,Standard,False,True,False
34,26,15,17.59,216.37,79.16,0.3,14.78,0.08,16.89,Standard,False,True,False
34,14,1,56.42,67.83,5.64,0.1,4.06,0.08,12.99,Standard,False,False,False
35,6,4,8.36,47.3,1.67,0.05,2.54,0.08,12.99,Standard,False,False,False
35,26,1,21.76,33.34,2.92,0.134,1.51,0.08,12.99,Standard,False,False,True
35,27,1,300.82,291.74,45.12,0.15,20.46,0.08,15.59,Standard,False,False,False
36,24,1,162.18,170.63,16.22,0.1,11.68,0.08,12.99,Standard,False,False,False
36,26,6,16.33,83.09,34.3,0.35,5.1,0.08,14.29,Standard,False,False,False
36,21,1,421.74,419.52,42.17,0.1,30.37,0.08,9.59,Standard,False,False,False
37,5,1,7.17,20.35,0.36,0.05,0.55,0.08,12.99,Standard,False,False,False
37,1,1,136.19,155.32,6.81,0.05,10.35,0.08,15.59,Standard,False,False,False
37,28,4,207.13,818.3,82.85,0.1,59.65,0.08,12.99,Standard,False,False,False
38,24,1,153.17,153.6,22.98,0.15,10.42,0.08,12.99,Standard,False,False,False
38,14,1,62.69,80.7,0.0,0.0,5.02,0.08,12.99,Standard,False,False,False
39,3,8,81.55,613.19,97.86,0.15,44.36,0.08,14.29,Standard,False,False,False
40,13,11,10.46,91.15,40.27,0.35,5.98,0.08,10.39,Standard,False,True,False
40,23,1,17.73,29.71,2.25,0.127,1.24,0.08,12.99,Standard,False,False,True
41,15,14,176.38,1750.33,864.25,0.35,128.4,0.08,16.89,Standard,False,True,False
42,18,3,13.97,56.0,2.1,0.05,3.19,0.08,12.99,Standard,False,False,False
43,24,1,180.2,207.61,0.0,0.0,14.42,0.08,12.99,Standard,False,False,False
44,14,1,47.02,51.07,11.75,0.25,2.82,0.08,12.99,Standard,False,False,False
44,1,1,129.02,141.0,12.9,0.1,9.29,0.08,15.59,Standard,False,False,False
45,12,1,143.28,174.22,0.0,0.0,11.46,0.08,19.48,Standard,False,False,False
46,18,3,9.56,33.13,10.04,0.35,1.49,0.08,12.99,Standard,False,False,False
46,9,39,33.19,924.23,453.03,0.35,67.31,0.08,15.58,Standard,False,True,False
46,16,2,41.63,88.55,13.3,0.16,5.6,0.08,12.99,Standard,False,False,True
47,29,10,19.6,143.87,78.38,0.4,9.41,0.08,16.89,Standard,False,True,False
47,3,3,84.82,255.94,29.5,0.116,18.0,0.08,12.99,Standard,False,False,True
47,26,1,20.1,30.36,4.02,0.2,1.29,0.08,12.99,Standard,False,False,False
48,23,16,15.23,214.21,60.9,0.25,14.62,0.08,16.89,Standard,False,True,False
48,5,1,7.17,20.35,0.36,0.05,0.55,0.08,12.99,Standard,False,False,False
48,3,7,81.55,538.32,85.63,0.15,38.82,0.08,14.29,Standard,False,False,False
49,1,2,129.02,266.41,25.8,0.1,18.58,0.08,15.59,Standard,False,False,False
49,15,1,244.22,250.37,24.42,0.1,17.58,0.08,12.99,Standard,False,False,False
49,8,2,21.81,55.38,4.36,0.1,3.14,0.08,12.99,Standard,False,False,False
50,24,1,171.19,188.63,8.56,0.05,13.01,0.08,12.99,Standard,False,False,False
51,2,30,74.48,1826.81,558.62,0.25,134.07,0.08,16.89,Standard,False,True,False
51,16,1,47.06,61.28,2.35,0.05,3.58,0.08,12.99,Standard,False,False,False
51,22,3,151.91,451.71,49.52,0.109,32.5,0.08,12.99,Standard,False,False,True
51,27,1,283.12,260.21,56.62,0.2,18.12,0.08,15.59,Standard,False,False,False
52,25,4,142.6,573.89,57.04,0.1,41.07,0.08,19.48,Standard,True,False,False
53,10,17,261.46,3865.71,888.98,0.2,284.47,0.08,25.33,Standard,False,True,False
54,7,1,73.52,80.48,11.03,0.15,5.0,0.08,12.99,Standard,False,False,False
54,21,1,398.31,375.24,59.75,0.15,27.09,0.08,9.59,Standard,False,False,False
54,22,3,144.02,407.3,66.95,0.155,29.21,0.08,12.99,Standard,False,False,True
54,25,1,134.67,143.11,20.2,0.15,9.16,0.08,19.48,Standard,False,False,False
54,1,1,121.86,127.45,18.28,0.15,8.29,0.08,15.59,Standard,False,False,False
54,19,5,213.69,705.54,427.38,0.4,51.29,0.08,13.18,Standard,False,False,False
55,3,1,91.14,106.5,4.56,0.05,6.93,0.08,12.99,Standard,False,False,False
55,27,2,336.2,705.48,33.62,0.05,51.1,0.08,15.59,Standard,False,False,False
55,29,1,27.59,38.17,4.28,0.155,1.86,0.08,12.99,Standard,False,False,True
55,16,8,34.68,224.02,83.23,0.3,15.54,0.08,14.29,Standard,False,False,False
56,19,1,356.15,396.62,0.0,0.0,28.49,0.08,11.98,Standard,True,False,False
56,9,5,45.95,236.52,22.98,0.1,16.54,0.08,13.18,Standard,False,False,False
57,29,7,26.13,172.31,36.58,0.2,11.71,0.08,14.29,Standard,False,False,False
57,18,7,11.77,85.46,16.48,0.2,5.27,0.08,14.29,Standard,False,False,False
57,23,1,18.27,30.75,1.83,0.1,1.32,0.08,12.99,Standard,False,False,False
57,16,1,44.59,56.33,4.46,0.1,3.21,0.08,12.99,Standard,False,False,False
58,20,13,17.73,187.15,80.68,0.35,11.99,0.08,25.33,Standard,False,True,False
59,18,7,11.03,76.84,19.31,0.25,4.63,0.08,14.29,Standard,False,False,False
60,15,1,203.51,177.84,50.88,0.25,12.21,0.08,12.99,Standard,False,False,False
60,1,1,129.02,141.0,12.9,0.1,9.29,0.08,15.59,Standard,False,False,False
60,6,8,5.72,46.41,16.02,0.35,2.38,0.08,14.29,Standard,False,False,False
61,22,2,161.91,345.23,16.19,0.05,24.61,0.08,12.99,Standard,False,False,False
61,18,1,13.97,27.33,0.7,0.05,1.06,0.08,12.99,Standard,True,False,False
62,15,2,257.78,541.96,25.78,0.05,39.18,0.08,12.99,Standard,False,False,False
62,19,44,267.11,9535.47,2938.24,0.25,705.18,0.08,15.58,Standard,False,True,False
63,14,5,50.15,230.95,50.15,0.2,16.05,0.08,14.29,Standard,False,False,False
63,23,4,17.26,76.35,10.35,0.15,4.69,0.08,12.99,Standard,False,False,False
64,13,1,14.48,22.07,1.45,0.1,1.04,0.08,7.99,Standard,False,False,False
64,1,1,129.02,141.0,12.9,0.1,9.29,0.08,15.59,Standard,False,False,False
64,23,3,16.64,57.17,9.01,0.18,3.27,0.08,12.99,Standard,False,False,True
64,6,4,7.48,40.46,4.49,0.15,2.03,0.08,12.99,Standard,False,False,False
64,2,1,89.38,99.87,8.94,0.1,6.44,0.08,12.99,Standard,False,False,False
65,10,3,245.12,615.13,183.84,0.25,44.12,0.08,19.48,Standard,False,False,False
65,16,1,47.06,61.28,2.35,0.05,3.58,0.08,12.99,Standard,False,False,False
66,2,1,94.34,109.79,4.72,0.05,7.17,0.08,12.99,Standard,False,False,False
66,13,1,15.29,23.67,0.76,0.05,1.16,0.08,7.99,Standard,False,False,False
67,13,14,9.65,97.97,54.06,0.4,6.49,0.08,10.39,Standard,False,True,False
68,25,1,150.52,173.91,7.53,0.05,11.44,0.08,19.48,Standard,False,False,False
69,29,1,27.76,38.47,4.16,0.15,1.89,0.08,12.99,Standard,True,False,False
70,25,1,158.44,190.6,0.0,0.0,12.68,0.08,19.48,Standard,False,False,False
71,22,1,144.87,145.98,21.73,0.15,9.85,0.08,12.99,Standard,False,False,False
71,24,1,180.2,207.61,0.0,0.0,14.42,0.08,12.99,Standard,False,False,False
72,16,3,44.59,143.0,13.38,0.1,9.63,0.08,12.99,Standard,False,False,False
72,15,1,217.08,200.55,43.42,0.2,13.89,0.08,12.99,Standard,False,False,False
73,1,1,107.52,102.68,26.88,0.25,6.45,0.08,15.59,Standard,False,False,False
73,13,1,14.48,22.07,1.45,0.1,1.04,0.08,7.99,Standard,False,False,False
73,19,1,320.53,323.54,32.05,0.1,23.08,0.08,11.98,Standard,False,False,False
74,24,1,135.15,122.46,33.79,0.25,8.11,0.08,12.99,Standard,False,False,False
74,19,1,267.11,228.34,66.78,0.25,16.03,0.08,11.98,Standard,False,False,False
74,29,1,29.39,41.56,2.94,0.1,2.12,0.08,12.99,Standard,False,False,False
75,11,10,21.83,181.89,65.48,0.3,12.22,0.08,16.89,Standard,False,True,False
75,12,1,107.46,106.52,26.86,0.25,6.45,0.08,19.48,Standard,False,False,False
76,25,1,134.67,143.11,20.2,0.15,9.16,0.08,19.48,Standard,False,False,False
77,24,4,162.18,643.55,64.87,0.1,46.71,0.08,12.99,Standard,False,False,False
78,18,1,11.03,21.93,2.76,0.25,0.66,0.08,12.99,Standard,False,False,False
78,20,1,20.46,36.05,5.12,0.25,1.23,0.08,19.48,Standard,False,False,False
79,15,1,203.51,177.84,50.88,0.25,12.21,0.08,12.99,Standard,False,False,False
79,12,16,100.3,1238.51,481.42,0.3,89.87,0.08,25.33,Standard,False,True,False
80,13,1,14.48,22.07,1.45,0.1,1.04,0.08,7.99,Standard,False,False,False
81,12,30,100.3,2300.04,902.66,0.3,168.5,0.08,25.33,Standard,False,True,False
82,18,4,12.5,58.9,7.5,0.15,3.4,0.08,12.99,Standard,False,False,False
82,21,1,421.74,419.52,42.17,0.1,30.37,0.08,9.59,Standard,False,False,False
82,16,3,40.58,120.71,22.01,0.181,7.98,0.08,12.99,Standard,False,False,True
83,12,1,100.3,95.3,30.09,0.3,5.62,0.08,19.48,Standard,False,False,False
83,9,2,41.42,84.56,15.64,0.189,5.38,0.08,11.98,Standard,False,False,True
84,9,3,48.51,161.28,7.28,0.05,11.06,0.08,11.98,Standard,False,False,False
84,20,1,23.19,40.77,3.48,0.15,1.58,0.08,19.48,Standard,False,False,False
84,11,65,24.94,1417.75,324.27,0.2,103.77,0.08,16.89,Standard,False,True,False
84,24,1,153.17,153.6,22.98,0.15,10.42,0.08,12.99,Standard,False,False,False
85,29,9,26.13,217.46,47.03,0.2,15.05,0.08,14.29,Standard,False,False,False
86,8,1,24.23,39.16,0.0,0.0,1.94,0.08,12.99,Standard,False,False,False
87,6,1,8.8,22.49,0.0,0.0,0.7,0.08,12.99,Standard,False,False,False
88,10,1,277.81,274.51,41.67,0.15,18.89,0.08,19.48,Standard,False,False,False
89,13,23,12.07,235.21,69.39,0.25,16.65,0.08,10.39,Standard,False,True,False
89,23,2,16.65,42.49,5.99,0.18,2.19,0.08,12.99,Standard,False,False,True
89,8,1,23.02,36.61,1.15,0.05,1.75,0.08,12.99,Standard,False,False,False
90,22,4,144.87,544.94,86.92,0.15,39.4,0.08,12.99,Standard,False,False,False
90,5,1,5.66,17.58,1.42,0.25,0.34,0.08,12.99,Standard,False,False,False
90,6,1,6.6,18.34,1.65,0.25,0.4,0.08,12.99,Standard,False,False,False
91,22,1,161.91,179.11,8.1,0.05,12.31,0.08,12.99,Standard,False,False,False
92,15,3,189.94,443.79,170.95,0.3,31.91,0.08,12.99,Standard,False,False,False
92,27,1,318.51,325.18,31.85,0.1,22.93,0.08,15.59,Standard,False,False,False
92,24,1,162.18,170.63,16.22,0.1,11.68,0.08,12.99,Standard,False,False,False
93,26,1,21.36,32.6,3.2,0.15,1.45,0.08,12.99,Standard,False,False,False
93,7,1,73.52,80.48,11.03,0.15,5.0,0.08,12.99,Standard,False,False,False
93,3,7,57.56,275.4,161.18,0.4,19.34,0.08,14.29,Standard,False,False,False
94,2,2,94.34,206.58,9.43,0.05,14.34,0.08,12.99,Standard,False,False,False
95,29,2,27.76,63.96,8.33,0.15,3.78,0.08,12.99,Standard,False,False,False
95,1,3,136.19,434.79,20.43,0.05,31.05,0.08,15.59,Standard,False,False,False
96,14,1,62.69,80.7,0.0,0.0,5.02,0.08,12.99,Standard,False,False,False
97,10,4,310.49,1293.72,62.1,0.05,94.39,0.08,19.48,Standard,False,False,False
97,16,6,44.59,274.32,26.75,0.1,19.26,0.08,14.29,Standard,False,False,False
97,1,2,143.36,325.25,0.0,0.0,22.94,0.08,15.59,Standard,False,False,False
98,29,1,32.66,48.26,0.0,0.0,2.61,0.08,12.99,Standard,False,False,False
99,1,1,114.69,114.68,22.94,0.2,7.34,0.08,15.59,Standard,False,False,False
99,29,1,31.03,44.82,1.55,0.05,2.36,0.08,12.99,Standard,False,False,False
99,18,24,11.03,231.36,66.2,0.25,15.89,0.08,16.89,Standard,False,True,False
99,25,1,150.52,173.91,7.53,0.05,11.44,0.08,19.48,Standard,False,False,False
100,15,1,203.51,177.84,50.88,0.25,12.21,0.08,12.99,Standard,False,False,False
100,14,1,47.02,51.07,11.75,0.25,2.82,0.08,12.99,Standard,False,False,False
101,5,1,6.42,18.88,0.96,0.15,0.44,0.08,12.99,Standard,False,False,False
101,1,1,121.86,127.45,18.28,0.15,8.29,0.08,15.59,Standard,False,False,False
101,11,1,26.5,37.32,3.98,0.15,1.8,0.08,12.99,Standard,False,False,False
101,23,6,15.23,88.28,22.84,0.25,5.48,0.08,14.29,Standard,False,False,False
102,20,6,20.46,120.87,30.69,0.25,7.37,0.08,21.43,Standard,True,False,False
102,29,1,27.76,38.47,4.16,0.15,1.89,0.08,12.99,Standard,False,False,False
103,20,3,17.73,56.82,18.62,0.35,2.77,0.08,19.48,Standard,False,False,False
104,26,1,21.36,32.6,3.2,0.15,1.45,0.08,12.99,Standard,True,False,False
104,6,3,7.85,35.69,2.54,0.108,1.68,0.08,12.99,Standard,False,False,True
104,7,4,69.19,252.12,55.35,0.2,17.71,0.08,12.99,Standard,False,False,False
105,25,1,142.6,158.08,14.26,0.1,10.27,0.08,19.48,Standard,False,False,False
105,29,8,21.23,133.51,59.44,0.35,8.83,0.08,14.29,Standard,False,False,False
105,19,1,320.53,323.54,32.05,0.1,23.08,0.08,11.98,Standard,False,False,False
106,19,1,320.53,323.54,32.05,0.1,23.08,0.08,11.98,Standard,False,False,False
106,26,7,16.33,94.56,40.02,0.35,5.95,0.08,14.29,Standard,False,False,False
107,1,1,107.52,102.68,26.88,0.25,6.45,0.08,15.59,Standard,False,False,False
107,28,8,184.11,1286.87,294.58,0.2,94.27,0.08,14.29,Standard,False,False,False
107,21,1,421.74,419.52,42.17,0.1,30.37,0.08,9.59,Standard,False,False,False
108,8,2,18.17,42.43,9.09,0.25,2.18,0.08,12.99,Standard,False,False,False
108,16,2,44.52,99.4,9.03,0.101,6.4,0.08,12.99,Standard,False,False,True
108,25,11,110.91,947.64,366.0,0.3,68.32,0.08,25.33,Standard,False,True,False
109,18,5,11.77,65.13,11.77,0.2,3.77,0.08,14.29,Standard,False,False,False
109,10,20,179.76,2160.84,1617.81,0.45,158.19,0.08,25.33,Standard,False,True,False
109,5,17,5.28,84.81,26.95,0.3,5.03,0.08,16.89,Standard,False,True,False
110,10,6,261.46,1376.86,313.76,0.2,100.4,0.08,21.43,Standard,False,False,False
110,26,5,20.1,101.14,20.1,0.2,6.43,0.08,14.29,Standard,False,False,False
110,29,43,22.86,760.09,294.92,0.3,55.05,0.08,16.89,Standard,True,True,False
111,3,6,76.75,412.17,92.1,0.2,29.47,0.08,14.29,Standard,False,False,False
111,10,1,245.12,218.03,61.28,0.25,14.71,0.08,19.48,Standard,False,False,False
111,29,3,28.95,96.11,9.88,0.114,6.16,0.08,12.99,Standard,False,False,True
112,20,1,24.55,43.34,2.46,0.1,1.77,0.08,19.48,Standard,False,False,False
113,28,5,184.11,809.65,184.11,0.2,58.92,0.08,14.29,Standard,False,False,False
113,13,3,13.68,45.66,6.15,0.15,2.79,0.08,7.99,Standard,True,False,False
113,27,1,318.51,325.18,31.85,0.1,22.93,0.08,15.59,Standard,False,False,False
114,10,4,228.78,711.31,274.54,0.3,51.25,0.08,19.48,Standard,False,False,False
114,26,93,17.59,1253.68,490.79,0.3,91.61,0.08,16.89,Standard,False,True,False
114,11,1,28.06,40.27,2.81,0.1,2.02,0.08,12.99,Standard,False,False,False
114,9,1,45.95,56.65,4.6,0.1,3.31,0.08,11.98,Standard,False,False,False
115,10,1,245.12,218.03,61.28,0.25,14.71,0.08,19.48,Standard,False,False,False
115,19,3,302.73,845.69,136.23,0.15,61.76,0.08,11.98,Standard,False,False,False
115,18,6,11.77,75.3,14.12,0.2,4.52,0.08,14.29,Standard,False,False,False
116,11,10,20.27,159.16,70.93,0.35,10.54,0.08,16.89,Standard,False,True,False
116,18,34,9.56,245.1,113.78,0.35,16.9,0.08,16.89,Standard,False,True,False
116,19,28,231.5,4565.89,2268.68,0.35,337.06,0.08,15.58,Standard,False,True,False
117,14,5,47.02,204.71,58.77,0.25,14.11,0.08,14.29,Standard,False,False,False
117,1,1,121.86,127.45,18.28,0.15,8.29,0.08,15.59,Standard,False,False,False
117,19,1,302.73,289.88,45.41,0.15,20.59,0.08,11.98,Standard,False,False,False
118,19,1,302.73,289.88,45.41,0.15,20.59,0.08,11.98,Standard,False,False,False
118,24,4,144.16,511.21,115.33,0.2,36.9,0.08,12.99,Standard,False,False,False
119,16,1,42.11,51.65,6.32,0.15,2.86,0.08,12.99,Standard,False,False,False
119,8,1,19.63,30.17,3.73,0.19,1.27,0.08,12.99,Standard,False,False,True
119,15,26,135.68,1921.77,1763.78,0.5,141.1,0.08,16.89,Standard,False,True,False
120,1,1,121.86,127.45,18.28,0.15,8.29,0.08,15.59,Standard,True,False,False
120,11,45,15.59,395.73,350.78,0.5,28.06,0.08,16.89,Standard,False,True,False
120,13,1,11.26,16.5,3.38,0.3,0.63,0.08,7.99,Standard,False,False,False
121,18,1,11.03,21.93,2.76,0.25,0.66,0.08,12.99,Standard,False,False,False
121,15,3,230.65,648.19,103.79,0.15,47.05,0.08,12.99,Standard,False,False,False
122,23,18,14.21,210.26,76.73,0.3,14.32,0.08,16.89,Standard,False,True,False
122,25,1,142.6,158.08,14.26,0.1,10.27,0.08,19.48,Standard,False,False,False
122,21,1,421.74,419.52,42.17,0.1,30.37,0.08,9.59,Standard,False,False,False
123,1,1,107.52,102.68,26.88,0.25,6.45,0.08,15.59,Standard,False,False,False
123,8,7,15.75,91.68,38.59,0.35,5.73,0.08,14.29,Standard,False,False,False
123,2,1,89.38,99.87,8.94,0.1,6.44,0.08,12.99,Standard,False,False,False
123,21,1,421.74,419.52,42.17,0.1,30.37,0.08,9.59,Standard,False,False,False
123,28,1,207.13,214.32,20.71,0.1,14.91,0.08,12.99,Standard,False,False,False
123,10,5,261.46,1150.95,261.46,0.2,83.67,0.08,21.43,Standard,False,False,False
124,2,3,84.41,245.46,37.99,0.15,17.22,0.08,12.99,Standard,False,False,False
124,29,88,22.86,1537.85,603.56,0.3,112.66,0.08,16.89,Standard,True,True,False
124,11,1,28.06,40.27,2.81,0.1,2.02,0.08,12.99,Standard,False,False,False
124,3,6,76.75,412.17,92.1,0.2,29.47,0.08,14.29,Standard,False,False,False
125,8,1,18.17,27.71,4.54,0.25,1.09,0.08,12.99,Standard,False,False,False
125,9,1,45.95,56.65,4.6,0.1,3.31,0.08,11.98,Standard,False,False,False
126,24,3,126.14,299.08,113.53,0.3,21.19,0.08,12.99,Standard,False,False,False
126,15,6,217.08,1139.63,260.5,0.2,83.36,0.08,14.29,Standard,False,False,False
127,19,1,320.53,323.54,32.05,0.1,23.08,0.08,11.98,Standard,False,False,False
127,22,1,153.39,162.08,15.34,0.1,11.04,0.08,12.99,Standard,False,False,False
128,13,94,11.26,810.78,317.62,0.3,59.29,0.08,10.39,Standard,False,True,False
128,3,4,67.16,216.08,80.59,0.3,15.04,0.08,12.99,Standard,False,False,False
129,21,1,351.45,294.26,87.86,0.25,21.09,0.08,9.59,Standard,False,False,False
130,16,6,39.63,219.74,47.56,0.2,15.22,0.08,14.29,Standard,False,False,False
131,3,9,76.75,611.11,138.15,0.2,44.21,0.08,14.29,Standard,False,False,False
131,29,1,27.91,38.74,4.06,0.146,1.91,0.08,12.99,Standard,False,False,True
131,16,6,32.2,149.92,67.62,0.35,10.05,0.08,14.29,Standard,False,False,False
132,29,1,24.49,32.83,6.12,0.25,1.47,0.08,12.99,Standard,False,False,False
132,3,2,78.98,153.42,27.93,0.177,10.4,0.08,12.99,Standard,False,False,True
133,24,1,162.18,170.63,16.22,0.1,11.68,0.08,12.99,Standard,False,False,False
133,16,2,44.59,99.67,8.92,0.1,6.42,0.08,12.99,Standard,False,False,False
134,19,1,302.73,289.88,45.41,0.15,20.59,0.08,11.98,Standard,False,False,False
135,18,6,8.83,48.61,21.18,0.4,2.54,0.08,14.29,Standard,False,False,False
135,25,5,118.83,502.69,148.54,0.25,35.65,0.08,21.43,Standard,False,False,False
135,27,1,300.82,291.74,45.12,0.15,20.46,0.08,15.59,Standard,False,False,False
135,7,1,60.54,58.76,18.16,0.3,3.39,0.08,12.99,Standard,False,False,False
135,6,7,6.6,51.71,11.55,0.25,2.77,0.08,14.29,Standard,False,False,False
135,8,3,21.79,76.46,6.59,0.101,4.7,0.08,12.99,Standard,False,False,True
136,11,2,21.83,45.99,13.1,0.3,2.44,0.08,12.99,Standard,False,False,False
136,28,4,184.11,649.28,147.29,0.2,47.13,0.08,12.99,Standard,False,False,False
137,16,3,34.68,91.64,31.21,0.3,5.83,0.08,12.99,Standard,False,False,False
137,8,1,18.17,27.71,4.54,0.25,1.09,0.08,12.99,Standard,False,False,False
137,9,1,45.95,56.65,4.6,0.1,3.31,0.08,11.98,Standard,False,False,False
