product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
52,Eyeshadow Palette,MAC,Beauty,Makeup,112.95,146,5.0,Professional-grade makeup from MAC. Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
53,Apple Watch Band,Apple,Electronics,Accessories,337.79,47,5.0,High-quality accessories from Apple. Apple Watch Band features premium materials and cutting-edge technology. Perfect for both personal and professional use.
54,Studio Moisture Cream,MAC,Beauty,Skincare,144.49,45,4.4,Professional-grade skincare from MAC. Studio Moisture Cream delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
55,ZV-1M2,Sony,Electronics,Cameras,1657.95,57,5.0,High-quality cameras from Sony. ZV-1M2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
56,Air Force 1,Nike,Clothing,Shoes,261.99,65,5.0,Stylish and comfortable shoes from Nike. Air Force 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
57,AirTag,Apple,Electronics,Accessories,46.79,404,4.1,High-quality accessories from Apple. AirTag features premium materials and cutting-edge technology. Perfect for both personal and professional use.
58,DualSense Controller,Sony,Electronics,Gaming,462.0,91,5.0,High-quality gaming from Sony. DualSense Controller features premium materials and cutting-edge technology. Perfect for both personal and professional use.
59,Ultraboost 22,Adidas,Clothing,Shoes,60.0,180,5.0,Stylish and comfortable shoes from Adidas. Ultraboost 22 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
60,Galaxy Tab S9+,Samsung,Electronics,Tablets,597.79,9,5.0,High-quality tablets from Samsung. Galaxy Tab S9+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
61,AirPods Max,Apple,Electronics,Headphones,381.0,34,5.0,High-quality headphones from Apple. AirPods Max features premium materials and cutting-edge technology. Perfect for both personal and professional use.
62,Dri-FIT T-Shirt,Nike,Clothing,Activewear,56.99,182,5.0,Stylish and comfortable activewear from Nike. Dri-FIT T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
63,AirPods (3rd gen),Apple,Electronics,Headphones,753.95,93,3.0,High-quality headphones from Apple. AirPods (3rd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
64,Stan Smith,Adidas,Clothing,Shoes,124.0,34,3.3,Stylish and comfortable shoes from Adidas. Stan Smith is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
65,"MacBook Pro 14""",Apple,Electronics,Laptops,2032.95,36,4.5,"High-quality laptops from Apple. MacBook Pro 14"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
66,iPad Air,Apple,Electronics,Tablets,1042.95,26,3.5,High-quality tablets from Apple. iPad Air features premium materials and cutting-edge technology. Perfect for both personal and professional use.
67,MagSafe Charger,Apple,Electronics,Accessories,64.49,178,5.0,High-quality accessories from Apple. MagSafe Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
68,WH-1000XM5,Sony,Electronics,Headphones,527.79,23,3.6,High-quality headphones from Sony. WH-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
69,Monopoly Classic,Hasbro,Toys,Board Games,39.49,180,5.0,Fun and educational board games from Hasbro. Monopoly Classic encourages creativity and learning through play. Safe for children and built to last.
70,Dri-FIT Socks,Nike,Clothing,Accessories,109.49,93,5.0,Stylish and comfortable accessories from Nike. Dri-FIT Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
71,Galaxy Book4 Pro,Samsung,Electronics,Accessories,218.49,49,5.0,High-quality accessories from Samsung. Galaxy Book4 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
72,iPad mini,Apple,Electronics,Tablets,608.49,93,3.8,High-quality tablets from Apple. iPad mini features premium materials and cutting-edge technology. Perfect for both personal and professional use.
73,Air Max 270,Nike,Clothing,Shoes,55.95,118,5.0,Stylish and comfortable shoes from Nike. Air Max 270 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
74,"MacBook Air 15""",Apple,Electronics,Laptops,4534.49,78,4.3,"High-quality laptops from Apple. MacBook Air 15"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
75,Air Jordan 1,Nike,Clothing,Shoes,212.0,7,5.0,Stylish and comfortable shoes from Nike. Air Jordan 1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
76,Beats Studio3,Apple,Electronics,Headphones,668.0,6,5.0,High-quality headphones from Apple. Beats Studio3 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
77,Tiro Pants,Adidas,Clothing,Activewear,104.99,175,5.0,Stylish and comfortable activewear from Adidas. Tiro Pants is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
78,All Nighter Setting Spray,Urban Decay,Beauty,Makeup,14.0,447,5.0,Professional-grade makeup from Urban Decay. All Nighter Setting Spray delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
79,Primeblue Hoodie,Adidas,Clothing,Activewear,61.0,76,5.0,Stylish and comfortable activewear from Adidas. Primeblue Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
80,"MacBook Air 13""",Apple,Electronics,Laptops,1260.95,85,2.6,"High-quality laptops from Apple. MacBook Air 13"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
81,Eyeshadow Primer Potion,Urban Decay,Beauty,Makeup,96.99,99,5.0,Professional-grade makeup from Urban Decay. Eyeshadow Primer Potion delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
82,"MacBook Pro 16""",Apple,Electronics,Laptops,3635.0,98,2.8,"High-quality laptops from Apple. MacBook Pro 16"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
83,PlayStation 5 Digital,Sony,Electronics,Gaming,602.0,100,4.2,High-quality gaming from Sony. PlayStation 5 Digital features premium materials and cutting-edge technology. Perfect for both personal and professional use.
84,45W Super Fast Charger,Samsung,Electronics,Accessories,29.79,498,5.0,High-quality accessories from Samsung. 45W Super Fast Charger features premium materials and cutting-edge technology. Perfect for both personal and professional use.
85,BILLY Bookcase,IKEA,Home,Furniture,250.0,26,3.7,Beautiful and functional furniture from IKEA. BILLY Bookcase combines style and practicality to enhance your living space. Easy to assemble and maintain.
86,iPhone SE,Apple,Electronics,Smartphones,1123.49,42,5.0,High-quality smartphones from Apple. iPhone SE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
87,PlayStation 5,Sony,Electronics,Gaming,1017.99,64,5.0,High-quality gaming from Sony. PlayStation 5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
88,iPhone 15 Pro,Apple,Electronics,Smartphones,1685.95,91,5.0,High-quality smartphones from Apple. iPhone 15 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
89,iPhone 13,Apple,Electronics,Smartphones,2135.79,51,2.4,High-quality smartphones from Apple. iPhone 13 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
90,Great Lash Mascara,Maybelline,Beauty,Makeup,39.0,324,2.3,Professional-grade makeup from Maybelline. Great Lash Mascara delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
91,Galaxy A54,Samsung,Electronics,Smartphones,586.0,79,4.6,High-quality smartphones from Samsung. Galaxy A54 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
92,Galaxy Buds2 Pro,Samsung,Electronics,Headphones,509.0,18,5.0,High-quality headphones from Samsung. Galaxy Buds2 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
93,Niacinamide 10% + Zinc 1%,The Ordinary,Beauty,Skincare,69.79,163,4.5,Professional-grade skincare from The Ordinary. Niacinamide 10% + Zinc 1% delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
94,WH-1000XM4,Sony,Electronics,Headphones,380.99,86,5.0,High-quality headphones from Sony. WH-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
95,Gym Bag,Nike,Clothing,Accessories,88.0,186,4.1,Stylish and comfortable accessories from Nike. Gym Bag is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
96,React Element 55,Nike,Clothing,Shoes,165.99,97,5.0,Stylish and comfortable shoes from Nike. React Element 55 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
97,Studio Fix Foundation,MAC,Beauty,Makeup,78.95,157,2.4,Professional-grade makeup from MAC. Studio Fix Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
98,Alpha 6700,Sony,Electronics,Cameras,1259.79,58,5.0,High-quality cameras from Sony. Alpha 6700 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
99,Adicolor Backpack,Adidas,Clothing,Accessories,14.49,385,2.4,Stylish and comfortable accessories from Adidas. Adicolor Backpack is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
100,Adicolor Classics,Adidas,Clothing,Activewear,35.49,193,1.3,Stylish and comfortable activewear from Adidas. Adicolor Classics is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
101,Prep + Prime Fix+,MAC,Beauty,Makeup,13.49,277,5.0,Professional-grade makeup from MAC. Prep + Prime Fix+ delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
102,Hoodie,Nike,Clothing,Activewear,97.99,195,4.8,Stylish and comfortable activewear from Nike. Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
103,Prep + Prime Skin,MAC,Beauty,Skincare,60.0,35,4.2,Professional-grade skincare from MAC. Prep + Prime Skin delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
104,Galaxy Tab S9 Ultra,Samsung,Electronics,Tablets,777.99,63,2.2,High-quality tablets from Samsung. Galaxy Tab S9 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
