order_id,user_id,order_date,status,total_amount,order_source,payment_method,shipping_method,promo_code,shipping_address_id,billing_address_id,customer_notes,order_priority,timezone,shipping_region
52,99462,2025-06-02,delivered,1002.82,web,debit_card,economy,,715,715,,standard,MST,MST
53,93733,2025-03-11,delivered,744.11,api,credit_card,overnight,,201,201,,medium,CST,CST
54,92707,2024-10-21,delivered,273.22,mobile_web,debit_card,express,,441,441,,standard,CST,CST
55,96440,2024-09-15,delivered,173.67,web,paypal,standard,,357,357,,medium,PST,PST
56,94087,2025-05-06,delivered,1351.72,mobile_web,credit_card,standard,,359,359,,medium,EST,EST
57,90253,2025-04-28,delivered,468.41,web,credit_card,economy,WELCOME10,240,240,,standard,MST,MST
58,91561,2025-07-11,delivered,767.52,web,credit_card,economy,,56,56,,standard,EST,EST
59,97160,2024-12-05,delivered,90.98,mobile_app,debit_card,economy,,352,352,,standard,CST,CST
60,96589,2025-06-06,delivered,837.67,web,credit_card,economy,SAVE20,217,217,,standard,EST,EST
61,90270,2024-11-04,delivered,381.34,web,credit_card,standard,,145,145,,medium,CST,CST
62,92219,2025-01-02,delivered,947.71,mobile_app,debit_card,economy,,262,262,,standard,EST,EST
63,92310,2025-04-05,delivered,503.34,web,credit_card,express,,671,69,,standard,PST,PST
64,96719,2024-09-09,delivered,308.11,web,credit_card,economy,,886,886,,standard,EST,EST
65,90197,2025-04-06,delivered,310.27,web,credit_card,express,,521,102,,standard,CST,CST
66,91041,2025-02-09,delivered,519.53,web,credit_card,standard,,204,204,,medium,EST,EST
67,97999,2024-10-10,delivered,123.66,web,debit_card,standard,SAVE20,313,313,,standard,CST,CST
68,91785,2024-11-30,delivered,73.78,mobile_app,credit_card,economy,,641,641,,standard,CST,CST
69,96528,2025-07-27,delivered,606.1,mobile_web,debit_card,economy,,264,912,,standard,MST,MST
70,92382,2025-08-24,delivered,352.47,api,apple_pay,express,,231,231,,medium,EST,EST
71,90994,2024-10-18,delivered,1956.38,mobile_app,credit_card,express,HOLIDAY15,695,695,,standard,PST,PST
72,92431,2025-03-02,delivered,166.39,web,credit_card,express,,994,994,,standard,CST,CST
73,97223,2024-10-19,delivered,1183.04,mobile_app,credit_card,economy,SUMMER25,555,555,,standard,CST,CST
74,98557,2025-05-13,delivered,3484.35,mobile_app,paypal,standard,,932,932,,standard,EST,EST
75,98303,2025-07-24,delivered,655.66,web,debit_card,economy,NEWUSER,326,326,,standard,CST,CST
76,93972,2024-11-02,delivered,51.59,web,credit_card,overnight,,150,150,,medium,EST,EST
77,96681,2025-03-16,delivered,1085.32,mobile_app,credit_card,economy,,454,454,,standard,MST,MST
78,92050,2025-09-01,delivered,124.32,mobile_app,debit_card,standard,,156,156,,standard,EST,EST
79,92931,2025-06-09,delivered,101.35,web,paypal,economy,,274,274,,standard,EST,EST
80,98964,2024-12-26,delivered,547.61,web,debit_card,economy,,705,705,Ring doorbell twice,standard,PST,PST
81,90130,2025-03-20,delivered,522.48,web,debit_card,standard,,189,504,,standard,MST,MST
82,90855,2025-06-04,delivered,472.5,mobile_app,debit_card,standard,,993,993,,standard,MST,MST
83,92079,2024-12-19,delivered,784.14,mobile_app,debit_card,economy,,776,776,,standard,EST,EST
84,90265,2025-02-12,delivered,55.68,mobile_app,debit_card,economy,,705,705,,standard,CST,CST
85,91814,2025-07-25,delivered,188.26,mobile_web,credit_card,express,,738,738,Deliver to back door,standard,PST,PST
86,95830,2025-03-10,delivered,349.48,mobile_web,credit_card,standard,,897,897,,standard,PST,PST
87,94214,2025-03-06,returned,798.6,mobile_app,paypal,economy,HOLIDAY15,44,252,,standard,MST,MST
88,98927,2024-12-07,delivered,668.75,web,paypal,standard,,529,529,,standard,MST,MST
89,98175,2025-02-28,delivered,684.48,web,credit_card,standard,,793,473,,standard,CST,CST
90,93418,2025-04-06,delivered,298.3,web,credit_card,economy,,926,926,,standard,CST,CST
91,92594,2024-10-30,delivered,698.18,mobile_app,debit_card,economy,,798,798,,standard,CST,CST
92,93797,2025-01-30,delivered,134.27,api,apple_pay,economy,,26,26,,standard,PST,PST
93,95903,2024-11-17,delivered,440.04,web,paypal,express,,257,257,,standard,PST,PST
94,92680,2025-08-28,delivered,275.94,mobile_web,credit_card,economy,,94,94,,standard,MST,MST
95,96242,2025-04-24,delivered,874.69,web,apple_pay,economy,,811,627,,standard,PST,PST
96,94094,2025-03-20,delivered,103.07,web,paypal,express,,935,935,,high,CST,CST
97,95521,2025-06-20,delivered,140.1,web,credit_card,economy,,788,788,,standard,EST,EST
98,94361,2025-08-11,delivered,277.2,web,credit_card,standard,,642,642,,standard,CST,CST
99,92944,2024-10-27,delivered,77.9,web,credit_card,economy,FREESHIP,876,876,Gift message: Happy Birthday!,standard,EST,EST
100,99485,2025-08-05,delivered,1822.07,mobile_app,credit_card,standard,,676,676,,standard,CST,CST
101,97636,2024-10-01,delivered,1111.14,web,apple_pay,standard,,561,561,,standard,MST,MST
102,91401,2024-12-20,delivered,3591.7,api,credit_card,economy,,57,57,,standard,EST,EST
103,98685,2025-07-01,returned,1521.12,mobile_app,credit_card,economy,,859,859,,standard,Other,Other
104,94874,2025-07-07,delivered,71.74,mobile_web,debit_card,economy,SAVE20,292,292,,standard,CST,CST
105,98946,2025-08-01,delivered,107.81,web,paypal,standard,,467,467,,standard,EST,EST
106,97999,2025-02-12,delivered,933.49,web,paypal,standard,,920,920,,medium,EST,EST
107,94252,2025-01-13,delivered,1168.11,web,credit_card,economy,,138,138,,standard,EST,EST
108,90224,2025-09-01,delivered,2110.42,mobile_web,credit_card,economy,,215,215,,standard,EST,EST
109,92687,2025-07-06,delivered,1214.13,api,paypal,standard,,90,90,,standard,CST,CST
110,95416,2025-03-20,delivered,78.19,web,paypal,economy,,624,266,,standard,CST,CST
111,96335,2024-12-16,delivered,888.39,web,credit_card,standard,,577,577,,medium,CST,CST
112,92579,2025-07-19,delivered,331.63,web,paypal,standard,,239,239,,standard,Other,Other
113,91393,2024-09-04,shipped,404.69,mobile_web,credit_card,economy,SUMMER25,756,819,,standard,CST,CST
114,98350,2024-12-22,delivered,150.69,web,debit_card,economy,FREESHIP,653,653,,standard,PST,PST
115,99845,2025-06-12,delivered,65.61,mobile_app,debit_card,standard,,308,308,,standard,CST,CST
116,95257,2024-12-28,shipped,5987.59,web,debit_card,economy,,742,742,,standard,EST,EST
117,91716,2025-07-26,delivered,186.37,mobile_app,credit_card,express,,945,945,,medium,EST,EST
118,92723,2025-04-19,delivered,2366.39,api,credit_card,economy,,643,643,,standard,PST,PST
119,90183,2025-04-17,delivered,183.54,mobile_app,credit_card,express,,951,951,,medium,EST,EST
120,99143,2025-05-18,delivered,19.13,mobile_app,credit_card,economy,,549,549,,standard,Other,Other
121,91177,2025-03-13,delivered,207.12,web,paypal,express,,68,288,,standard,CST,CST
122,95765,2025-08-06,delivered,960.45,web,paypal,express,,170,170,,standard,CST,CST
123,92740,2024-10-31,delivered,911.55,web,apple_pay,standard,,723,727,,standard,EST,EST
124,95542,2025-02-24,returned,191.8,api,paypal,standard,,244,244,,medium,MST,MST
125,62113,2025-04-01,delivered,353.3,web,credit_card,overnight,,384,384,,medium,EST,EST
126,76379,2025-03-11,delivered,897.22,web,debit_card,standard,,927,927,Gift message: Happy Birthday!,standard,EST,EST
127,26513,2025-01-16,delivered,959.49,web,credit_card,standard,,795,795,,standard,MST,MST
128,10879,2025-01-11,delivered,746.26,web,paypal,economy,,136,136,,standard,EST,EST
129,20950,2025-04-06,returned,95.37,mobile_web,credit_card,express,,119,119,,standard,MST,MST
130,82001,2025-06-27,delivered,1526.88,mobile_web,debit_card,standard,,479,106,,standard,PST,PST
131,79911,2025-04-03,delivered,711.85,web,credit_card,standard,,320,320,,standard,MST,MST
132,57793,2025-01-28,delivered,82.56,mobile_web,paypal,standard,,792,792,,standard,CST,CST
133,58041,2025-02-27,delivered,150.69,mobile_app,debit_card,economy,,574,574,Rush delivery needed,standard,CST,CST
134,63202,2025-09-01,shipped,1023.99,mobile_app,paypal,standard,,145,824,,standard,CST,CST
135,24029,2025-01-06,delivered,3791.84,web,credit_card,express,NEWUSER,554,554,,standard,Other,Other
136,83152,2025-08-07,delivered,54.27,web,credit_card,standard,,56,56,,medium,MST,MST
137,43501,2024-11-16,delivered,4066.36,mobile_app,credit_card,economy,,707,707,,standard,PST,PST
138,40651,2025-06-01,delivered,51.59,mobile_app,credit_card,economy,,687,81,,standard,PST,PST
139,51513,2024-12-05,delivered,87.5,api,credit_card,economy,,833,716,,standard,MST,MST
140,13757,2025-04-14,delivered,198.9,mobile_web,credit_card,economy,,477,477,,standard,EST,EST
141,23302,2025-01-30,delivered,626.67,mobile_app,credit_card,standard,,373,373,,medium,EST,EST
142,69042,2024-12-03,delivered,1508.3,mobile_app,credit_card,standard,,465,465,,high,CST,CST
143,16623,2025-08-02,delivered,197.88,mobile_app,debit_card,economy,,290,290,,standard,PST,PST
144,58252,2025-07-02,delivered,134.25,web,credit_card,economy,SUMMER25,334,334,,standard,EST,EST
145,29627,2025-02-10,delivered,186.26,mobile_web,paypal,standard,,245,245,,medium,CST,CST
146,41143,2024-09-20,delivered,25.39,web,credit_card,economy,,834,834,,standard,EST,EST
147,33095,2025-01-05,delivered,986.68,mobile_app,debit_card,standard,,711,711,,standard,PST,PST
148,38453,2025-06-20,delivered,191.88,mobile_app,paypal,express,,499,499,,medium,CST,CST
149,67523,2025-03-06,delivered,82.56,mobile_web,credit_card,economy,HOLIDAY15,979,979,,standard,CST,CST
150,33769,2025-06-04,delivered,256.56,web,credit_card,economy,,336,336,,standard,PST,PST
151,55312,2025-08-24,delivered,728.2,web,debit_card,economy,,925,925,,standard,PST,PST
152,48084,2025-07-16,delivered,23.5,web,paypal,express,,299,299,,medium,PST,PST
153,63093,2025-01-30,delivered,520.14,mobile_app,credit_card,economy,,584,584,,standard,EST,EST
154,84946,2025-01-31,delivered,72.91,mobile_app,debit_card,standard,,938,938,,standard,EST,EST
155,68605,2025-05-19,shipped,2266.95,mobile_app,credit_card,standard,,131,64,,standard,MST,MST
156,27195,2025-07-08,delivered,540.68,api,credit_card,standard,SUMMER25,368,368,,standard,EST,EST
157,12494,2025-07-19,delivered,619.13,web,paypal,economy,,641,641,,standard,PST,PST
158,30981,2025-05-15,delivered,74.24,web,credit_card,standard,,487,487,,standard,EST,EST
159,57606,2024-11-02,delivered,2808.22,mobile_app,credit_card,economy,,296,687,,standard,PST,PST
160,14114,2025-03-15,shipped,2325.56,web,debit_card,economy,,907,907,,standard,EST,EST
161,67278,2024-09-18,delivered,2342.73,web,credit_card,standard,SUMMER25,881,881,,standard,Other,Other
162,33777,2024-10-23,delivered,684.75,web,debit_card,economy,,522,522,,standard,Other,Other
163,70505,2025-03-18,delivered,1226.17,mobile_app,credit_card,standard,,8,8,,standard,EST,EST
164,75353,2025-04-21,delivered,620.55,web,debit_card,standard,,560,560,,standard,EST,EST
165,32787,2025-01-10,returned,1511.71,mobile_web,debit_card,economy,HOLIDAY15,116,116,,standard,MST,MST
166,90990,2025-08-07,delivered,941.87,mobile_app,credit_card,economy,,880,798,,standard,PST,PST
167,58035,2024-10-12,delivered,936.06,mobile_web,debit_card,economy,,252,252,,standard,CST,CST
168,49425,2025-08-09,delivered,590.29,mobile_app,debit_card,standard,SUMMER25,594,594,,standard,CST,CST
169,73816,2025-07-29,delivered,94.76,web,paypal,economy,,525,588,,standard,EST,EST
170,63391,2025-02-21,delivered,391.2,web,credit_card,express,,297,297,,medium,PST,PST
171,31887,2024-10-12,delivered,705.97,mobile_web,paypal,economy,,267,267,,standard,CST,CST
172,99284,2025-03-27,delivered,194.15,api,apple_pay,economy,FREESHIP,640,640,,standard,CST,CST
173,44521,2025-08-23,delivered,52.44,web,debit_card,standard,FREESHIP,631,631,,standard,CST,CST
174,60143,2025-02-28,shipped,94.76,mobile_web,paypal,economy,SAVE20,757,757,,standard,MST,MST
175,89338,2024-09-09,delivered,271.64,mobile_web,credit_card,economy,,497,497,,standard,CST,CST
176,60388,2025-06-11,delivered,3997.54,web,credit_card,express,,610,158,,standard,PST,PST
177,76917,2024-10-29,delivered,168.56,web,apple_pay,standard,,677,677,,standard,EST,EST
178,3585,2025-02-10,delivered,246.63,web,credit_card,standard,,658,658,,standard,MST,MST
179,63173,2025-08-08,delivered,417.55,web,paypal,express,,488,488,,standard,CST,CST
180,15240,2025-05-16,delivered,54.52,api,debit_card,express,,486,486,,standard,EST,EST
181,33793,2024-11-02,delivered,1764.35,mobile_web,credit_card,economy,,392,392,,standard,EST,EST
182,8855,2024-10-03,delivered,8367.44,mobile_app,apple_pay,express,NEWUSER,980,626,,medium,MST,MST
183,50158,2025-03-05,delivered,1538.29,web,paypal,express,,101,101,,standard,CST,CST
184,83056,2025-07-04,delivered,548.25,mobile_app,paypal,economy,,689,689,,standard,CST,CST
185,28886,2024-12-15,delivered,236.55,mobile_app,paypal,economy,,561,561,,standard,EST,EST
186,88725,2025-01-13,returned,372.86,mobile_app,credit_card,economy,HOLIDAY15,107,107,,standard,MST,MST
187,91905,2025-05-04,delivered,158.21,mobile_app,debit_card,economy,,95,95,Rush delivery needed,standard,PST,PST
188,30138,2025-05-31,delivered,48.88,mobile_app,credit_card,economy,,125,125,,standard,EST,EST
189,41384,2025-02-05,delivered,1104.08,mobile_app,credit_card,standard,SUMMER25,664,664,,standard,PST,PST
190,54058,2025-05-14,delivered,1478.6,web,debit_card,economy,,479,479,,standard,CST,CST
191,46282,2024-10-05,delivered,445.37,web,credit_card,standard,,709,789,,standard,EST,EST
192,67700,2025-07-31,delivered,809.45,mobile_app,debit_card,standard,,64,64,,standard,PST,PST
193,70209,2025-01-09,delivered,448.41,mobile_app,debit_card,standard,,452,452,,standard,CST,CST
194,1275,2025-08-01,delivered,1602.59,mobile_app,credit_card,economy,,112,112,,standard,EST,EST
195,91858,2025-05-23,delivered,245.03,web,credit_card,standard,,733,733,,medium,PST,PST
196,34518,2025-08-03,returned,457.01,web,apple_pay,standard,SUMMER25,457,457,,standard,PST,PST
197,32540,2025-03-30,delivered,370.63,web,apple_pay,express,WELCOME10,273,273,,standard,EST,EST
198,37656,2025-01-29,delivered,893.9,mobile_web,credit_card,express,SUMMER25,503,503,,standard,CST,CST
199,12191,2025-01-04,delivered,1070.38,web,credit_card,economy,,232,232,,standard,CST,CST
200,52289,2025-05-05,delivered,1458.73,web,credit_card,standard,,958,342,,standard,EST,EST
201,2,2025-07-06,delivered,763.41,web,credit_card,economy,,116,116,,standard,MST,MST
202,2,2025-07-17,delivered,169.72,web,credit_card,economy,,116,116,,standard,MST,MST
203,2,2025-07-17,delivered,639.45,web,credit_card,economy,,116,116,,standard,MST,MST
204,2,2025-07-14,delivered,1274.54,web,credit_card,economy,,116,116,,standard,MST,MST
205,2,2025-07-07,delivered,77.9,web,credit_card,economy,,116,116,,standard,MST,MST
206,2,2025-07-11,delivered,675.95,web,credit_card,economy,,116,116,,standard,MST,MST
207,2,2025-07-06,delivered,966.48,web,credit_card,economy,,116,116,,standard,MST,MST
208,8,2025-03-18,delivered,361.0,mobile_web,credit_card,standard,,531,531,,standard,CST,CST
209,8,2025-04-07,delivered,2603.94,mobile_web,credit_card,standard,,531,531,,standard,CST,CST
210,8,2025-04-08,delivered,1211.95,mobile_web,credit_card,standard,,531,531,,standard,CST,CST
211,8,2025-03-20,delivered,194.98,mobile_web,credit_card,standard,,531,531,,standard,CST,CST
212,8,2025-03-28,delivered,601.44,mobile_web,credit_card,standard,,531,531,,standard,CST,CST
213,8,2025-04-14,delivered,1369.24,mobile_web,credit_card,standard,,531,531,,standard,CST,CST
214,10,2024-11-22,delivered,1230.8,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
215,10,2024-11-22,delivered,436.62,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
216,10,2024-12-04,delivered,36.61,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
217,10,2024-11-28,delivered,1043.63,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
218,10,2024-12-03,delivered,373.41,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
219,10,2024-12-01,delivered,1142.68,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
220,10,2024-12-12,delivered,1155.84,mobile_app,debit_card,standard,,438,171,,standard,EST,EST
221,12,2025-08-05,delivered,194.33,web,debit_card,standard,,140,140,,standard,MST,MST
222,12,2025-08-14,delivered,738.54,web,debit_card,standard,,140,140,,standard,MST,MST
223,29,2025-03-05,delivered,50.28,web,credit_card,economy,,635,795,,standard,MST,MST
224,29,2025-02-24,delivered,21.89,web,credit_card,economy,,635,795,,standard,MST,MST
225,29,2025-03-01,delivered,176.2,web,credit_card,economy,,635,795,,standard,MST,MST
226,34,2025-08-31,delivered,335.88,mobile_app,debit_card,economy,,480,63,,standard,Other,Other
227,34,2025-09-06,delivered,65.34,mobile_app,debit_card,economy,,480,63,,standard,Other,Other
228,34,2025-08-31,delivered,10.45,mobile_app,debit_card,economy,,480,63,,standard,Other,Other
229,44,2025-06-02,delivered,61.87,web,debit_card,economy,,577,577,,standard,CST,CST
230,44,2025-05-05,delivered,1191.54,web,debit_card,economy,,577,577,,standard,CST,CST
231,44,2025-05-24,delivered,400.38,web,debit_card,economy,,577,577,,standard,CST,CST
232,44,2025-05-09,delivered,2603.57,web,debit_card,economy,,577,577,,standard,CST,CST
233,44,2025-06-01,delivered,1444.23,web,debit_card,economy,,577,577,,standard,CST,CST
234,46,2025-02-14,delivered,1181.15,web,paypal,economy,,351,351,,standard,EST,EST
235,46,2025-02-16,delivered,2453.8,web,paypal,economy,,351,351,,standard,EST,EST
236,46,2025-02-13,delivered,376.87,web,paypal,economy,,351,351,,standard,EST,EST
237,46,2025-02-14,delivered,812.39,web,paypal,economy,,351,351,,standard,EST,EST
238,46,2025-03-02,delivered,379.72,web,paypal,economy,,351,351,,standard,EST,EST
239,46,2025-02-18,delivered,159.08,web,paypal,economy,,351,351,,standard,EST,EST
240,46,2025-02-17,delivered,334.69,web,paypal,economy,,351,351,,standard,EST,EST
241,46,2025-03-08,delivered,7636.95,web,paypal,economy,,351,351,,standard,EST,EST
242,51,2025-03-28,delivered,1496.79,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
243,51,2025-04-06,delivered,1076.98,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
244,51,2025-03-20,delivered,461.58,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
245,51,2025-04-10,delivered,307.79,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
246,51,2025-03-17,delivered,730.06,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
247,51,2025-03-26,delivered,472.5,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
248,51,2025-03-24,delivered,1549.85,api,apple_pay,economy,HOLIDAY15,482,482,,standard,MST,MST
249,52,2025-01-16,delivered,905.74,mobile_app,paypal,economy,WELCOME10,129,129,,standard,CST,CST
250,52,2025-01-28,delivered,346.69,mobile_app,paypal,economy,WELCOME10,129,129,,standard,CST,CST
251,52,2025-01-18,delivered,2918.1,mobile_app,paypal,economy,WELCOME10,129,129,,standard,CST,CST
252,52,2025-01-12,delivered,321.44,mobile_app,paypal,economy,WELCOME10,129,129,,standard,CST,CST
253,52,2025-02-05,delivered,139.48,mobile_app,paypal,economy,WELCOME10,129,129,,standard,CST,CST
254,53,2025-03-15,delivered,715.11,web,credit_card,express,WELCOME10,80,984,,standard,MST,MST
255,53,2025-03-03,delivered,174.3,web,credit_card,express,WELCOME10,80,984,,standard,MST,MST
256,53,2025-03-05,delivered,25.4,web,credit_card,express,WELCOME10,80,984,,standard,MST,MST
257,53,2025-03-08,delivered,1406.09,web,credit_card,express,WELCOME10,80,984,,standard,MST,MST
258,53,2025-03-25,delivered,256.23,web,credit_card,express,WELCOME10,80,984,,standard,MST,MST
259,53,2025-03-31,delivered,983.47,web,credit_card,express,WELCOME10,80,984,,standard,MST,MST
260,75,2024-12-16,delivered,833.8,web,apple_pay,standard,,257,497,,standard,CST,CST
261,75,2024-12-28,delivered,1626.92,web,apple_pay,standard,,257,497,,standard,CST,CST
262,75,2024-12-19,delivered,1342.66,web,apple_pay,standard,,257,497,,standard,CST,CST
263,81,2024-10-21,delivered,421.52,web,credit_card,express,,937,165,,medium,EST,EST
264,81,2024-11-11,delivered,38.01,web,credit_card,express,,937,165,,medium,EST,EST
265,81,2024-10-22,delivered,231.22,web,credit_card,express,,937,165,,medium,EST,EST
266,81,2024-11-14,delivered,693.27,web,credit_card,express,,937,165,,medium,EST,EST
267,81,2024-11-02,delivered,760.54,web,credit_card,express,,937,165,,medium,EST,EST
268,81,2024-10-27,delivered,1166.5,web,credit_card,express,,937,165,,medium,EST,EST
269,81,2024-11-05,delivered,561.87,web,credit_card,express,,937,165,,medium,EST,EST
270,82,2025-05-16,delivered,516.85,web,paypal,economy,,323,323,,standard,EST,EST
271,82,2025-05-22,delivered,455.48,web,paypal,economy,,323,323,,standard,EST,EST
272,82,2025-05-19,delivered,3863.0,web,paypal,economy,,323,323,,standard,EST,EST
273,82,2025-05-26,delivered,178.97,web,paypal,economy,,323,323,,standard,EST,EST
274,82,2025-05-06,delivered,419.59,web,paypal,economy,,323,323,,standard,EST,EST
275,82,2025-05-30,delivered,1218.71,web,paypal,economy,,323,323,,standard,EST,EST
276,92,2025-08-20,delivered,599.52,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
277,92,2025-07-27,delivered,279.47,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
278,92,2025-08-20,delivered,105.63,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
279,92,2025-08-11,delivered,985.63,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
280,92,2025-07-28,delivered,803.59,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
281,92,2025-08-01,delivered,113.17,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
282,92,2025-08-19,delivered,888.31,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
283,92,2025-07-23,delivered,214.49,mobile_app,debit_card,economy,SAVE20,33,33,,standard,MST,MST
