order_id,user_id,order_date,status,total_amount,order_source,payment_method,shipping_method,promo_code,shipping_address_id,billing_address_id,customer_notes,order_priority,timezone,shipping_region
94,81,2025-08-28 00:00:00,delivered,390.79,web,credit_card,standard,,665,665,,standard,EST,EST
95,25,2025-04-24 00:00:00,delivered,2185.85,mobile_app,credit_card,economy,SUMMER25,271,271,,standard,PST,PST
96,87,2025-03-20 00:00:00,delivered,123.26,web,debit_card,economy,,836,836,,standard,EST,EST
97,91,2025-06-20 00:00:00,delivered,55.28,web,credit_card,standard,,17,17,,standard,Other,Other
98,11,2025-08-11 00:00:00,delivered,411.86,web,debit_card,economy,,764,764,,standard,Other,Other
99,73,2024-10-27 00:00:00,delivered,573.6,mobile_app,credit_card,standard,,212,226,,standard,EST,EST
100,5,2025-08-05 00:00:00,delivered,307.97,web,debit_card,standard,,405,405,,standard,EST,EST
101,75,2024-10-01 00:00:00,delivered,352.08,mobile_web,debit_card,economy,,96,96,,standard,MST,MST
102,76,2024-12-20 00:00:00,delivered,508.68,mobile_app,credit_card,economy,,966,966,,standard,PST,PST
103,69,2025-07-01 00:00:00,delivered,675.94,mobile_web,debit_card,economy,,404,404,,standard,CST,CST
104,71,2025-07-07 00:00:00,delivered,100.17,mobile_app,debit_card,standard,,661,103,,standard,CST,CST
105,20,2025-08-01 00:00:00,delivered,42.44,web,paypal,economy,,387,387,Ring doorbell twice,standard,EST,EST
106,82,2025-02-12 00:00:00,shipped,1607.51,web,credit_card,express,,136,136,,medium,PST,PST
107,63,2025-01-13 00:00:00,delivered,24.66,mobile_web,paypal,economy,,981,981,Please leave package at front door,standard,CST,CST
108,81,2025-09-01 00:00:00,shipped,377.56,api,apple_pay,economy,,88,88,,standard,CST,CST
109,23,2025-07-06 00:00:00,delivered,300.93,web,debit_card,standard,,340,340,,standard,CST,CST
110,99,2025-03-20 00:00:00,delivered,845.57,mobile_web,paypal,economy,,22,106,,standard,MST,MST
111,97,2024-12-16 00:00:00,delivered,14.34,mobile_web,credit_card,economy,,2,25,,standard,CST,CST
112,4,2025-07-19 00:00:00,delivered,86.39,web,credit_card,express,,944,394,,standard,PST,PST
113,50,2024-09-04 00:00:00,delivered,176.64,web,apple_pay,standard,,113,113,,standard,EST,EST
114,71,2024-12-22 00:00:00,delivered,750.34,web,credit_card,standard,FREESHIP,946,87,,standard,MST,MST
115,61,2025-06-12 00:00:00,delivered,403.97,web,paypal,express,,615,615,,standard,CST,CST
116,1,2024-12-28 00:00:00,delivered,770.67,api,debit_card,express,,294,294,,standard,EST,EST
117,99,2025-07-26 00:00:00,delivered,635.65,mobile_web,credit_card,economy,,831,818,,standard,EST,EST
118,64,2025-04-19 00:00:00,shipped,145.73,mobile_app,apple_pay,express,,672,672,,medium,MST,MST
119,12,2025-04-17 00:00:00,delivered,1044.64,web,paypal,express,,835,835,,standard,CST,CST
120,28,2025-05-18 00:00:00,delivered,469.66,mobile_app,paypal,economy,,131,131,,standard,CST,CST
121,51,2025-03-13 00:00:00,delivered,687.52,mobile_app,paypal,economy,,424,424,,standard,EST,EST
122,18,2025-08-06 00:00:00,delivered,158.92,mobile_app,credit_card,economy,,393,393,,standard,MST,MST
123,20,2024-10-31 00:00:00,delivered,108.02,mobile_app,debit_card,economy,,394,394,,standard,PST,PST
124,74,2025-02-24 00:00:00,delivered,2770.97,mobile_app,credit_card,economy,,225,225,,standard,EST,EST
125,68,2025-04-01 00:00:00,shipped,426.55,mobile_app,credit_card,standard,,486,944,Fragile - handle with care,standard,PST,PST
126,61,2025-03-11 00:00:00,delivered,687.74,web,debit_card,economy,,798,302,,standard,CST,CST
127,18,2025-01-16 00:00:00,delivered,25.86,web,credit_card,standard,,432,432,,standard,EST,EST
128,59,2025-01-11 00:00:00,delivered,89.65,mobile_app,debit_card,standard,SUMMER25,387,387,,standard,PST,PST
129,75,2025-04-06 00:00:00,delivered,243.58,mobile_app,debit_card,standard,WELCOME10,76,76,,standard,CST,CST
130,13,2025-06-27 00:00:00,delivered,29.91,mobile_app,credit_card,economy,SAVE20,79,79,,standard,EST,EST
131,94,2025-04-03 00:00:00,delivered,232.9,web,credit_card,standard,,144,144,,medium,PST,PST
132,86,2025-01-28 00:00:00,delivered,241.17,web,apple_pay,standard,,801,801,,standard,PST,PST
133,89,2025-02-27 00:00:00,returned,1466.72,web,apple_pay,express,WELCOME10,33,33,,standard,EST,EST
134,73,2025-09-01 00:00:00,shipped,127.57,mobile_web,credit_card,express,,434,434,,standard,CST,CST
135,28,2025-01-06 00:00:00,delivered,171.83,web,credit_card,economy,,514,514,,standard,CST,CST
136,85,2025-08-07 00:00:00,delivered,7589.32,web,credit_card,standard,,387,129,,standard,EST,EST
137,3,2024-11-16 00:00:00,delivered,812.41,mobile_web,paypal,express,HOLIDAY15,764,620,,standard,CST,CST
138,97,2025-06-01 00:00:00,delivered,168.73,mobile_web,credit_card,standard,,658,658,,standard,Other,Other
139,68,2024-12-05 00:00:00,delivered,678.34,mobile_web,debit_card,economy,,277,277,,standard,PST,PST
140,62,2025-04-14 00:00:00,delivered,146.0,mobile_app,paypal,express,,167,167,Call before delivery,standard,CST,CST
141,69,2025-01-30 00:00:00,delivered,497.6,mobile_app,credit_card,standard,,565,565,,standard,CST,CST
142,89,2024-12-03 00:00:00,delivered,249.69,mobile_web,credit_card,express,NEWUSER,578,496,,standard,MST,MST
143,1,2025-08-02 00:00:00,returned,97.25,mobile_app,debit_card,standard,,9,770,,standard,CST,CST
144,43,2025-07-02 00:00:00,delivered,514.7,web,debit_card,standard,,744,744,,standard,MST,MST
145,68,2025-02-10 00:00:00,delivered,1290.56,mobile_app,debit_card,economy,,516,516,,standard,EST,EST
146,66,2024-09-20 00:00:00,delivered,563.78,web,credit_card,economy,,601,39,,standard,EST,EST
147,86,2025-01-05 00:00:00,delivered,202.2,api,credit_card,economy,,96,238,,standard,EST,EST
148,33,2025-06-20 00:00:00,delivered,14.21,mobile_app,debit_card,economy,,165,514,,standard,EST,EST
149,85,2025-03-06 00:00:00,delivered,124.27,web,credit_card,economy,,350,350,,standard,EST,EST
150,41,2025-06-04 00:00:00,delivered,262.88,mobile_web,credit_card,economy,,41,793,,standard,CST,CST
151,13,2025-08-24 00:00:00,delivered,336.99,web,paypal,express,,982,982,,high,EST,EST
152,52,2025-07-16 00:00:00,delivered,2785.33,mobile_app,debit_card,standard,,892,892,,standard,EST,EST
153,50,2025-01-30 00:00:00,delivered,359.96,web,credit_card,standard,,466,466,,medium,CST,CST
154,52,2025-01-31 00:00:00,delivered,577.48,mobile_web,credit_card,express,,92,92,,standard,Other,Other
155,5,2025-05-19 00:00:00,delivered,277.59,mobile_web,credit_card,standard,,782,666,,medium,EST,EST
156,73,2025-07-08 00:00:00,delivered,172.51,web,debit_card,standard,,373,411,,standard,CST,CST
157,5,2025-07-19 00:00:00,delivered,173.83,mobile_app,credit_card,economy,,525,975,,standard,CST,CST
158,92,2025-05-15 00:00:00,delivered,654.56,mobile_web,debit_card,express,,899,699,,standard,CST,CST
159,54,2024-11-02 00:00:00,returned,1737.41,mobile_app,credit_card,economy,,810,810,,standard,PST,PST
160,32,2025-03-15 00:00:00,shipped,1155.71,mobile_app,credit_card,economy,,163,163,,standard,EST,EST
161,40,2024-09-18 00:00:00,delivered,584.16,mobile_app,credit_card,standard,,358,358,,standard,CST,CST
162,34,2024-10-23 00:00:00,delivered,2928.23,web,credit_card,express,,750,750,,high,CST,CST
163,89,2025-03-18 00:00:00,delivered,1022.22,web,debit_card,economy,,67,67,,standard,PST,PST
164,81,2025-04-21 00:00:00,delivered,2001.78,mobile_app,credit_card,express,,286,286,,medium,PST,PST
165,100,2025-01-10 00:00:00,delivered,839.44,web,paypal,standard,SAVE20,33,793,,standard,PST,PST
166,23,2025-08-07 00:00:00,delivered,103.55,mobile_web,debit_card,economy,,485,485,,standard,MST,MST
167,69,2024-10-12 00:00:00,delivered,130.97,mobile_app,debit_card,economy,,259,259,,standard,EST,EST
168,96,2025-08-09 00:00:00,delivered,42.86,web,credit_card,economy,,730,730,,standard,MST,MST
169,92,2025-07-29 00:00:00,delivered,592.81,web,credit_card,economy,,56,56,,standard,EST,EST
170,20,2025-02-21 00:00:00,delivered,54.25,mobile_app,credit_card,standard,,358,494,,standard,CST,CST
171,33,2024-10-12 00:00:00,delivered,256.58,mobile_app,credit_card,standard,,364,585,,medium,EST,EST
172,7,2025-03-27 00:00:00,shipped,133.18,mobile_app,credit_card,economy,,80,80,,standard,CST,CST
173,63,2025-08-23 00:00:00,delivered,153.21,web,credit_card,express,,752,752,,standard,CST,CST
174,3,2025-02-28 00:00:00,delivered,540.06,web,paypal,economy,,152,152,,standard,PST,PST
175,44,2024-09-09 00:00:00,delivered,2556.75,api,credit_card,economy,,740,740,,standard,CST,CST
176,3,2025-06-11 00:00:00,delivered,336.99,web,credit_card,standard,HOLIDAY15,593,593,,standard,CST,CST
177,80,2024-10-29 00:00:00,delivered,219.87,mobile_web,paypal,economy,,171,171,,standard,EST,EST
178,94,2025-02-10 00:00:00,delivered,152.8,web,apple_pay,economy,,979,979,,standard,EST,EST
179,85,2025-08-08 00:00:00,shipped,733.91,mobile_app,credit_card,economy,,889,889,,standard,MST,MST
180,25,2025-05-16 00:00:00,delivered,51.16,mobile_app,debit_card,express,,849,849,,standard,EST,EST
181,48,2024-11-02 00:00:00,delivered,478.4,web,credit_card,standard,SAVE20,383,383,,standard,CST,CST
182,96,2024-10-03 00:00:00,delivered,173.12,web,paypal,standard,,706,706,,standard,PST,PST
183,84,2025-03-05 00:00:00,delivered,1158.34,web,paypal,express,,102,826,,medium,PST,PST
184,83,2025-07-04 00:00:00,delivered,210.65,mobile_web,apple_pay,economy,HOLIDAY15,768,768,,standard,PST,PST
185,52,2024-12-15 00:00:00,delivered,123.82,mobile_app,credit_card,economy,,34,34,,standard,EST,EST
186,24,2025-01-13 00:00:00,delivered,428.58,mobile_web,credit_card,standard,,118,118,,standard,PST,PST
187,8,2025-05-04 00:00:00,delivered,404.53,api,credit_card,standard,,423,661,,standard,PST,PST
188,60,2025-05-31 00:00:00,delivered,43.77,mobile_app,apple_pay,express,FREESHIP,520,520,,medium,PST,PST
189,44,2025-02-05 00:00:00,delivered,936.99,web,debit_card,economy,,425,425,,standard,PST,PST
190,10,2025-05-14 00:00:00,returned,208.75,web,paypal,standard,,158,158,Please leave package at front door,medium,EST,EST
191,45,2024-10-05 00:00:00,delivered,1139.68,web,credit_card,standard,,175,441,,standard,EST,EST
192,13,2025-07-31 00:00:00,delivered,65.74,web,credit_card,standard,,849,849,,standard,PST,PST
193,98,2025-01-09 00:00:00,delivered,712.63,mobile_app,credit_card,express,,746,746,,standard,PST,PST
194,92,2025-08-01 00:00:00,delivered,264.17,mobile_app,debit_card,standard,,821,821,,standard,CST,CST
195,38,2025-05-23 00:00:00,delivered,263.05,web,credit_card,standard,,939,939,,standard,EST,EST
196,90,2025-08-03 00:00:00,delivered,685.87,web,apple_pay,economy,,448,448,,standard,Other,Other
197,70,2025-03-30 00:00:00,delivered,323.77,mobile_app,credit_card,economy,,996,996,,standard,CST,CST
198,79,2025-01-29 00:00:00,delivered,328.7,mobile_web,credit_card,economy,HOLIDAY15,797,797,,standard,EST,EST
199,7,2025-01-04 00:00:00,delivered,282.81,web,credit_card,standard,,252,252,,standard,PST,PST
200,81,2025-05-05 00:00:00,delivered,600.12,web,credit_card,economy,,85,643,,standard,MST,MST
201,6,2025-06-10 00:00:00,returned,4386.51,api,debit_card,standard,,114,114,,standard,MST,MST
202,62,2025-08-14 00:00:00,delivered,304.7,web,credit_card,economy,,96,96,,standard,MST,MST
203,44,2025-06-25 00:00:00,delivered,368.96,web,paypal,express,,815,815,,medium,MST,MST
204,11,2025-03-12 00:00:00,delivered,109.96,mobile_web,debit_card,standard,SUMMER25,912,912,,standard,PST,PST
205,6,2025-08-08 00:00:00,delivered,242.05,web,credit_card,express,,676,676,Leave with neighbor if not home,medium,EST,EST
206,6,2025-04-02 00:00:00,delivered,59.97,mobile_app,credit_card,standard,,496,615,,standard,EST,EST
207,85,2024-09-17 00:00:00,delivered,208.5,mobile_web,credit_card,economy,,198,198,,standard,MST,MST
208,41,2025-05-01 00:00:00,delivered,446.35,web,credit_card,standard,,374,374,,standard,EST,EST
209,62,2024-09-30 00:00:00,delivered,40.77,mobile_web,paypal,economy,,963,963,,standard,PST,PST
210,42,2024-12-04 00:00:00,delivered,751.77,web,credit_card,economy,SUMMER25,302,302,,standard,MST,MST
211,87,2025-05-07 00:00:00,delivered,944.38,web,credit_card,standard,,257,257,,medium,MST,MST
212,79,2025-05-27 00:00:00,delivered,389.96,api,credit_card,standard,,598,598,,standard,MST,MST
213,63,2025-08-27 00:00:00,delivered,2608.42,web,credit_card,overnight,,444,434,,medium,CST,CST
214,46,2024-12-24 00:00:00,delivered,1988.02,web,credit_card,economy,,393,393,,standard,EST,EST
215,47,2024-12-01 00:00:00,delivered,175.37,mobile_web,credit_card,standard,,172,982,,standard,PST,PST
216,43,2025-06-21 00:00:00,delivered,515.97,web,paypal,economy,,661,544,,standard,MST,MST
217,63,2024-10-09 00:00:00,delivered,357.59,mobile_app,credit_card,express,,810,810,,medium,MST,MST
218,11,2025-02-19 00:00:00,delivered,500.15,mobile_app,credit_card,standard,,322,322,,medium,EST,EST
219,66,2024-10-12 00:00:00,shipped,171.78,mobile_web,credit_card,economy,,815,815,,standard,EST,EST
220,68,2025-06-26 00:00:00,delivered,406.98,web,paypal,economy,,223,223,,standard,CST,CST
221,3,2025-05-08 00:00:00,delivered,204.25,web,credit_card,economy,,77,77,,standard,CST,CST
222,52,2025-06-04 00:00:00,delivered,912.24,mobile_app,debit_card,standard,,203,203,,standard,CST,CST
223,59,2025-08-08 00:00:00,delivered,60.08,api,debit_card,economy,,128,128,,standard,EST,EST
224,11,2024-10-13 00:00:00,delivered,240.89,mobile_web,apple_pay,economy,,660,660,Please leave package at front door,standard,EST,EST
225,2,2025-02-23 00:00:00,shipped,10.74,mobile_web,paypal,express,,991,991,,medium,EST,EST
226,72,2024-11-07 00:00:00,delivered,263.08,web,debit_card,standard,SUMMER25,98,426,Gift message: Happy Birthday!,standard,CST,CST
227,60,2025-05-31 00:00:00,delivered,89.05,web,credit_card,economy,,570,570,,standard,Other,Other
228,85,2024-12-29 00:00:00,delivered,698.42,mobile_web,credit_card,standard,,506,991,,standard,EST,EST
229,91,2025-08-20 00:00:00,delivered,120.13,web,credit_card,standard,,230,230,,standard,CST,CST
230,13,2024-09-15 00:00:00,returned,2865.67,mobile_app,apple_pay,standard,FREESHIP,742,742,,standard,PST,PST
231,51,2024-09-21 00:00:00,delivered,388.45,api,debit_card,standard,,925,925,,standard,EST,EST
232,36,2025-01-07 00:00:00,returned,1107.43,web,credit_card,economy,,905,905,,standard,PST,PST
233,49,2025-07-10 00:00:00,delivered,334.37,mobile_app,credit_card,standard,FREESHIP,811,277,,standard,MST,MST
234,63,2024-09-25 00:00:00,delivered,753.92,web,credit_card,standard,,327,772,,standard,EST,EST
235,19,2024-12-26 00:00:00,delivered,2229.98,mobile_app,paypal,express,,685,685,,standard,EST,EST
236,14,2025-01-21 00:00:00,delivered,717.58,web,apple_pay,economy,,330,330,,standard,EST,EST
237,5,2025-01-27 00:00:00,delivered,117.13,mobile_app,debit_card,economy,,362,362,,standard,EST,EST
238,13,2025-02-18 00:00:00,delivered,877.22,mobile_web,credit_card,express,,80,80,,high,EST,EST
239,59,2024-10-30 00:00:00,delivered,369.24,web,credit_card,economy,,395,395,,standard,PST,PST
240,52,2024-12-07 00:00:00,delivered,2427.24,api,credit_card,economy,,880,880,,standard,EST,EST
241,66,2025-03-29 00:00:00,delivered,2326.03,api,apple_pay,express,,109,225,,standard,Other,Other
242,36,2025-02-11 00:00:00,delivered,288.52,mobile_app,debit_card,economy,,208,208,,standard,MST,MST
243,59,2025-04-11 00:00:00,delivered,51.29,api,credit_card,standard,,891,891,,standard,PST,PST
244,55,2025-05-26 00:00:00,delivered,1785.7,mobile_web,apple_pay,standard,WELCOME10,916,916,,standard,EST,EST
245,15,2025-07-08 00:00:00,delivered,40.38,mobile_app,debit_card,standard,,122,87,,standard,MST,MST
246,47,2024-11-12 00:00:00,delivered,227.43,mobile_app,paypal,standard,,342,342,,standard,EST,EST
247,61,2024-11-09 00:00:00,delivered,1032.97,web,credit_card,standard,,433,433,,standard,EST,EST
248,30,2024-11-10 00:00:00,delivered,56.0,mobile_app,paypal,standard,,532,532,,standard,EST,EST
249,98,2024-10-04 00:00:00,delivered,108.55,web,credit_card,economy,,55,590,,standard,MST,MST
250,52,2025-04-28 00:00:00,delivered,321.79,web,apple_pay,standard,SAVE20,717,717,,standard,EST,EST
251,66,2025-08-08 00:00:00,delivered,518.42,mobile_web,credit_card,economy,,275,275,,standard,PST,PST
252,15,2025-01-30 00:00:00,delivered,889.01,mobile_web,credit_card,standard,,295,295,,standard,EST,EST
253,24,2025-05-02 00:00:00,delivered,2658.32,mobile_app,credit_card,express,,313,705,,standard,EST,EST
254,82,2025-05-27 00:00:00,delivered,249.44,web,credit_card,economy,SAVE20,467,467,,standard,EST,EST
255,56,2024-12-06 00:00:00,returned,361.85,mobile_web,credit_card,standard,,182,903,,standard,CST,CST
256,6,2025-03-16 00:00:00,delivered,45.69,web,paypal,standard,,993,993,,standard,CST,CST
257,35,2025-08-24 00:00:00,returned,792.83,mobile_web,apple_pay,standard,,47,581,,high,CST,CST
258,98,2025-04-18 00:00:00,delivered,145.61,mobile_web,credit_card,economy,,774,774,,standard,EST,EST
259,65,2024-10-29 00:00:00,delivered,1035.33,web,paypal,economy,,753,753,,standard,EST,EST
260,21,2024-12-03 00:00:00,delivered,926.27,web,credit_card,standard,,848,848,,standard,PST,PST
