order_id,user_id,order_date,order_time,order_datetime,status,total_amount,order_source,payment_method,shipping_method,promo_code,shipping_address_id,billing_address_id,customer_notes,order_priority,timezone,shipping_region
68,79,2024-11-30 00:00:00,15:04:48,2024-11-30T15:04:48,delivered,376.61,mobile_web,paypal,standard,,157,157,,standard,CST,CST
69,63,2025-07-27 00:00:00,16:06:32,2025-07-27T16:06:32,delivered,284.14,mobile_app,debit_card,economy,FREESHIP,254,254,,standard,CST,CST
70,85,2025-08-24 00:00:00,11:49:49,2025-08-24T11:49:49,delivered,589.27,mobile_app,paypal,standard,,748,748,,standard,CST,CST
71,71,2024-10-18 00:00:00,22:20:26,2024-10-18T22:20:26,delivered,328.09,web,credit_card,express,,235,235,,standard,Other,Other
72,92,2025-03-02 00:00:00,12:28:10,2025-03-02T12:28:10,delivered,131.48,web,credit_card,standard,,19,19,,medium,MST,MST
73,75,2024-10-19 00:00:00,21:16:13,2024-10-19T21:16:13,delivered,49.34,mobile_app,credit_card,economy,,649,228,,standard,PST,PST
74,23,2025-05-13 00:00:00,17:32:02,2025-05-13T17:32:02,delivered,151.49,mobile_app,credit_card,economy,,312,312,,standard,PST,PST
75,99,2025-07-24 00:00:00,16:29:01,2025-07-24T16:29:01,delivered,96.38,api,credit_card,economy,,917,917,,standard,MST,MST
76,100,2024-11-02 00:00:00,15:04:40,2024-11-02T15:04:40,returned,677.76,mobile_web,credit_card,economy,SUMMER25,293,293,,standard,EST,EST
77,13,2025-03-16 00:00:00,12:44:43,2025-03-16T12:44:43,delivered,23.57,mobile_app,credit_card,standard,,373,373,,medium,EST,EST
78,90,2025-09-01 00:00:00,11:47:29,2025-09-01T11:47:29,shipped,41.33,mobile_app,credit_card,standard,,789,340,,high,CST,CST
79,3,2025-06-09 00:00:00,12:24:21,2025-06-09T12:24:21,delivered,60.82,mobile_app,debit_card,economy,,620,620,,standard,PST,PST
80,42,2024-12-26 00:00:00,11:47:25,2024-12-26T11:47:25,delivered,583.37,web,credit_card,economy,,134,134,,standard,EST,EST
81,34,2025-03-20 00:00:00,18:54:12,2025-03-20T18:54:12,delivered,229.21,mobile_web,paypal,standard,,838,838,,medium,CST,CST
82,26,2025-06-04 00:00:00,14:25:02,2025-06-04T14:25:02,delivered,401.2,web,credit_card,economy,NEWUSER,309,309,,standard,EST,EST
83,94,2024-12-19 00:00:00,08:00:16,2024-12-19T08:00:16,delivered,184.74,mobile_app,debit_card,standard,,429,429,Gift - please wrap,standard,PST,PST
84,15,2025-02-12 00:00:00,21:07:45,2025-02-12T21:07:45,delivered,107.17,mobile_app,paypal,express,,999,999,,medium,CST,CST
85,4,2025-07-25 00:00:00,19:58:08,2025-07-25T19:58:08,delivered,1003.54,mobile_web,credit_card,economy,HOLIDAY15,430,430,,standard,CST,CST
86,67,2025-03-10 00:00:00,20:20:42,2025-03-10T20:20:42,delivered,52.89,web,credit_card,economy,,991,991,,standard,PST,PST
87,61,2025-03-06 00:00:00,23:47:29,2025-03-06T23:47:29,returned,1294.16,web,debit_card,economy,,711,711,,standard,PST,PST
88,7,2024-12-07 00:00:00,11:31:29,2024-12-07T11:31:29,delivered,367.1,web,paypal,express,,77,77,,medium,PST,PST
89,10,2025-02-28 00:00:00,14:04:05,2025-02-28T14:04:05,delivered,1851.37,mobile_app,credit_card,economy,,279,279,,standard,EST,EST
90,97,2025-04-06 00:00:00,18:35:42,2025-04-06T18:35:42,returned,777.11,mobile_app,debit_card,standard,,10,810,,standard,EST,EST
91,24,2024-10-30 00:00:00,17:15:45,2024-10-30T17:15:45,delivered,427.83,mobile_app,credit_card,standard,,873,873,,standard,MST,MST
92,20,2025-01-30 00:00:00,10:28:08,2025-01-30T10:28:08,delivered,257.04,api,credit_card,standard,,299,299,Gift - please wrap,standard,EST,EST
93,98,2024-11-17 00:00:00,19:30:52,2024-11-17T19:30:52,delivered,741.56,web,paypal,economy,,810,810,,standard,PST,PST
94,81,2025-08-28 00:00:00,12:17:53,2025-08-28T12:17:53,delivered,390.79,web,credit_card,standard,,665,665,,standard,EST,EST
95,25,2025-04-24 00:00:00,12:10:10,2025-04-24T12:10:10,delivered,2185.85,mobile_app,credit_card,economy,SUMMER25,271,271,,standard,PST,PST
96,87,2025-03-20 00:00:00,16:53:01,2025-03-20T16:53:01,delivered,123.26,web,debit_card,economy,,836,836,,standard,EST,EST
97,91,2025-06-20 00:00:00,16:38:06,2025-06-20T16:38:06,delivered,55.28,web,credit_card,standard,,17,17,,standard,Other,Other
98,11,2025-08-11 00:00:00,16:11:18,2025-08-11T16:11:18,delivered,411.86,web,debit_card,economy,,764,764,,standard,Other,Other
99,73,2024-10-27 00:00:00,21:07:34,2024-10-27T21:07:34,delivered,573.6,mobile_app,credit_card,standard,,212,226,,standard,EST,EST
100,5,2025-08-05 00:00:00,19:25:10,2025-08-05T19:25:10,delivered,307.97,web,debit_card,standard,,405,405,,standard,EST,EST
101,75,2024-10-01 00:00:00,12:04:42,2024-10-01T12:04:42,delivered,352.08,mobile_web,debit_card,economy,,96,96,,standard,MST,MST
102,76,2024-12-20 00:00:00,10:48:00,2024-12-20T10:48:00,delivered,508.68,mobile_app,credit_card,economy,,966,966,,standard,PST,PST
103,69,2025-07-01 00:00:00,20:43:17,2025-07-01T20:43:17,delivered,675.94,mobile_web,debit_card,economy,,404,404,,standard,CST,CST
104,71,2025-07-07 00:00:00,21:09:28,2025-07-07T21:09:28,delivered,100.17,mobile_app,debit_card,standard,,661,103,,standard,CST,CST
105,20,2025-08-01 00:00:00,19:22:11,2025-08-01T19:22:11,delivered,42.44,web,paypal,economy,,387,387,Ring doorbell twice,standard,EST,EST
106,82,2025-02-12 00:00:00,18:13:45,2025-02-12T18:13:45,shipped,1607.51,web,credit_card,express,,136,136,,medium,PST,PST
107,63,2025-01-13 00:00:00,17:02:57,2025-01-13T17:02:57,delivered,24.66,mobile_web,paypal,economy,,981,981,Please leave package at front door,standard,CST,CST
108,81,2025-09-01 00:00:00,16:43:34,2025-09-01T16:43:34,shipped,377.56,api,apple_pay,economy,,88,88,,standard,CST,CST
109,23,2025-07-06 00:00:00,21:13:28,2025-07-06T21:13:28,delivered,300.93,web,debit_card,standard,,340,340,,standard,CST,CST
110,99,2025-03-20 00:00:00,14:03:53,2025-03-20T14:03:53,delivered,845.57,mobile_web,paypal,economy,,22,106,,standard,MST,MST
111,97,2024-12-16 00:00:00,14:40:51,2024-12-16T14:40:51,delivered,14.34,mobile_web,credit_card,economy,,2,25,,standard,CST,CST
112,4,2025-07-19 00:00:00,12:33:41,2025-07-19T12:33:41,delivered,86.39,web,credit_card,express,,944,394,,standard,PST,PST
113,50,2024-09-04 00:00:00,18:42:45,2024-09-04T18:42:45,delivered,176.64,web,apple_pay,standard,,113,113,,standard,EST,EST
114,71,2024-12-22 00:00:00,15:42:57,2024-12-22T15:42:57,delivered,750.34,web,credit_card,standard,FREESHIP,946,87,,standard,MST,MST
115,61,2025-06-12 00:00:00,09:06:24,2025-06-12T09:06:24,delivered,403.97,web,paypal,express,,615,615,,standard,CST,CST
116,1,2024-12-28 00:00:00,12:44:19,2024-12-28T12:44:19,delivered,770.67,api,debit_card,express,,294,294,,standard,EST,EST
117,99,2025-07-26 00:00:00,17:28:03,2025-07-26T17:28:03,delivered,635.65,mobile_web,credit_card,economy,,831,818,,standard,EST,EST
118,64,2025-04-19 00:00:00,10:38:00,2025-04-19T10:38:00,shipped,145.73,mobile_app,apple_pay,express,,672,672,,medium,MST,MST
119,12,2025-04-17 00:00:00,19:49:24,2025-04-17T19:49:24,delivered,1044.64,web,paypal,express,,835,835,,standard,CST,CST
120,28,2025-05-18 00:00:00,15:49:12,2025-05-18T15:49:12,delivered,469.66,mobile_app,paypal,economy,,131,131,,standard,CST,CST
121,51,2025-03-13 00:00:00,15:59:15,2025-03-13T15:59:15,delivered,687.52,mobile_app,paypal,economy,,424,424,,standard,EST,EST
122,18,2025-08-06 00:00:00,16:23:58,2025-08-06T16:23:58,delivered,158.92,mobile_app,credit_card,economy,,393,393,,standard,MST,MST
123,20,2024-10-31 00:00:00,19:15:12,2024-10-31T19:15:12,delivered,108.02,mobile_app,debit_card,economy,,394,394,,standard,PST,PST
124,74,2025-02-24 00:00:00,14:05:01,2025-02-24T14:05:01,delivered,2770.97,mobile_app,credit_card,economy,,225,225,,standard,EST,EST
125,68,2025-04-01 00:00:00,17:26:01,2025-04-01T17:26:01,shipped,426.55,mobile_app,credit_card,standard,,486,944,Fragile - handle with care,standard,PST,PST
126,61,2025-03-11 00:00:00,16:00:21,2025-03-11T16:00:21,delivered,687.74,web,debit_card,economy,,798,302,,standard,CST,CST
127,18,2025-01-16 00:00:00,12:52:12,2025-01-16T12:52:12,delivered,25.86,web,credit_card,standard,,432,432,,standard,EST,EST
128,59,2025-01-11 00:00:00,19:43:42,2025-01-11T19:43:42,delivered,89.65,mobile_app,debit_card,standard,SUMMER25,387,387,,standard,PST,PST
129,75,2025-04-06 00:00:00,18:04:14,2025-04-06T18:04:14,delivered,243.58,mobile_app,debit_card,standard,WELCOME10,76,76,,standard,CST,CST
130,13,2025-06-27 00:00:00,17:56:06,2025-06-27T17:56:06,delivered,29.91,mobile_app,credit_card,economy,SAVE20,79,79,,standard,EST,EST
131,94,2025-04-03 00:00:00,19:51:53,2025-04-03T19:51:53,delivered,232.9,web,credit_card,standard,,144,144,,medium,PST,PST
132,86,2025-01-28 00:00:00,19:53:42,2025-01-28T19:53:42,delivered,241.17,web,apple_pay,standard,,801,801,,standard,PST,PST
133,89,2025-02-27 00:00:00,17:10:46,2025-02-27T17:10:46,returned,1466.72,web,apple_pay,express,WELCOME10,33,33,,standard,EST,EST
134,73,2025-09-01 00:00:00,19:10:02,2025-09-01T19:10:02,shipped,127.57,mobile_web,credit_card,express,,434,434,,standard,CST,CST
135,28,2025-01-06 00:00:00,17:26:32,2025-01-06T17:26:32,delivered,171.83,web,credit_card,economy,,514,514,,standard,CST,CST
136,85,2025-08-07 00:00:00,17:06:52,2025-08-07T17:06:52,delivered,7589.32,web,credit_card,standard,,387,129,,standard,EST,EST
137,3,2024-11-16 00:00:00,17:20:20,2024-11-16T17:20:20,delivered,812.41,mobile_web,paypal,express,HOLIDAY15,764,620,,standard,CST,CST
138,97,2025-06-01 00:00:00,18:35:40,2025-06-01T18:35:40,delivered,168.73,mobile_web,credit_card,standard,,658,658,,standard,Other,Other
139,68,2024-12-05 00:00:00,11:12:39,2024-12-05T11:12:39,delivered,678.34,mobile_web,debit_card,economy,,277,277,,standard,PST,PST
140,62,2025-04-14 00:00:00,19:13:59,2025-04-14T19:13:59,delivered,146.0,mobile_app,paypal,express,,167,167,Call before delivery,standard,CST,CST
141,69,2025-01-30 00:00:00,19:34:25,2025-01-30T19:34:25,delivered,497.6,mobile_app,credit_card,standard,,565,565,,standard,CST,CST
142,89,2024-12-03 00:00:00,07:27:07,2024-12-03T07:27:07,delivered,249.69,mobile_web,credit_card,express,NEWUSER,578,496,,standard,MST,MST
143,1,2025-08-02 00:00:00,19:14:13,2025-08-02T19:14:13,returned,97.25,mobile_app,debit_card,standard,,9,770,,standard,CST,CST
144,43,2025-07-02 00:00:00,10:06:22,2025-07-02T10:06:22,delivered,514.7,web,debit_card,standard,,744,744,,standard,MST,MST
145,68,2025-02-10 00:00:00,13:20:11,2025-02-10T13:20:11,delivered,1290.56,mobile_app,debit_card,economy,,516,516,,standard,EST,EST
146,66,2024-09-20 00:00:00,18:00:25,2024-09-20T18:00:25,delivered,563.78,web,credit_card,economy,,601,39,,standard,EST,EST
147,86,2025-01-05 00:00:00,11:41:20,2025-01-05T11:41:20,delivered,202.2,api,credit_card,economy,,96,238,,standard,EST,EST
148,33,2025-06-20 00:00:00,19:00:24,2025-06-20T19:00:24,delivered,14.21,mobile_app,debit_card,economy,,165,514,,standard,EST,EST
149,85,2025-03-06 00:00:00,19:13:29,2025-03-06T19:13:29,delivered,124.27,web,credit_card,economy,,350,350,,standard,EST,EST
150,41,2025-06-04 00:00:00,15:14:04,2025-06-04T15:14:04,delivered,262.88,mobile_web,credit_card,economy,,41,793,,standard,CST,CST
151,13,2025-08-24 00:00:00,14:42:52,2025-08-24T14:42:52,delivered,336.99,web,paypal,express,,982,982,,high,EST,EST
152,52,2025-07-16 00:00:00,13:41:39,2025-07-16T13:41:39,delivered,2785.33,mobile_app,debit_card,standard,,892,892,,standard,EST,EST
153,50,2025-01-30 00:00:00,17:23:02,2025-01-30T17:23:02,delivered,359.96,web,credit_card,standard,,466,466,,medium,CST,CST
154,52,2025-01-31 00:00:00,22:04:56,2025-01-31T22:04:56,delivered,577.48,mobile_web,credit_card,express,,92,92,,standard,Other,Other
155,5,2025-05-19 00:00:00,17:13:26,2025-05-19T17:13:26,delivered,277.59,mobile_web,credit_card,standard,,782,666,,medium,EST,EST
156,73,2025-07-08 00:00:00,12:19:49,2025-07-08T12:19:49,delivered,172.51,web,debit_card,standard,,373,411,,standard,CST,CST
157,5,2025-07-19 00:00:00,17:38:31,2025-07-19T17:38:31,delivered,173.83,mobile_app,credit_card,economy,,525,975,,standard,CST,CST
158,92,2025-05-15 00:00:00,16:06:45,2025-05-15T16:06:45,delivered,654.56,mobile_web,debit_card,express,,899,699,,standard,CST,CST
159,54,2024-11-02 00:00:00,18:34:50,2024-11-02T18:34:50,returned,1737.41,mobile_app,credit_card,economy,,810,810,,standard,PST,PST
160,32,2025-03-15 00:00:00,19:59:54,2025-03-15T19:59:54,shipped,1155.71,mobile_app,credit_card,economy,,163,163,,standard,EST,EST
161,40,2024-09-18 00:00:00,18:10:16,2024-09-18T18:10:16,delivered,584.16,mobile_app,credit_card,standard,,358,358,,standard,CST,CST
162,34,2024-10-23 00:00:00,16:06:38,2024-10-23T16:06:38,delivered,2928.23,web,credit_card,express,,750,750,,high,CST,CST
163,89,2025-03-18 00:00:00,21:20:40,2025-03-18T21:20:40,delivered,1022.22,web,debit_card,economy,,67,67,,standard,PST,PST
164,81,2025-04-21 00:00:00,13:44:24,2025-04-21T13:44:24,delivered,2001.78,mobile_app,credit_card,express,,286,286,,medium,PST,PST
165,100,2025-01-10 00:00:00,17:43:59,2025-01-10T17:43:59,delivered,839.44,web,paypal,standard,SAVE20,33,793,,standard,PST,PST
166,23,2025-08-07 00:00:00,20:49:44,2025-08-07T20:49:44,delivered,103.55,mobile_web,debit_card,economy,,485,485,,standard,MST,MST
167,69,2024-10-12 00:00:00,12:08:21,2024-10-12T12:08:21,delivered,130.97,mobile_app,debit_card,economy,,259,259,,standard,EST,EST
168,96,2025-08-09 00:00:00,20:40:48,2025-08-09T20:40:48,delivered,42.86,web,credit_card,economy,,730,730,,standard,MST,MST
169,92,2025-07-29 00:00:00,17:56:44,2025-07-29T17:56:44,delivered,592.81,web,credit_card,economy,,56,56,,standard,EST,EST
170,20,2025-02-21 00:00:00,08:20:54,2025-02-21T08:20:54,delivered,54.25,mobile_app,credit_card,standard,,358,494,,standard,CST,CST
171,33,2024-10-12 00:00:00,13:42:30,2024-10-12T13:42:30,delivered,256.58,mobile_app,credit_card,standard,,364,585,,medium,EST,EST
172,7,2025-03-27 00:00:00,17:04:21,2025-03-27T17:04:21,shipped,133.18,mobile_app,credit_card,economy,,80,80,,standard,CST,CST
173,63,2025-08-23 00:00:00,19:01:38,2025-08-23T19:01:38,delivered,153.21,web,credit_card,express,,752,752,,standard,CST,CST
174,3,2025-02-28 00:00:00,16:28:24,2025-02-28T16:28:24,delivered,540.06,web,paypal,economy,,152,152,,standard,PST,PST
175,44,2024-09-09 00:00:00,14:32:40,2024-09-09T14:32:40,delivered,2556.75,api,credit_card,economy,,740,740,,standard,CST,CST
176,3,2025-06-11 00:00:00,17:47:14,2025-06-11T17:47:14,delivered,336.99,web,credit_card,standard,HOLIDAY15,593,593,,standard,CST,CST
177,80,2024-10-29 00:00:00,07:32:37,2024-10-29T07:32:37,delivered,219.87,mobile_web,paypal,economy,,171,171,,standard,EST,EST
178,94,2025-02-10 00:00:00,19:45:00,2025-02-10T19:45:00,delivered,152.8,web,apple_pay,economy,,979,979,,standard,EST,EST
179,85,2025-08-08 00:00:00,21:14:01,2025-08-08T21:14:01,shipped,733.91,mobile_app,credit_card,economy,,889,889,,standard,MST,MST
180,25,2025-05-16 00:00:00,21:39:48,2025-05-16T21:39:48,delivered,51.16,mobile_app,debit_card,express,,849,849,,standard,EST,EST
181,48,2024-11-02 00:00:00,18:57:07,2024-11-02T18:57:07,delivered,478.4,web,credit_card,standard,SAVE20,383,383,,standard,CST,CST
182,96,2024-10-03 00:00:00,10:19:15,2024-10-03T10:19:15,delivered,173.12,web,paypal,standard,,706,706,,standard,PST,PST
183,84,2025-03-05 00:00:00,18:47:27,2025-03-05T18:47:27,delivered,1158.34,web,paypal,express,,102,826,,medium,PST,PST
184,83,2025-07-04 00:00:00,06:48:15,2025-07-04T06:48:15,delivered,210.65,mobile_web,apple_pay,economy,HOLIDAY15,768,768,,standard,PST,PST
185,52,2024-12-15 00:00:00,10:39:05,2024-12-15T10:39:05,delivered,123.82,mobile_app,credit_card,economy,,34,34,,standard,EST,EST
186,24,2025-01-13 00:00:00,13:08:23,2025-01-13T13:08:23,delivered,428.58,mobile_web,credit_card,standard,,118,118,,standard,PST,PST
187,8,2025-05-04 00:00:00,15:31:18,2025-05-04T15:31:18,delivered,404.53,api,credit_card,standard,,423,661,,standard,PST,PST
188,60,2025-05-31 00:00:00,18:12:09,2025-05-31T18:12:09,delivered,43.77,mobile_app,apple_pay,express,FREESHIP,520,520,,medium,PST,PST
189,44,2025-02-05 00:00:00,17:24:13,2025-02-05T17:24:13,delivered,936.99,web,debit_card,economy,,425,425,,standard,PST,PST
190,10,2025-05-14 00:00:00,15:41:02,2025-05-14T15:41:02,returned,208.75,web,paypal,standard,,158,158,Please leave package at front door,medium,EST,EST
191,45,2024-10-05 00:00:00,13:15:59,2024-10-05T13:15:59,delivered,1139.68,web,credit_card,standard,,175,441,,standard,EST,EST
