product_id,sku,name,brand,category,subcategory,price,description,weight,dimensions,color,size,stock_quantity,rating,review_count,is_featured,is_digital,shipping_class
13,DIS7071A,Disney Fashion Doll,Disney,Toys,Dolls,47.89,Experience the difference with the Disney Fashion Doll. Premium materials and expert craftsmanship.,6.39,34x50x6 cm,Navy,One Size,130,0.0,0,False,False,Heavy
14,BRO6280B,Yoga Wheel,Brooks,Sports,Yoga,85.61,"Discover why the Yoga Wheel is a customer favorite. Reliable, stylish, and affordable.",5.74,47x29x12 cm,Silver,One Size,0,4.9,174,False,False,Heavy
15,TOO5526A,Foot Cream,Too Faced,Beauty,Body Care,23.08,The Foot Cream combines form and function for the perfect addition to your collection.,7.61,49x35x17 cm,Black,One Size,223,4.3,145,True,False,Heavy
16,MEL7971C,Melissa & Doug Candy Land,Melissa & Doug,Toys,Board Games,68.98,The Melissa & Doug Candy Land delivers exceptional value and quality. Perfect for everyday use.,3.22,39x49x7 cm,Navy,One Size,64,0.0,0,False,False,Standard
17,ADI1231B,Adidas Ski Socks - Green,Adidas,Sports,Winter Sports,247.61,"Discover why the Adidas Ski Socks - Green is a customer favorite. Reliable, stylish, and affordable.",1.12,5x41x11 cm,Purple,One Size,183,4.7,376,False,False,Heavy
18,MAY1878B,Maybelline Base Coat - Orange,Maybelline,Beauty,Nail Care,6.28,"Discover why the Maybelline Base Coat - Orange is a customer favorite. Reliable, stylish, and affordable.",6.1,44x19x18 cm,Gold,One Size,68,0.0,0,False,False,Heavy
19,INS4404B,Instant Pot Towel Set,Instant Pot,Home,Bath,50.73,High-quality bath from Instant Pot. Designed for durability and performance.,1.65,31x33x17 cm,Blue,One Size,0,4.3,161,False,False,Standard
20,NES4241D,Candles,Nespresso,Home,Decor,40.66,High-quality decor from Nespresso. Designed for durability and performance.,0.69,24x43x20 cm,Various,One Size,43,3.5,23,False,False,Light
21,URB8078C,Urban Decay Face Moisturizer,Urban Decay,Beauty,Men's Grooming,32.17,The Urban Decay Face Moisturizer combines form and function for the perfect addition to your collection.,5.91,6x48x10 cm,Beige,One Size,217,4.8,478,False,False,Heavy
22,STA9056A,Star Wars Walkie Talkies,Star Wars,Toys,Electronic,156.9,"Discover why the Star Wars Walkie Talkies is a customer favorite. Reliable, stylish, and affordable.",6.97,23x47x14 cm,Various,One Size,31,5.0,218,False,False,Heavy
23,TOO9431A,Body Wash,Too Faced,Beauty,Body Care,28.02,"Discover why the Body Wash is a customer favorite. Reliable, stylish, and affordable.",6.29,8x18x10 cm,Gold,One Size,53,4.6,368,False,False,Heavy
24,IKE7684A,Candles - Black,IKEA,Home,Decor,60.45,The Candles - Black delivers exceptional value and quality. Perfect for everyday use.,5.03,50x23x18 cm,Pink,One Size,34,3.6,20,False,False,Heavy
25,TOM2143C,Tommy Hilfiger Running Shorts (M),Tommy Hilfiger,Clothing,Activewear,81.81,Experience the difference with the Tommy Hilfiger Running Shorts (M). Premium materials and expert craftsmanship.,7.29,42x42x17 cm,Various,Small,134,3.7,5,False,False,Heavy
26,BRO4912D,Running Hat,Brooks,Sports,Running,65.87,"Discover why the Running Hat is a customer favorite. Reliable, stylish, and affordable.",3.92,47x46x6 cm,Black,One Size,16,3.5,65,False,False,Heavy
27,EST1251B,Estée Lauder Setting Powder,Estée Lauder,Beauty,Makeup,35.75,The Estée Lauder Setting Powder offers professional-quality makeup for everyday wear. Easy to apply and blend.,6.27,30x46x4 cm,Various,One Size,125,4.7,185,False,False,Heavy
28,NES4846C,Pantry Organizer - White,Nespresso,Home,Storage,199.54,High-quality storage from Nespresso. Designed for durability and performance.,4.49,49x24x2 cm,Beige,One Size,116,5.0,439,True,False,Standard
29,CRA3785B,Crate & Barrel Cutting Board,Crate & Barrel,Home,Kitchen,67.12,The Crate & Barrel Cutting Board combines form and function for the perfect addition to your collection.,1.52,34x45x10 cm,Orange,One Size,163,4.5,304,True,False,Standard
30,MAY5901D,Room Spray,Maybelline,Beauty,Fragrance,144.26,The Room Spray delivers exceptional value and quality. Perfect for everyday use.,3.88,27x41x11 cm,Various,One Size,103,4.8,104,False,False,Standard
31,MEL1803D,Melissa & Doug Trampoline,Melissa & Doug,Toys,Outdoor,128.27,The Melissa & Doug Trampoline delivers exceptional value and quality. Perfect for everyday use.,6.4,44x21x6 cm,Gold,One Size,63,3.7,50,False,True,Heavy
32,INS6352D,Dresser - Green,Instant Pot,Home,Furniture,181.73,The Dresser - Green combines form and function for the perfect addition to your collection.,5.07,22x15x10 cm,Various,One Size,143,4.3,113,False,False,Heavy
33,CLI4696D,Clinique Beauty Blender - Beige,Clinique,Beauty,Tools,29.12,The Clinique Beauty Blender - Beige combines form and function for the perfect addition to your collection.,1.32,28x48x10 cm,Silver,One Size,106,0.0,0,False,False,Standard
34,HOT6374B,Hot Wheels Monopoly,Hot Wheels,Toys,Board Games,105.96,High-quality board games from Hot Wheels. Designed for durability and performance.,1.48,7x24x17 cm,Blue,One Size,184,3.4,57,False,False,Standard
35,NES7797A,Nespresso Under Bed Storage,Nespresso,Home,Storage,170.06,Experience the difference with the Nespresso Under Bed Storage. Premium materials and expert craftsmanship.,2.25,33x20x13 cm,Orange,One Size,76,0.0,0,False,False,Standard
36,LEG8450A,LEGO Coding Robot,LEGO,Toys,Educational,134.08,The LEGO Coding Robot delivers exceptional value and quality. Perfect for everyday use.,7.89,18x9x19 cm,Blue,One Size,0,3.7,36,False,False,Heavy
37,UNI2801A,Blouse,Uniqlo,Clothing,Tops,23.57,The Blouse offers the perfect blend of comfort and style. Versatile design for any occasion.,0.62,31x38x5 cm,Purple,XXL,155,4.7,139,False,False,Light
38,SPA9543C,Swim Goggles,Spalding,Sports,Water Sports,128.06,"Discover why the Swim Goggles is a customer favorite. Reliable, stylish, and affordable.",6.89,36x50x16 cm,White,One Size,20,4.1,122,False,False,Heavy
39,RAL8048A,Ralph Lauren Running Shoes (Medium),Ralph Lauren,Clothing,Shoes,166.9,Experience comfort and style with the Ralph Lauren Running Shoes (Medium). Designed for the modern lifestyle.,7.24,18x32x16 cm,Various,Small,870,4.9,443,False,False,Heavy
40,TOO8770A,Too Faced Shaving Cream - Gold,Too Faced,Beauty,Men's Grooming,9.11,Experience the difference with the Too Faced Shaving Cream - Gold. Premium materials and expert craftsmanship.,8.14,40x8x20 cm,Various,One Size,321,0.0,0,False,False,Heavy
41,BIS5712C,Under Bed Storage,Bissell,Home,Storage,83.3,The Under Bed Storage delivers exceptional value and quality. Perfect for everyday use.,8.49,27x40x13 cm,Green,One Size,59,4.5,296,False,False,Heavy
42,SPA6062C,Spalding Kettlebell - Beige,Spalding,Sports,Fitness,83.18,High-quality fitness from Spalding. Designed for durability and performance.,1.5,45x6x4 cm,Blue,One Size,41,5.0,255,False,False,Heavy
43,UNI3549B,Sunglasses (XS),Uniqlo,Clothing,Accessories,40.18,"Discover why the Sunglasses (XS) is a customer favorite. Reliable, stylish, and affordable.",4.91,33x31x10 cm,Gray,One Size,283,4.3,189,False,False,Standard
44,WIL1897A,Wilson Yoga Towel - Brown,Wilson,Sports,Yoga,32.38,Experience the difference with the Wilson Yoga Towel - Brown. Premium materials and expert craftsmanship.,1.29,36x32x7 cm,Gray,One Size,40,3.4,42,False,False,Heavy
45,MAT8532A,Coding Robot - Black,Mattel,Toys,Educational,163.08,High-quality educational from Mattel. Designed for durability and performance.,9.67,15x44x16 cm,Various,One Size,111,4.2,123,False,False,Heavy
46,GOO6083C,Google Sennheiser HD 660S - Silver,Google,Electronics,Headphones,126.35,Enjoy your music like never before with the Google Sennheiser HD 660S - Silver. Premium audio experience for every listener.,2.02,27x27x6 cm,Red,One Size,0,3.6,72,False,False,Standard
47,ZAR6295C,Zara Joggers (Extra Large),Zara,Clothing,Bottoms,39.34,Experience the difference with the Zara Joggers (Extra Large). Premium materials and expert craftsmanship.,5.96,27x37x4 cm,Purple,XXL,652,4.8,457,False,False,Heavy
48,MIC1672D,Microsoft Nest Thermostat,Microsoft,Electronics,Smart Home,366.35,High-quality smart home from Microsoft. Designed for durability and performance.,4.56,26x50x4 cm,Red,One Size,159,4.2,58,True,False,Standard
49,WAY6543A,Knife Set - Beige,Wayfair,Home,Kitchen,400.94,"Discover why the Knife Set - Beige is a customer favorite. Reliable, stylish, and affordable.",2.91,47x43x6 cm,Brown,One Size,21,4.1,162,False,False,Standard
50,REV6381B,Revlon Aftershave - Beige,Revlon,Beauty,Men's Grooming,35.16,"Discover why the Revlon Aftershave - Beige is a customer favorite. Reliable, stylish, and affordable.",5.13,6x28x11 cm,Blue,One Size,180,4.1,43,False,False,Heavy
