order_id,user_id,order_date,order_time,order_datetime,status,total_amount,order_source,payment_method,shipping_method,promo_code,shipping_address_id,billing_address_id,customer_notes,order_priority,timezone,shipping_region
54,11,2025-07-16 00:00:00,08:35:36,2025-07-16T08:35:36,delivered,701.17,web,debit_card,standard,,937,937,,standard,EST,EST
55,85,2024-10-03 00:00:00,16:23:29,2024-10-03T16:23:29,delivered,372.38,mobile_web,credit_card,economy,,262,262,,standard,EST,EST
56,86,2024-09-12 00:00:00,16:51:35,2024-09-12T16:51:35,delivered,591.66,mobile_web,credit_card,express,,742,53,,standard,CST,CST
57,29,2024-09-29 00:00:00,17:08:39,2024-09-29T17:08:39,delivered,251.63,mobile_web,credit_card,express,,193,602,,medium,CST,CST
58,77,2024-11-19 00:00:00,18:56:05,2024-11-19T18:56:05,delivered,1615.51,web,credit_card,standard,,341,341,,standard,CST,CST
59,28,2025-08-20 00:00:00,22:04:19,2025-08-20T22:04:19,delivered,2959.79,mobile_app,apple_pay,standard,,765,491,,medium,EST,EST
60,91,2025-05-12 00:00:00,16:25:45,2025-05-12T16:25:45,delivered,325.84,mobile_web,credit_card,standard,,246,246,,standard,MST,MST
61,15,2025-02-23 00:00:00,13:46:30,2025-02-23T13:46:30,delivered,706.06,mobile_app,apple_pay,standard,,268,268,,medium,EST,EST
62,44,2025-07-15 00:00:00,18:33:26,2025-07-15T18:33:26,delivered,2003.9,web,credit_card,standard,,780,937,,standard,PST,PST
63,95,2024-10-24 00:00:00,12:49:26,2024-10-24T12:49:26,delivered,233.57,mobile_web,credit_card,standard,SAVE20,17,17,,standard,EST,EST
64,23,2024-10-09 00:00:00,15:52:36,2024-10-09T15:52:36,delivered,185.87,mobile_web,paypal,economy,,338,338,,standard,EST,EST
65,46,2025-08-21 00:00:00,09:04:08,2025-08-21T09:04:08,delivered,3884.51,mobile_app,debit_card,economy,,346,346,,standard,MST,MST
66,35,2025-07-30 00:00:00,06:20:41,2025-07-30T06:20:41,delivered,1346.05,mobile_app,credit_card,standard,,173,173,,standard,CST,CST
67,3,2025-07-23 00:00:00,21:04:28,2025-07-23T21:04:28,delivered,2774.04,web,credit_card,standard,,911,911,,standard,EST,EST
68,6,2025-07-15 00:00:00,19:29:43,2025-07-15T19:29:43,delivered,851.65,mobile_app,credit_card,standard,WELCOME10,685,685,,high,PST,PST
69,51,2025-01-10 00:00:00,17:33:22,2025-01-10T17:33:22,returned,1386.61,mobile_app,debit_card,standard,SUMMER25,725,725,,standard,MST,MST
70,24,2024-10-21 00:00:00,14:08:56,2024-10-21T14:08:56,delivered,6525.24,web,credit_card,standard,SUMMER25,632,676,,medium,PST,PST
71,100,2024-09-20 00:00:00,11:53:49,2024-09-20T11:53:49,shipped,653.33,mobile_web,credit_card,express,,740,740,Fragile - handle with care,medium,Other,Other
72,38,2025-09-04 00:00:00,11:35:40,2025-09-04T11:35:40,shipped,308.97,mobile_web,debit_card,economy,SUMMER25,826,184,,standard,EST,EST
73,3,2025-03-02 00:00:00,12:37:11,2025-03-02T12:37:11,delivered,535.14,web,paypal,express,SAVE20,259,274,,medium,EST,EST
74,94,2024-09-23 00:00:00,16:49:08,2024-09-23T16:49:08,delivered,869.42,web,credit_card,standard,,250,232,,standard,MST,MST
75,84,2024-11-08 00:00:00,17:27:32,2024-11-08T17:27:32,delivered,119.05,mobile_app,credit_card,economy,SUMMER25,96,96,,standard,EST,EST
76,65,2025-08-28 00:00:00,17:58:55,2025-08-28T17:58:55,delivered,99.88,web,apple_pay,economy,,85,85,,standard,CST,CST
77,80,2025-04-14 00:00:00,13:03:53,2025-04-14T13:03:53,delivered,1498.74,mobile_app,credit_card,economy,,98,942,,standard,EST,EST
78,14,2025-02-19 00:00:00,21:07:33,2025-02-19T21:07:33,returned,226.53,api,credit_card,standard,,909,909,,standard,CST,CST
79,29,2025-07-20 00:00:00,18:09:19,2025-07-20T18:09:19,delivered,253.33,mobile_app,credit_card,standard,,557,557,,standard,EST,EST
80,83,2025-06-12 00:00:00,16:10:10,2025-06-12T16:10:10,returned,487.75,mobile_web,credit_card,economy,,985,985,,standard,CST,CST
81,70,2025-02-04 00:00:00,16:20:59,2025-02-04T16:20:59,delivered,20.46,web,paypal,economy,,307,307,,standard,CST,CST
82,14,2025-03-15 00:00:00,14:45:14,2025-03-15T14:45:14,delivered,806.91,web,credit_card,express,,340,340,,medium,PST,PST
83,71,2024-09-15 00:00:00,12:22:33,2024-09-15T12:22:33,delivered,4271.46,mobile_web,credit_card,economy,,764,55,,standard,MST,MST
84,45,2025-01-30 00:00:00,14:57:18,2025-01-30T14:57:18,delivered,379.87,web,credit_card,standard,NEWUSER,978,978,,standard,EST,EST
85,1,2025-05-27 00:00:00,18:54:05,2025-05-27T18:54:05,delivered,76.7,mobile_app,credit_card,express,,462,462,,medium,PST,PST
86,8,2025-02-16 00:00:00,20:16:12,2025-02-16T20:16:12,delivered,1243.07,web,credit_card,economy,,677,677,,standard,MST,MST
87,26,2024-11-10 00:00:00,10:35:17,2024-11-10T10:35:17,delivered,389.16,mobile_web,paypal,standard,,275,275,,standard,MST,MST
88,84,2025-01-19 00:00:00,14:08:40,2025-01-19T14:08:40,delivered,32.67,web,credit_card,standard,,110,110,,standard,EST,EST
89,55,2024-11-26 00:00:00,07:39:34,2024-11-26T07:39:34,delivered,73.41,web,credit_card,economy,,90,90,,standard,CST,CST
90,73,2025-08-22 00:00:00,19:05:32,2025-08-22T19:05:32,delivered,233.42,mobile_web,credit_card,economy,,568,568,Leave in mailbox,standard,CST,CST
91,53,2024-11-15 00:00:00,17:41:10,2024-11-15T17:41:10,delivered,2682.75,web,paypal,standard,,398,398,,medium,CST,CST
92,12,2024-12-19 00:00:00,15:37:37,2024-12-19T15:37:37,delivered,277.7,web,paypal,standard,,534,534,,standard,PST,PST
93,29,2024-12-21 00:00:00,20:09:10,2024-12-21T20:09:10,delivered,87.53,mobile_app,paypal,standard,,65,65,,standard,CST,CST
94,31,2025-02-24 00:00:00,15:39:46,2025-02-24T15:39:46,delivered,175.67,web,debit_card,standard,,967,967,,standard,EST,EST
95,5,2025-08-13 00:00:00,15:57:38,2025-08-13T15:57:38,delivered,2557.61,mobile_web,apple_pay,economy,,312,312,,standard,EST,EST
96,42,2024-10-31 00:00:00,11:21:53,2024-10-31T11:21:53,delivered,527.65,web,credit_card,standard,,451,451,,standard,MST,MST
97,80,2024-09-17 00:00:00,15:59:36,2024-09-17T15:59:36,delivered,29.29,mobile_web,credit_card,economy,,329,329,,standard,EST,EST
98,46,2025-04-30 00:00:00,14:02:52,2025-04-30T14:02:52,delivered,221.16,mobile_web,debit_card,express,,327,327,,standard,EST,EST
99,12,2025-05-02 00:00:00,17:55:01,2025-05-02T17:55:01,delivered,1410.34,mobile_web,credit_card,standard,,386,386,,standard,CST,CST
100,91,2025-05-01 00:00:00,17:05:02,2025-05-01T17:05:02,delivered,377.01,web,credit_card,express,,559,559,,standard,EST,EST
101,60,2024-12-08 00:00:00,19:41:49,2024-12-08T19:41:49,delivered,784.67,web,credit_card,economy,,215,215,,standard,MST,MST
102,2,2025-05-13 00:00:00,14:16:41,2025-05-13T14:16:41,delivered,302.49,web,debit_card,standard,,419,419,,standard,MST,MST
103,52,2024-12-27 00:00:00,17:13:49,2024-12-27T17:13:49,delivered,146.7,web,credit_card,express,,434,434,,high,CST,CST
104,25,2025-03-16 00:00:00,15:36:26,2025-03-16T15:36:26,delivered,1040.89,web,credit_card,standard,,519,891,,high,EST,EST
105,15,2025-02-11 00:00:00,19:39:40,2025-02-11T19:39:40,delivered,441.76,web,debit_card,economy,,917,609,,standard,MST,MST
106,43,2025-08-12 00:00:00,17:01:31,2025-08-12T17:01:31,delivered,484.69,web,paypal,express,,364,364,,standard,EST,EST
107,62,2025-04-05 00:00:00,11:56:40,2025-04-05T11:56:40,delivered,1326.13,mobile_app,credit_card,economy,,991,991,,standard,PST,PST
108,25,2025-03-09 00:00:00,20:34:18,2025-03-09T20:34:18,delivered,855.9,web,credit_card,economy,FREESHIP,765,765,,standard,PST,PST
109,42,2024-09-27 00:00:00,17:19:30,2024-09-27T17:19:30,delivered,795.39,mobile_app,paypal,express,,791,791,,standard,MST,MST
110,67,2024-10-08 00:00:00,06:15:51,2024-10-08T06:15:51,delivered,6496.52,mobile_web,credit_card,standard,,303,303,,standard,PST,PST
111,9,2024-12-21 00:00:00,16:51:43,2024-12-21T16:51:43,delivered,59.67,web,debit_card,standard,,320,320,,standard,EST,EST
112,98,2025-01-30 00:00:00,21:25:19,2025-01-30T21:25:19,delivered,94.57,mobile_app,apple_pay,standard,,740,740,,standard,PST,PST
113,7,2024-10-27 00:00:00,16:29:04,2024-10-27T16:29:04,delivered,1038.44,mobile_app,apple_pay,standard,,870,870,,medium,EST,EST
114,53,2025-02-13 00:00:00,14:44:03,2025-02-13T14:44:03,delivered,1034.42,mobile_web,credit_card,economy,,529,529,,standard,EST,EST
115,51,2024-11-20 00:00:00,17:10:28,2024-11-20T17:10:28,delivered,923.13,mobile_app,credit_card,standard,,415,415,,standard,EST,EST
116,99,2025-05-11 00:00:00,15:26:30,2025-05-11T15:26:30,delivered,2637.41,web,credit_card,standard,,905,905,,medium,PST,PST
117,56,2025-08-13 00:00:00,16:29:13,2025-08-13T16:29:13,delivered,274.46,mobile_app,credit_card,standard,,771,771,,standard,PST,PST
118,40,2025-07-10 00:00:00,21:21:38,2025-07-10T21:21:38,delivered,209.26,web,apple_pay,standard,,375,375,,standard,Other,Other
119,48,2025-03-27 00:00:00,14:09:20,2025-03-27T14:09:20,delivered,1837.45,web,paypal,standard,,655,655,,medium,CST,CST
120,64,2024-12-09 00:00:00,21:55:45,2024-12-09T21:55:45,delivered,483.17,mobile_app,credit_card,standard,FREESHIP,633,633,,standard,EST,EST
121,99,2025-05-06 00:00:00,20:20:46,2025-05-06T20:20:46,delivered,1180.9,web,credit_card,express,,689,689,,medium,EST,EST
122,26,2025-07-12 00:00:00,11:55:22,2025-07-12T11:55:22,delivered,2255.79,web,credit_card,economy,,524,524,,standard,EST,EST
123,2,2025-04-03 00:00:00,08:25:08,2025-04-03T08:25:08,delivered,224.69,mobile_web,paypal,standard,,551,551,,standard,CST,CST
124,79,2025-07-09 00:00:00,09:48:23,2025-07-09T09:48:23,delivered,537.0,mobile_web,debit_card,economy,,144,144,,standard,Other,Other
125,35,2024-09-11 00:00:00,05:32:35,2024-09-11T05:32:35,delivered,1340.67,web,apple_pay,express,,497,497,,standard,MST,MST
126,74,2025-01-30 00:00:00,09:06:20,2025-01-30T09:06:20,delivered,687.79,mobile_app,credit_card,economy,,702,702,,standard,PST,PST
127,63,2025-07-04 00:00:00,17:15:29,2025-07-04T17:15:29,delivered,657.0,web,credit_card,standard,,815,815,,standard,PST,PST
128,78,2025-06-08 00:00:00,17:07:17,2025-06-08T17:07:17,delivered,638.64,mobile_web,paypal,express,,469,469,,medium,PST,PST
129,74,2025-01-21 00:00:00,13:15:09,2025-01-21T13:15:09,delivered,119.22,web,credit_card,economy,,275,275,,standard,CST,CST
130,34,2025-03-09 00:00:00,19:06:03,2025-03-09T19:06:03,delivered,305.0,mobile_app,paypal,standard,,560,560,Gift message: Happy Birthday!,standard,PST,PST
131,5,2025-04-03 00:00:00,06:18:24,2025-04-03T06:18:24,delivered,1000.24,mobile_web,debit_card,economy,,896,461,,standard,EST,EST
132,55,2025-07-04 00:00:00,19:55:39,2025-07-04T19:55:39,delivered,253.33,web,debit_card,economy,WELCOME10,243,243,,standard,EST,EST
133,82,2025-03-11 00:00:00,13:26:15,2025-03-11T13:26:15,delivered,376.84,web,debit_card,economy,,439,439,,standard,PST,PST
134,18,2025-01-15 00:00:00,10:55:57,2025-01-15T10:55:57,delivered,371.49,mobile_app,paypal,express,,360,360,,high,MST,MST
135,78,2025-08-24 00:00:00,17:10:52,2025-08-24T17:10:52,delivered,302.5,mobile_app,credit_card,standard,,587,587,,standard,PST,PST
136,47,2025-04-11 00:00:00,17:20:59,2025-04-11T17:20:59,delivered,894.33,mobile_app,debit_card,express,,986,986,,standard,MST,MST
137,70,2025-03-18 00:00:00,19:36:46,2025-03-18T19:36:46,delivered,534.35,mobile_web,credit_card,express,,719,256,,standard,PST,PST
138,64,2025-01-06 00:00:00,18:20:12,2025-01-06T18:20:12,delivered,143.22,web,credit_card,standard,,403,403,,standard,EST,EST
139,82,2025-02-01 00:00:00,18:48:10,2025-02-01T18:48:10,delivered,1354.88,mobile_web,paypal,standard,,649,649,,standard,EST,EST
140,7,2024-12-18 00:00:00,13:31:32,2024-12-18T13:31:32,delivered,963.39,web,debit_card,standard,,899,899,,standard,MST,MST
141,78,2024-11-12 00:00:00,11:29:31,2024-11-12T11:29:31,delivered,154.96,mobile_app,paypal,economy,SUMMER25,996,996,,standard,PST,PST
142,46,2024-09-14 00:00:00,18:56:19,2024-09-14T18:56:19,delivered,233.43,mobile_app,debit_card,standard,NEWUSER,992,992,,standard,EST,EST
143,30,2025-01-05 00:00:00,18:31:01,2025-01-05T18:31:01,delivered,40.43,mobile_web,debit_card,standard,,592,592,,standard,EST,EST
144,5,2025-04-23 00:00:00,22:05:25,2025-04-23T22:05:25,delivered,932.73,mobile_app,credit_card,express,,48,48,,standard,EST,EST
145,20,2024-11-28 00:00:00,14:32:29,2024-11-28T14:32:29,delivered,140.24,mobile_web,apple_pay,standard,SAVE20,1,439,,standard,MST,MST
146,5,2024-09-15 00:00:00,14:15:13,2024-09-15T14:15:13,delivered,1023.72,web,paypal,standard,SUMMER25,896,281,,medium,EST,EST
147,94,2025-08-17 00:00:00,18:37:22,2025-08-17T18:37:22,delivered,34.36,api,credit_card,economy,SUMMER25,170,170,,standard,EST,EST
148,52,2025-07-15 00:00:00,13:03:03,2025-07-15T13:03:03,delivered,693.96,mobile_web,credit_card,economy,,94,94,,standard,MST,MST
149,99,2025-07-03 00:00:00,20:18:31,2025-07-03T20:18:31,returned,3264.77,web,apple_pay,standard,,232,232,,standard,CST,CST
150,55,2024-12-22 00:00:00,19:38:56,2024-12-22T19:38:56,shipped,184.8,mobile_web,credit_card,express,,881,881,,medium,Other,Other
151,26,2024-09-26 00:00:00,15:53:41,2024-09-26T15:53:41,delivered,2047.71,web,paypal,economy,,105,105,,standard,EST,EST
152,76,2025-07-15 00:00:00,18:43:30,2025-07-15T18:43:30,delivered,30.96,web,paypal,economy,,896,896,,standard,Other,Other
153,20,2025-03-06 00:00:00,18:18:34,2025-03-06T18:18:34,delivered,56.38,web,apple_pay,standard,,451,451,Leave with neighbor if not home,medium,PST,PST
154,36,2025-03-28 00:00:00,09:00:54,2025-03-28T09:00:54,delivered,1059.62,mobile_web,credit_card,standard,,454,89,,standard,PST,PST
155,79,2025-01-20 00:00:00,20:06:27,2025-01-20T20:06:27,delivered,258.8,mobile_app,paypal,standard,SUMMER25,987,987,,medium,EST,EST
156,87,2025-06-28 00:00:00,15:08:56,2025-06-28T15:08:56,delivered,170.45,web,credit_card,economy,,616,616,,standard,EST,EST
157,34,2025-04-18 00:00:00,19:16:46,2025-04-18T19:16:46,delivered,1863.38,mobile_app,credit_card,standard,,675,211,,medium,EST,EST
158,13,2024-12-03 00:00:00,13:23:48,2024-12-03T13:23:48,delivered,216.57,mobile_app,debit_card,economy,,56,56,,standard,MST,MST
159,37,2024-11-04 00:00:00,20:25:23,2024-11-04T20:25:23,delivered,101.81,mobile_web,paypal,economy,,654,654,,standard,CST,CST
160,89,2024-10-12 00:00:00,14:02:25,2024-10-12T14:02:25,delivered,9233.19,web,debit_card,standard,,136,136,,standard,CST,CST
161,96,2024-12-09 00:00:00,03:03:36,2024-12-09T03:03:36,delivered,638.82,web,credit_card,economy,,483,789,,standard,EST,EST
162,57,2025-05-17 00:00:00,20:35:12,2025-05-17T20:35:12,delivered,171.1,web,debit_card,economy,SAVE20,972,972,Please leave package at front door,standard,PST,PST
163,50,2024-12-06 00:00:00,09:23:35,2024-12-06T09:23:35,delivered,979.14,web,credit_card,economy,,719,719,,standard,MST,MST
164,44,2024-12-16 00:00:00,13:18:04,2024-12-16T13:18:04,delivered,784.72,mobile_app,debit_card,standard,,81,81,,standard,MST,MST
165,24,2025-03-30 00:00:00,21:24:32,2025-03-30T21:24:32,delivered,37.92,mobile_web,credit_card,standard,,650,650,,standard,EST,EST
166,64,2025-07-18 00:00:00,21:28:48,2025-07-18T21:28:48,delivered,513.06,mobile_web,credit_card,standard,,977,60,,medium,CST,CST
167,89,2025-07-08 00:00:00,16:35:17,2025-07-08T16:35:17,delivered,765.72,mobile_app,credit_card,standard,NEWUSER,317,317,,standard,EST,EST
168,95,2025-08-26 00:00:00,17:52:39,2025-08-26T17:52:39,delivered,2205.24,web,apple_pay,economy,SAVE20,168,168,,standard,EST,EST
169,48,2025-06-17 00:00:00,15:43:39,2025-06-17T15:43:39,delivered,1144.96,mobile_web,debit_card,standard,,381,381,,standard,CST,CST
170,67,2024-09-25 00:00:00,13:07:08,2024-09-25T13:07:08,delivered,1015.89,mobile_app,credit_card,economy,,31,31,,standard,EST,EST
171,35,2025-06-27 00:00:00,13:06:25,2025-06-27T13:06:25,delivered,249.97,web,credit_card,economy,,643,643,,standard,PST,PST
172,11,2024-11-28 00:00:00,17:23:50,2024-11-28T17:23:50,delivered,202.75,mobile_app,credit_card,economy,,377,377,,standard,Other,Other
173,55,2025-04-15 00:00:00,18:21:35,2025-04-15T18:21:35,delivered,795.95,web,apple_pay,standard,,759,759,,medium,CST,CST
174,94,2025-07-29 00:00:00,18:23:48,2025-07-29T18:23:48,returned,1049.04,mobile_app,apple_pay,standard,,484,484,,medium,EST,EST
175,56,2025-07-10 00:00:00,18:09:12,2025-07-10T18:09:12,delivered,849.75,mobile_app,apple_pay,economy,,230,230,Deliver to back door,standard,MST,MST
176,78,2025-02-01 00:00:00,16:38:32,2025-02-01T16:38:32,delivered,66.02,mobile_app,debit_card,standard,,382,382,,standard,EST,EST
177,100,2025-01-19 00:00:00,15:32:02,2025-01-19T15:32:02,delivered,795.98,web,apple_pay,standard,,48,71,,standard,PST,PST
178,70,2025-09-02 00:00:00,08:02:02,2025-09-02T08:02:02,delivered,421.91,mobile_app,credit_card,standard,,319,319,,standard,CST,CST
179,38,2025-07-26 00:00:00,16:08:45,2025-07-26T16:08:45,shipped,897.75,mobile_app,credit_card,economy,,312,312,,standard,Other,Other
180,42,2025-07-29 00:00:00,15:21:51,2025-07-29T15:21:51,delivered,1513.95,web,paypal,economy,,795,795,,standard,Other,Other
181,14,2024-11-10 00:00:00,20:30:33,2024-11-10T20:30:33,delivered,22.83,mobile_app,credit_card,express,,25,25,Deliver to back door,medium,EST,EST
182,87,2024-11-11 00:00:00,14:29:09,2024-11-11T14:29:09,delivered,73.41,mobile_app,credit_card,standard,,2,2,,standard,MST,MST
183,81,2024-12-04 00:00:00,10:38:57,2024-12-04T10:38:57,delivered,3256.33,mobile_app,credit_card,economy,,244,244,,standard,EST,EST
184,82,2025-04-22 00:00:00,10:32:08,2025-04-22T10:32:08,delivered,717.16,mobile_app,paypal,standard,FREESHIP,944,944,,standard,CST,CST
185,40,2025-01-05 00:00:00,18:20:59,2025-01-05T18:20:59,delivered,835.83,mobile_web,credit_card,express,,766,766,,medium,EST,EST
186,58,2025-07-14 00:00:00,17:39:20,2025-07-14T17:39:20,delivered,122.23,web,credit_card,standard,,582,582,,standard,CST,CST
187,88,2025-06-17 00:00:00,09:10:25,2025-06-17T09:10:25,delivered,3405.18,mobile_web,credit_card,economy,,949,718,,standard,EST,EST
188,22,2025-06-01 00:00:00,23:39:47,2025-06-01T23:39:47,delivered,1114.04,web,credit_card,standard,,967,967,,standard,CST,CST
189,99,2025-01-21 00:00:00,17:19:37,2025-01-21T17:19:37,delivered,925.62,mobile_app,credit_card,standard,,478,478,,standard,EST,EST
190,45,2025-08-24 00:00:00,23:21:32,2025-08-24T23:21:32,delivered,1305.84,mobile_app,apple_pay,standard,,475,475,,standard,MST,MST
