order_id,product_id,quantity,unit_price,total_price,discount_amount,discount_rate,tax_amount,tax_rate,shipping_cost,product_variant,is_gift_wrapped,is_bulk_order,cross_sell_item
68,12,4,77.74,281.67,62.2,0.2,19.9,0.08,12.99,Standard,False,False,False
68,39,1,166.9,193.24,0.0,0.0,13.35,0.08,12.99,Standard,False,False,False
68,24,1,60.45,78.28,0.0,0.0,4.84,0.08,12.99,Standard,False,False,False
68,42,1,83.18,101.81,0.0,0.0,6.65,0.08,11.98,Standard,False,False,False
68,35,1,170.06,196.65,0.0,0.0,13.6,0.08,12.99,Standard,False,False,False
69,31,7,96.2,545.47,168.35,0.25,40.41,0.08,0.0,Standard,False,False,False
69,9,5,130.22,548.8,162.77,0.25,39.06,0.08,21.43,Standard,True,False,False
69,28,1,169.61,168.69,25.44,0.15,11.53,0.08,12.99,Standard,False,False,False
69,50,8,21.1,123.65,67.51,0.4,8.1,0.08,14.29,Standard,False,False,False
70,2,61,113.85,6010.63,1388.95,0.2,444.46,0.08,10.39,Standard,False,True,False
70,9,1,173.62,206.99,0.0,0.0,13.89,0.08,19.48,Standard,False,False,False
70,8,1,38.17,48.03,5.73,0.15,2.6,0.08,12.99,Standard,False,False,False
70,38,1,128.06,157.78,0.0,0.0,10.24,0.08,19.48,Standard,False,False,False
70,42,1,83.18,101.81,0.0,0.0,6.65,0.08,11.98,Standard,False,False,False
71,27,18,28.6,461.68,102.96,0.2,32.95,0.08,16.89,Standard,False,True,False
71,42,2,83.18,191.65,0.0,0.0,13.31,0.08,11.98,Standard,False,False,False
72,28,1,199.54,228.49,0.0,0.0,15.96,0.08,12.99,Standard,False,False,False
72,29,1,67.12,80.48,0.0,0.0,5.37,0.08,7.99,Standard,False,False,False
73,15,1,21.93,35.49,1.1,0.05,1.67,0.08,12.99,Standard,False,False,False
73,29,1,63.76,73.41,3.19,0.05,4.85,0.08,7.99,Standard,False,False,False
73,35,4,127.54,426.24,127.54,0.25,30.61,0.08,12.99,Standard,False,False,False
74,30,4,108.2,363.54,108.2,0.25,25.97,0.08,12.99,Standard,False,False,False
74,39,3,125.18,317.17,93.88,0.25,22.53,0.08,12.99,Standard,False,False,False
74,9,1,164.94,188.71,8.25,0.05,12.54,0.08,19.48,Standard,False,False,False
75,1,2,49.1,119.05,0.0,0.0,7.86,0.08,12.99,Standard,False,False,False
76,37,4,22.39,99.88,4.48,0.05,6.81,0.08,7.99,Standard,False,False,False
77,6,2,121.19,274.76,0.0,0.0,19.39,0.08,12.99,Standard,False,False,False
77,22,1,156.9,182.44,0.0,0.0,12.55,0.08,12.99,Standard,False,False,False
77,41,1,70.8,77.99,10.62,0.15,4.81,0.08,12.99,Standard,False,False,False
77,10,10,110.32,963.55,220.64,0.2,70.6,0.08,10.39,Standard,False,True,False
78,37,1,23.57,33.45,0.0,0.0,1.89,0.08,7.99,Standard,False,False,False
78,29,2,57.05,112.74,17.12,0.15,7.76,0.08,7.99,Standard,False,False,False
78,43,2,35.4,80.34,8.43,0.119,4.99,0.08,12.99,Standard,False,False,True
79,17,1,235.23,253.33,11.76,0.05,17.88,0.08,11.98,Standard,False,False,False
80,28,1,199.54,228.49,0.0,0.0,15.96,0.08,12.99,Standard,False,False,False
80,1,1,49.1,66.02,0.0,0.0,3.93,0.08,12.99,Standard,False,False,False
80,39,1,166.9,193.24,0.0,0.0,13.35,0.08,12.99,Standard,False,False,False
81,37,1,16.5,20.46,4.95,0.3,0.92,0.08,7.99,Standard,False,False,False
82,48,2,366.35,806.91,0.0,0.0,58.62,0.08,15.59,Standard,False,False,False
83,17,28,185.71,4227.43,1299.95,0.25,311.99,0.08,15.58,Standard,False,True,False
83,8,1,35.93,44.03,7.19,0.2,2.3,0.08,12.99,Standard,False,False,False
84,44,14,25.9,328.91,72.53,0.2,23.21,0.08,15.58,Standard,False,True,False
84,50,1,35.16,50.96,0.0,0.0,2.81,0.08,12.99,Standard,False,False,False
85,23,1,28.02,43.25,0.0,0.0,2.24,0.08,12.99,Standard,False,False,False
85,37,1,23.57,33.45,0.0,0.0,1.89,0.08,7.99,Standard,False,False,False
86,29,3,57.05,165.11,25.67,0.15,11.64,0.08,7.99,Standard,False,False,False
86,49,3,339.14,942.44,156.82,0.154,68.85,0.08,12.99,Standard,False,False,True
86,18,1,5.65,18.48,0.57,0.1,0.41,0.08,12.99,Standard,False,False,False
86,21,7,20.91,117.04,51.23,0.35,7.61,0.08,14.29,Standard,False,False,False
87,1,4,36.83,132.3,36.83,0.25,8.84,0.08,12.99,Standard,False,False,False
87,39,1,149.77,158.15,15.37,0.103,10.75,0.08,12.99,Standard,False,False,True
87,29,1,53.7,54.38,10.74,0.2,3.44,0.08,7.99,Standard,False,False,False
87,43,1,34.14,44.33,5.13,0.15,2.32,0.08,12.99,Standard,False,False,True
88,40,2,9.11,32.67,0.0,0.0,1.46,0.08,12.99,Standard,False,False,False
89,29,1,63.76,73.41,3.19,0.05,4.85,0.08,7.99,Standard,False,False,False
90,31,1,128.27,138.53,0.0,0.0,10.26,0.08,0.0,Standard,False,False,False
90,4,1,69.82,94.89,0.0,0.0,5.59,0.08,19.48,Standard,False,False,False
91,28,16,139.68,1706.44,670.45,0.3,125.15,0.08,16.89,Standard,False,True,False
91,29,25,46.98,898.39,352.38,0.3,65.78,0.08,10.39,Standard,False,True,False
91,31,1,96.2,77.92,24.05,0.25,5.77,0.08,0.0,Standard,False,False,False
92,41,1,58.31,57.07,17.49,0.3,3.27,0.08,12.99,Standard,False,False,False
92,13,10,23.94,146.19,119.72,0.5,9.58,0.08,16.89,Standard,False,True,False
92,40,1,7.74,20.1,1.16,0.15,0.53,0.08,12.99,Standard,False,False,False
92,26,1,46.11,54.34,13.83,0.3,2.58,0.08,19.48,Standard,False,False,False
93,4,1,66.33,87.53,3.32,0.05,5.04,0.08,19.48,Standard,False,False,False
94,39,1,158.56,175.67,7.93,0.05,12.05,0.08,12.99,Standard,False,False,False
95,39,1,141.86,143.22,21.28,0.15,9.65,0.08,12.99,Standard,False,False,False
95,43,1,34.32,44.65,5.01,0.146,2.35,0.08,12.99,Standard,False,False,True
95,26,78,42.82,2369.74,1168.86,0.35,173.66,0.08,25.33,Standard,False,True,False
96,8,4,42.66,188.09,8.53,0.05,12.97,0.08,12.99,Standard,False,False,False
96,17,1,247.61,279.4,0.0,0.0,19.81,0.08,11.98,Standard,False,False,False
96,24,1,51.38,60.16,7.71,0.15,3.49,0.08,12.99,Standard,False,False,False
97,11,1,15.09,29.29,0.0,0.0,1.21,0.08,12.99,Standard,False,False,False
98,37,1,22.39,30.96,1.12,0.05,1.7,0.08,7.99,Standard,False,False,False
98,43,2,34.04,75.3,10.4,0.153,4.62,0.08,12.99,Standard,False,False,True
98,47,3,35.18,114.9,11.17,0.106,7.55,0.08,12.99,Standard,False,False,True
99,48,1,311.4,301.45,46.71,0.15,21.18,0.08,15.59,Standard,False,False,False
99,29,3,53.7,147.17,32.22,0.2,10.31,0.08,7.99,Standard,False,False,False
99,21,2,22.52,47.04,13.51,0.3,2.52,0.08,12.99,Standard,False,False,False
99,30,2,122.62,238.12,36.79,0.15,16.68,0.08,12.99,Standard,False,False,False
99,39,4,133.52,474.44,106.82,0.2,34.18,0.08,12.99,Standard,False,False,False
99,6,2,103.01,202.12,30.9,0.15,14.01,0.08,12.99,Standard,True,False,False
100,42,5,74.86,377.01,37.43,0.1,26.95,0.08,13.18,Standard,False,False,False
101,29,1,67.12,80.48,0.0,0.0,5.37,0.08,7.99,Standard,False,False,False
101,49,2,358.19,704.19,76.38,0.107,51.2,0.08,12.99,Standard,False,False,True
102,9,1,121.53,111.36,36.46,0.3,6.81,0.08,19.48,Standard,True,False,False
102,21,18,16.08,173.24,144.77,0.5,11.58,0.08,16.89,Standard,False,True,False
102,18,1,5.34,17.89,0.8,0.15,0.36,0.08,12.99,Standard,False,False,False
103,2,1,135.19,146.7,6.76,0.05,10.27,0.08,7.99,Standard,False,False,False
104,15,6,20.77,135.43,12.46,0.1,8.97,0.08,14.29,Standard,False,False,False
104,28,1,199.54,228.49,0.0,0.0,15.96,0.08,12.99,Standard,False,False,False
104,16,6,51.74,265.72,77.6,0.25,18.62,0.08,14.29,Standard,False,False,False
104,48,1,366.35,411.25,0.0,0.0,29.31,0.08,15.59,Standard,False,False,False
105,23,4,22.42,90.46,17.93,0.2,5.74,0.08,12.99,Standard,False,False,False
105,44,15,25.9,351.3,77.71,0.2,24.87,0.08,15.58,Standard,True,True,False
106,9,1,173.62,206.99,0.0,0.0,13.89,0.08,19.48,Standard,False,False,False
106,41,1,70.8,77.99,10.62,0.15,4.81,0.08,12.99,Standard,False,False,False
106,25,1,69.54,76.83,10.43,0.15,4.73,0.08,12.99,Standard,False,False,False
106,27,5,26.81,122.88,33.52,0.25,8.04,0.08,14.29,Standard,False,False,False
107,5,9,150.59,1326.13,135.53,0.1,97.58,0.08,8.79,Standard,False,False,False
108,27,1,35.75,51.6,0.0,0.0,2.86,0.08,12.99,Standard,False,False,False
108,33,3,23.89,71.48,12.88,0.18,4.7,0.08,7.99,Standard,False,False,True
108,22,10,101.99,732.82,356.95,0.35,53.03,0.08,16.89,Standard,False,True,False
109,38,1,128.06,157.78,0.0,0.0,10.24,0.08,19.48,Standard,False,False,False
109,9,1,173.62,206.99,0.0,0.0,13.89,0.08,19.48,Standard,False,False,False
109,29,1,67.12,80.48,0.0,0.0,5.37,0.08,7.99,Standard,False,False,False
109,7,1,360.2,350.14,54.03,0.15,24.49,0.08,19.48,Standard,False,False,False
110,31,1,109.03,100.09,16.35,0.15,7.41,0.08,0.0,Standard,False,False,False
110,48,3,348.03,1086.83,52.2,0.05,79.35,0.08,15.59,Standard,False,False,False
110,4,1,69.82,94.89,0.0,0.0,5.59,0.08,19.48,Standard,False,False,False
110,5,45,133.86,5214.71,1204.7,0.2,385.51,0.08,10.39,Standard,False,True,False
111,13,1,45.5,59.67,2.27,0.05,3.46,0.08,12.99,Standard,False,False,False
112,47,3,31.47,94.57,18.88,0.2,6.04,0.08,12.99,Standard,False,False,False
113,15,97,15.0,1038.44,509.32,0.35,75.67,0.08,16.89,Standard,False,True,False
114,23,5,22.42,111.13,22.42,0.2,7.17,0.08,14.29,Standard,False,False,False
114,39,1,150.21,158.99,15.02,0.1,10.82,0.08,12.99,Standard,False,False,False
114,4,20,48.87,764.3,293.24,0.3,54.74,0.08,25.33,Standard,False,True,False
115,2,2,120.96,230.08,36.29,0.15,16.45,0.08,7.99,Standard,False,False,False
115,5,6,125.49,618.67,188.24,0.25,45.18,0.08,8.79,Standard,False,False,False
115,47,2,33.44,74.38,10.03,0.15,4.55,0.08,12.99,Standard,False,False,False
116,28,19,159.63,2637.41,606.6,0.2,194.11,0.08,16.89,Standard,False,True,False
117,17,1,185.71,162.4,46.43,0.25,11.14,0.08,11.98,Standard,False,False,False
117,45,1,122.31,112.06,30.58,0.25,7.34,0.08,12.99,Standard,False,False,False
118,32,1,181.73,209.26,0.0,0.0,14.54,0.08,12.99,Standard,False,False,False
119,28,11,149.66,1350.32,411.55,0.25,98.77,0.08,16.89,Standard,False,True,False
119,48,1,293.08,268.81,58.62,0.2,18.76,0.08,15.59,Standard,False,False,False
119,2,1,135.19,146.7,6.76,0.05,10.27,0.08,7.99,Standard,False,False,False
119,21,3,24.13,71.62,18.1,0.25,4.34,0.08,12.99,Standard,False,False,False
120,35,4,136.05,483.17,108.84,0.2,34.83,0.08,12.99,Standard,False,False,False
121,12,1,97.18,117.94,0.0,0.0,7.77,0.08,12.99,Standard,False,False,False
121,32,1,181.73,209.26,0.0,0.0,14.54,0.08,12.99,Standard,False,False,False
121,9,4,164.94,696.39,32.99,0.05,50.14,0.08,19.48,Standard,False,False,False
121,29,1,67.12,80.48,0.0,0.0,5.37,0.08,7.99,Standard,False,False,False
121,25,1,69.54,76.83,10.43,0.15,4.73,0.08,12.99,Standard,False,False,False
122,29,15,40.27,401.83,241.63,0.4,29.0,0.08,10.39,Standard,False,True,False
122,49,3,335.26,921.3,164.76,0.164,67.28,0.08,12.99,Standard,False,False,True
122,16,4,62.08,254.36,24.83,0.1,17.88,0.08,12.99,Standard,False,False,False
122,6,6,103.01,581.68,92.71,0.15,42.03,0.08,14.29,Standard,False,False,False
122,8,1,35.93,44.03,7.19,0.2,2.3,0.08,12.99,Standard,False,False,False
122,11,3,13.58,52.59,4.07,0.1,2.93,0.08,12.99,Standard,False,False,False
123,42,1,58.23,56.0,17.47,0.3,3.26,0.08,11.98,Standard,False,False,False
123,28,1,169.61,168.69,25.44,0.15,11.53,0.08,12.99,Standard,False,False,False
124,6,3,115.13,367.36,17.27,0.05,26.25,0.08,12.99,Standard,False,False,False
124,43,4,38.17,169.64,7.63,0.05,11.6,0.08,12.99,Standard,False,False,False
125,4,1,59.35,73.96,8.9,0.15,4.04,0.08,19.48,Standard,False,False,False
125,35,3,136.05,365.63,81.63,0.2,26.12,0.08,12.99,Standard,False,False,False
125,28,2,139.68,224.18,83.81,0.3,15.64,0.08,12.99,Standard,False,False,False
125,6,9,90.89,676.9,204.51,0.25,49.08,0.08,14.29,Standard,True,False,False
126,26,8,42.82,261.88,119.88,0.35,17.81,0.08,21.43,Standard,True,False,False
126,9,3,147.58,425.91,66.41,0.15,30.11,0.08,19.48,Standard,False,False,False
127,42,3,58.23,144.04,52.4,0.3,9.78,0.08,11.98,Standard,False,False,False
127,31,3,109.03,300.27,49.06,0.15,22.24,0.08,0.0,Standard,False,False,False
127,23,11,19.61,180.0,64.73,0.3,12.08,0.08,16.89,Standard,False,True,False
127,20,1,30.49,32.69,7.62,0.25,1.83,0.08,7.99,Standard,False,False,False
128,28,4,159.63,564.68,127.71,0.2,40.87,0.08,12.99,Standard,False,False,False
128,4,1,59.35,73.96,8.9,0.15,4.04,0.08,19.48,Standard,False,False,False
129,40,15,6.38,89.21,28.7,0.3,5.36,0.08,16.89,Standard,False,True,False
