product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
28,Galaxy Tab S9 Ultra,Samsung,Electronics,Tablets,782.79,16,5.0,High-quality tablets from Samsung. Galaxy Tab S9 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
29,PlayStation 5 Digital,Sony,Electronics,Gaming,874.0,7,4.2,High-quality gaming from Sony. PlayStation 5 Digital features premium materials and cutting-edge technology. Perfect for both personal and professional use.
30,"MacBook Pro 14""",Apple,Electronics,Laptops,935.95,48,5.0,"High-quality laptops from Apple. MacBook Pro 14"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
31,iPhone 15 Pro,Apple,Electronics,Smartphones,1631.95,22,3.3,High-quality smartphones from Apple. iPhone 15 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
32,Galaxy A54,Samsung,Electronics,Smartphones,657.99,69,5.0,High-quality smartphones from Samsung. Galaxy A54 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
33,Galaxy Book4 Pro,Samsung,Electronics,Accessories,29.79,69,5.0,High-quality accessories from Samsung. Galaxy Book4 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
34,Vice Lipstick,Urban Decay,Beauty,Makeup,105.79,53,5.0,Professional-grade makeup from Urban Decay. Vice Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
35,AirPods Max,Apple,Electronics,Headphones,869.95,93,5.0,High-quality headphones from Apple. AirPods Max features premium materials and cutting-edge technology. Perfect for both personal and professional use.
36,Galaxy Buds2 Pro,Samsung,Electronics,Headphones,572.95,97,4.4,High-quality headphones from Samsung. Galaxy Buds2 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
37,Galaxy Watch6,Samsung,Electronics,Accessories,93.95,133,5.0,High-quality accessories from Samsung. Galaxy Watch6 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
38,WF-1000XM5,Sony,Electronics,Headphones,97.49,79,4.3,High-quality headphones from Sony. WF-1000XM5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
39,AirPods Pro (2nd gen),Apple,Electronics,Headphones,631.49,29,4.9,High-quality headphones from Apple. AirPods Pro (2nd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
40,Adicolor Classics,Adidas,Clothing,Activewear,70.49,138,5.0,Stylish and comfortable activewear from Adidas. Adicolor Classics is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
41,Swoosh Cap,Nike,Clothing,Accessories,24.79,320,4.1,Stylish and comfortable accessories from Nike. Swoosh Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
42,ZV-1M2,Sony,Electronics,Cameras,1417.95,82,2.2,High-quality cameras from Sony. ZV-1M2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
43,Gazelle,Adidas,Clothing,Shoes,57.49,115,5.0,Stylish and comfortable shoes from Adidas. Gazelle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
44,"iPad Pro 11""",Apple,Electronics,Tablets,1503.79,20,3.7,"High-quality tablets from Apple. iPad Pro 11"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
45,"MacBook Air 15""",Apple,Electronics,Laptops,1929.0,62,5.0,"High-quality laptops from Apple. MacBook Air 15"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
46,Galaxy S24+,Samsung,Electronics,Smartphones,1346.49,16,5.0,High-quality smartphones from Samsung. Galaxy S24+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
47,Eyeshadow Primer Potion,Urban Decay,Beauty,Makeup,39.49,228,5.0,Professional-grade makeup from Urban Decay. Eyeshadow Primer Potion delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
48,Alpha 7R V,Sony,Electronics,Cameras,1475.49,69,4.3,High-quality cameras from Sony. Alpha 7R V features premium materials and cutting-edge technology. Perfect for both personal and professional use.
49,Prep + Prime Skin,MAC,Beauty,Skincare,94.99,115,3.3,Professional-grade skincare from MAC. Prep + Prime Skin delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
50,Ultraboost 22,Adidas,Clothing,Shoes,89.99,186,4.1,Stylish and comfortable shoes from Adidas. Ultraboost 22 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
51,Galaxy Buds FE,Samsung,Electronics,Headphones,678.99,41,5.0,High-quality headphones from Samsung. Galaxy Buds FE features premium materials and cutting-edge technology. Perfect for both personal and professional use.
52,WF-1000XM4,Sony,Electronics,Headphones,511.95,95,4.6,High-quality headphones from Sony. WF-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
53,DualSense Controller,Sony,Electronics,Gaming,1235.99,7,3.8,High-quality gaming from Sony. DualSense Controller features premium materials and cutting-edge technology. Perfect for both personal and professional use.
54,Apple Watch Band,Apple,Electronics,Accessories,322.79,98,5.0,High-quality accessories from Apple. Apple Watch Band features premium materials and cutting-edge technology. Perfect for both personal and professional use.
55,iPhone 13,Apple,Electronics,Smartphones,1614.0,35,4.0,High-quality smartphones from Apple. iPhone 13 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
56,Galaxy S24,Samsung,Electronics,Smartphones,1709.49,86,5.0,High-quality smartphones from Samsung. Galaxy S24 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
57,Ruby Woo Lipstick,MAC,Beauty,Makeup,20.99,478,5.0,Professional-grade makeup from MAC. Ruby Woo Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
58,iPhone 14 Pro,Apple,Electronics,Smartphones,890.99,85,4.2,High-quality smartphones from Apple. iPhone 14 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
59,Hoodie,Nike,Clothing,Activewear,31.95,199,4.6,Stylish and comfortable activewear from Nike. Hoodie is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
60,iPhone 15,Apple,Electronics,Smartphones,1123.95,78,4.6,High-quality smartphones from Apple. iPhone 15 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
61,Galaxy Tab S9+,Samsung,Electronics,Tablets,659.99,72,5.0,High-quality tablets from Samsung. Galaxy Tab S9+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
62,PlayStation 5,Sony,Electronics,Gaming,540.79,74,4.9,High-quality gaming from Sony. PlayStation 5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
63,Monopoly Classic,Hasbro,Toys,Board Games,153.79,25,4.4,Fun and educational board games from Hasbro. Monopoly Classic encourages creativity and learning through play. Safe for children and built to last.
64,Eyeshadow Palette,MAC,Beauty,Makeup,56.49,115,3.0,Professional-grade makeup from MAC. Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
65,BILLY Bookcase,IKEA,Home,Furniture,230.99,49,3.6,Beautiful and functional furniture from IKEA. BILLY Bookcase combines style and practicality to enhance your living space. Easy to assemble and maintain.
66,WH-1000XM4,Sony,Electronics,Headphones,369.99,79,5.0,High-quality headphones from Sony. WH-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
67,FX30,Sony,Electronics,Cameras,588.99,50,4.7,High-quality cameras from Sony. FX30 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
68,Trefoil T-Shirt,Adidas,Clothing,Activewear,108.95,195,4.6,Stylish and comfortable activewear from Adidas. Trefoil T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
69,Beats Studio3,Apple,Electronics,Headphones,115.95,54,2.7,High-quality headphones from Apple. Beats Studio3 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
70,Tiro Pants,Adidas,Clothing,Activewear,127.49,29,3.0,Stylish and comfortable activewear from Adidas. Tiro Pants is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
71,Creator 3-in-1 Set,LEGO,Toys,Building Sets,205.95,10,4.3,Fun and educational building sets from LEGO. Creator 3-in-1 Set encourages creativity and learning through play. Safe for children and built to last.
72,Lightful C Marine-Bright,MAC,Beauty,Skincare,43.49,467,4.2,Professional-grade skincare from MAC. Lightful C Marine-Bright delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
73,Water Bottle,Nike,Clothing,Accessories,13.95,196,4.7,Stylish and comfortable accessories from Nike. Water Bottle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
74,Marble Table Lamp,West Elm,Home,Decor,232.0,39,2.3,Beautiful and functional decor from West Elm. Marble Table Lamp combines style and practicality to enhance your living space. Easy to assemble and maintain.
75,Galaxy Buds2,Samsung,Electronics,Headphones,505.49,100,4.9,High-quality headphones from Samsung. Galaxy Buds2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
76,Lightning to USB-C Cable,Apple,Electronics,Accessories,265.0,28,4.4,High-quality accessories from Apple. Lightning to USB-C Cable features premium materials and cutting-edge technology. Perfect for both personal and professional use.
77,Great Lash Mascara,Maybelline,Beauty,Makeup,62.79,88,5.0,Professional-grade makeup from Maybelline. Great Lash Mascara delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
78,Superstar,Adidas,Clothing,Shoes,66.99,130,5.0,Stylish and comfortable shoes from Adidas. Superstar is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
79,Prep + Prime Fix+,MAC,Beauty,Makeup,56.79,95,4.1,Professional-grade makeup from MAC. Prep + Prime Fix+ delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
80,Leggings,Nike,Clothing,Activewear,39.0,206,4.6,Stylish and comfortable activewear from Nike. Leggings is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
81,Alpha 6700,Sony,Electronics,Cameras,2278.95,93,4.4,High-quality cameras from Sony. Alpha 6700 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
82,iPad mini,Apple,Electronics,Tablets,1143.0,83,5.0,High-quality tablets from Apple. iPad mini features premium materials and cutting-edge technology. Perfect for both personal and professional use.
83,iPhone 14,Apple,Electronics,Smartphones,1133.99,14,5.0,High-quality smartphones from Apple. iPhone 14 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
84,Blazer Mid,Nike,Clothing,Shoes,68.79,193,3.0,Stylish and comfortable shoes from Nike. Blazer Mid is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
85,WH-CH720N,Sony,Electronics,Headphones,227.79,91,5.0,High-quality headphones from Sony. WH-CH720N features premium materials and cutting-edge technology. Perfect for both personal and professional use.
86,HEMNES Dresser,IKEA,Home,Furniture,260.99,35,5.0,Beautiful and functional furniture from IKEA. HEMNES Dresser combines style and practicality to enhance your living space. Easy to assemble and maintain.
87,iPad Air,Apple,Electronics,Tablets,1277.49,77,1.1,High-quality tablets from Apple. iPad Air features premium materials and cutting-edge technology. Perfect for both personal and professional use.
88,AirPods (3rd gen),Apple,Electronics,Headphones,591.49,52,4.7,High-quality headphones from Apple. AirPods (3rd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
89,Galaxy S24 Ultra,Samsung,Electronics,Smartphones,1660.79,22,4.4,High-quality smartphones from Samsung. Galaxy S24 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
90,Tech 2.0 T-Shirt,Under Armour,Sports,Fitness,104.0,83,5.0,High-performance fitness from Under Armour. Tech 2.0 T-Shirt is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
91,3-Stripes Cap,Adidas,Clothing,Accessories,22.95,305,4.8,Stylish and comfortable accessories from Adidas. 3-Stripes Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
92,Pulse 3D Headset,Sony,Electronics,Gaming,1000.99,38,5.0,High-quality gaming from Sony. Pulse 3D Headset features premium materials and cutting-edge technology. Perfect for both personal and professional use.
93,Dri-FIT T-Shirt,Nike,Clothing,Activewear,111.95,176,3.8,Stylish and comfortable activewear from Nike. Dri-FIT T-Shirt is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
94,Galaxy Tab S9,Samsung,Electronics,Tablets,828.49,30,2.8,High-quality tablets from Samsung. Galaxy Tab S9 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
95,AirTag,Apple,Electronics,Accessories,279.49,27,5.0,High-quality accessories from Apple. AirTag features premium materials and cutting-edge technology. Perfect for both personal and professional use.
96,Better Sweater Jacket,Patagonia,Sports,Outdoor,243.99,92,5.0,High-performance outdoor from Patagonia. Better Sweater Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
97,All Nighter Setting Spray,Urban Decay,Beauty,Makeup,61.0,36,4.3,Professional-grade makeup from Urban Decay. All Nighter Setting Spray delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
98,Dri-FIT Socks,Nike,Clothing,Accessories,54.0,60,5.0,Stylish and comfortable accessories from Nike. Dri-FIT Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
99,NMD R1,Adidas,Clothing,Shoes,55.95,112,4.1,Stylish and comfortable shoes from Adidas. NMD R1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
100,Trefoil Socks,Adidas,Clothing,Accessories,21.95,455,2.7,Stylish and comfortable accessories from Adidas. Trefoil Socks is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
