product_id,name,brand,category,subcategory,price,stock_quantity,rating,description
17,Barbie Fashionista Doll,Mattel,Toys,Dolls,37.79,244,4.4,Fun and educational dolls from Mattel. Barbie Fashionista Doll encourages creativity and learning through play. Safe for children and built to last.
18,Galaxy S24 Ultra,Samsung,Electronics,Smartphones,1153.79,59,4.6,High-quality smartphones from Samsung. Galaxy S24 Ultra features premium materials and cutting-edge technology. Perfect for both personal and professional use.
19,Windbreaker,Nike,Clothing,Activewear,74.79,45,5.0,Stylish and comfortable activewear from Nike. Windbreaker is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
20,Galaxy Z Fold5,Samsung,Electronics,Smartphones,826.95,38,5.0,High-quality smartphones from Samsung. Galaxy Z Fold5 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
21,Alpha 7R V,Sony,Electronics,Cameras,1690.95,75,2.0,High-quality cameras from Sony. Alpha 7R V features premium materials and cutting-edge technology. Perfect for both personal and professional use.
22,Galaxy Buds2,Samsung,Electronics,Headphones,132.49,196,5.0,High-quality headphones from Samsung. Galaxy Buds2 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
23,HEMNES Dresser,IKEA,Home,Furniture,237.95,41,5.0,Beautiful and functional furniture from IKEA. HEMNES Dresser combines style and practicality to enhance your living space. Easy to assemble and maintain.
24,Denali Fleece Jacket,North Face,Sports,Outdoor,127.49,38,5.0,High-performance outdoor from North Face. Denali Fleece Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
25,3-Stripes Cap,Adidas,Clothing,Accessories,53.79,189,5.0,Stylish and comfortable accessories from Adidas. 3-Stripes Cap is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
26,Ruby Woo Lipstick,MAC,Beauty,Makeup,113.99,159,3.1,Professional-grade makeup from MAC. Ruby Woo Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
27,Superstar,Adidas,Clothing,Shoes,92.0,56,2.1,Stylish and comfortable shoes from Adidas. Superstar is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
28,iPhone 15,Apple,Electronics,Smartphones,1463.0,81,5.0,High-quality smartphones from Apple. iPhone 15 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
29,Water Bottle,Nike,Clothing,Accessories,70.0,132,2.6,Stylish and comfortable accessories from Nike. Water Bottle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
30,Galaxy S24+,Samsung,Electronics,Smartphones,483.49,39,4.4,High-quality smartphones from Samsung. Galaxy S24+ features premium materials and cutting-edge technology. Perfect for both personal and professional use.
31,"iPad Pro 12.9""",Apple,Electronics,Tablets,1123.99,81,1.4,"High-quality tablets from Apple. iPad Pro 12.9"" features premium materials and cutting-edge technology. Perfect for both personal and professional use."
32,Galaxy Tab S9,Samsung,Electronics,Tablets,445.0,82,3.1,High-quality tablets from Samsung. Galaxy Tab S9 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
33,Pulse 3D Headset,Sony,Electronics,Gaming,326.79,80,5.0,High-quality gaming from Sony. Pulse 3D Headset features premium materials and cutting-edge technology. Perfect for both personal and professional use.
34,Marble Table Lamp,West Elm,Home,Decor,265.0,78,1.7,Beautiful and functional decor from West Elm. Marble Table Lamp combines style and practicality to enhance your living space. Easy to assemble and maintain.
35,True Match Foundation,L'Oréal,Beauty,Makeup,76.49,152,5.0,Professional-grade makeup from L'Oréal. True Match Foundation delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
36,Leggings,Nike,Clothing,Activewear,117.95,169,4.7,Stylish and comfortable activewear from Nike. Leggings is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
37,Gazelle,Adidas,Clothing,Shoes,114.99,140,4.3,Stylish and comfortable shoes from Adidas. Gazelle is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
38,Better Sweater Jacket,Patagonia,Sports,Outdoor,83.99,61,4.6,High-performance outdoor from Patagonia. Better Sweater Jacket is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
39,iPhone 14 Pro,Apple,Electronics,Smartphones,1769.0,89,5.0,High-quality smartphones from Apple. iPhone 14 Pro features premium materials and cutting-edge technology. Perfect for both personal and professional use.
40,Tech 2.0 T-Shirt,Under Armour,Sports,Fitness,98.79,29,4.3,High-performance fitness from Under Armour. Tech 2.0 T-Shirt is designed for athletes and fitness enthusiasts. Durable construction and superior comfort.
41,Galaxy Watch6,Samsung,Electronics,Accessories,45.0,109,5.0,High-quality accessories from Samsung. Galaxy Watch6 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
42,iPad,Apple,Electronics,Tablets,982.79,5,5.0,High-quality tablets from Apple. iPad features premium materials and cutting-edge technology. Perfect for both personal and professional use.
43,Galaxy S24,Samsung,Electronics,Smartphones,466.49,11,3.3,High-quality smartphones from Samsung. Galaxy S24 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
44,Alpha 7 IV,Sony,Electronics,Cameras,2386.49,85,4.0,High-quality cameras from Sony. Alpha 7 IV features premium materials and cutting-edge technology. Perfect for both personal and professional use.
45,AirPods Pro (2nd gen),Apple,Electronics,Headphones,271.0,75,2.3,High-quality headphones from Apple. AirPods Pro (2nd gen) features premium materials and cutting-edge technology. Perfect for both personal and professional use.
46,Lightning to USB-C Cable,Apple,Electronics,Accessories,242.49,20,1.6,High-quality accessories from Apple. Lightning to USB-C Cable features premium materials and cutting-edge technology. Perfect for both personal and professional use.
47,WF-1000XM4,Sony,Electronics,Headphones,228.95,95,3.5,High-quality headphones from Sony. WF-1000XM4 features premium materials and cutting-edge technology. Perfect for both personal and professional use.
48,Vice Lipstick,Urban Decay,Beauty,Makeup,60.79,124,2.9,Professional-grade makeup from Urban Decay. Vice Lipstick delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
49,Naked Eyeshadow Palette,Urban Decay,Beauty,Makeup,63.99,138,5.0,Professional-grade makeup from Urban Decay. Naked Eyeshadow Palette delivers exceptional results with long-lasting wear. Perfect for creating your signature look.
50,NMD R1,Adidas,Clothing,Shoes,89.95,147,5.0,Stylish and comfortable shoes from Adidas. NMD R1 is made with premium materials and designed for everyday wear. Available in multiple sizes and colors.
