product_id,sku,name,brand,category,subcategory,price,description,weight,dimensions,color,size,stock_quantity,rating,review_count,is_featured,is_digital,shipping_class
11,ADI7147C,Hockey Stick,Adidas,Sports,Team Sports,187.48,High-quality team sports from Adidas. Designed for durability and performance.,0.58,12x31x16 cm,Gray,One Size,17,4.2,187,False,False,Heavy
12,UNI3247D,Uniqlo Button-Down Shirt (Large),Uniqlo,Clothing,Tops,68.99,Stay comfortable and stylish with the Uniqlo Button-Down Shirt (Large). Made from premium materials for lasting quality.,7.87,36x17x8 cm,Silver,L,936,4.9,194,False,False,Heavy
13,TOM1044A,Crop Top (L),Tommy Hilfiger,Clothing,Tops,58.66,Elevate your wardrobe with the Crop Top (L). Classic design meets modern comfort.,0.84,11x21x9 cm,Green,XS,176,3.2,16,True,False,Light
14,NIN2556A,Nintendo GoPro Hero 12,Nintendo,Electronics,Cameras,217.41,"Discover why the Nintendo GoPro Hero 12 is a customer favorite. Reliable, stylish, and affordable.",9.56,22x10x13 cm,Various,One Size,862,5.0,233,False,False,Heavy
15,BIS7909B,Bissell Scale,Bissell,Home,Bath,30.26,High-quality bath from Bissell. Designed for durability and performance.,4.22,42x35x20 cm,Red,One Size,20,4.1,60,False,False,Standard
16,NOR7738D,North Face Yoga Mat,North Face,Sports,Fitness,28.28,The North Face Yoga Mat combines form and function for the perfect addition to your collection.,7.7,41x41x9 cm,Various,One Size,85,0.0,0,False,False,Heavy
17,ASI7305B,ASICS Hiking Boots,ASICS,Sports,Outdoor,256.54,The ASICS Hiking Boots delivers exceptional value and quality. Perfect for everyday use.,5.11,35x36x7 cm,Purple,One Size,161,0.0,0,False,False,Heavy
18,THE4850A,The Ordinary Sunscreen - Silver,The Ordinary,Beauty,Skincare,27.28,The The Ordinary Sunscreen - Silver delivers professional-quality skincare at home. Gentle yet effective formula.,7.48,6x11x14 cm,Gray,One Size,132,3.9,20,False,False,Heavy
19,COL6584C,Columbia Ski Socks,Columbia,Sports,Winter Sports,337.11,The Columbia Ski Socks combines form and function for the perfect addition to your collection.,4.78,47x28x16 cm,Beige,One Size,121,3.6,84,False,True,Heavy
20,THE9067B,Deodorant - Red,The Ordinary,Beauty,Body Care,33.76,High-quality body care from The Ordinary. Designed for durability and performance.,9.31,30x18x16 cm,Various,One Size,70,3.2,29,False,False,Heavy
21,SHA9260B,Sofa,Shark,Home,Furniture,772.89,"Discover why the Sofa is a customer favorite. Reliable, stylish, and affordable.",8.4,35x37x7 cm,Red,One Size,0,4.7,333,False,False,Heavy
22,KIT5067C,KitchenAid Under Bed Storage,KitchenAid,Home,Storage,128.79,The KitchenAid Under Bed Storage combines form and function for the perfect addition to your collection.,7.03,37x24x19 cm,Various,One Size,39,0.0,0,False,False,Heavy
23,FIS3173B,Fisher-Price Checkers - Yellow,Fisher-Price,Toys,Board Games,87.99,"Discover why the Fisher-Price Checkers - Yellow is a customer favorite. Reliable, stylish, and affordable.",5.87,47x50x15 cm,Gold,One Size,34,4.2,163,False,False,Heavy
24,KIT1927B,KitchenAid Sofa - Orange,KitchenAid,Home,Furniture,418.22,Experience the difference with the KitchenAid Sofa - Orange. Premium materials and expert craftsmanship.,2.12,39x7x13 cm,Various,One Size,179,3.4,12,False,False,Standard
25,PAW5712A,Paw Patrol Chutes and Ladders,Paw Patrol,Toys,Board Games,140.81,High-quality board games from Paw Patrol. Designed for durability and performance.,0.23,21x17x16 cm,Various,One Size,180,3.4,75,False,False,Light
26,DIS5819D,Musical Instrument,Disney,Toys,Educational,33.63,"Discover why the Musical Instrument is a customer favorite. Reliable, stylish, and affordable.",0.5,22x40x10 cm,Brown,One Size,49,4.0,50,False,True,Light
27,IKE5934D,Air Fryer,IKEA,Home,Kitchen,401.26,The Air Fryer combines form and function for the perfect addition to your collection.,2.28,16x38x4 cm,Red,One Size,23,5.0,212,False,False,Standard
28,BOS4579D,Bose Xbox Series X - Green,Bose,Electronics,Gaming,598.08,Experience the difference with the Bose Xbox Series X - Green. Premium materials and expert craftsmanship.,4.51,46x44x9 cm,Various,One Size,7,0.0,0,False,False,Standard
29,CAN7143D,Nest Thermostat - Gray,Canon,Electronics,Smart Home,210.12,High-quality smart home from Canon. Designed for durability and performance.,9.49,15x39x19 cm,White,One Size,867,4.0,151,False,False,Heavy
30,LUL8130A,Lululemon Underwear Pack,Lululemon,Clothing,Underwear,31.9,High-quality underwear from Lululemon. Designed for durability and performance.,0.83,16x21x19 cm,Silver,XL,670,3.3,9,False,False,Light
31,WAY2036A,Wayfair Table Lamp - Black,Wayfair,Home,Lighting,217.74,Experience the difference with the Wayfair Table Lamp - Black. Premium materials and expert craftsmanship.,7.89,24x43x4 cm,Gold,One Size,0,4.1,47,False,False,Heavy
32,HOT9941C,Hot Wheels Collectible Figure - Pink,Hot Wheels,Toys,Action Figures,96.41,Experience the difference with the Hot Wheels Collectible Figure - Pink. Premium materials and expert craftsmanship.,9.58,5x40x19 cm,Black,One Size,446,4.0,185,True,False,Heavy
33,REE6633B,Hiking Boots,Reebok,Sports,Outdoor,141.42,The Hiking Boots delivers exceptional value and quality. Perfect for everyday use.,2.29,21x17x5 cm,Beige,One Size,136,0.0,0,False,False,Heavy
34,COL4234D,Coleman Yoga Blocks - White,Coleman,Sports,Yoga,95.88,Experience the difference with the Coleman Yoga Blocks - White. Premium materials and expert craftsmanship.,6.23,17x25x17 cm,Brown,One Size,176,2.6,7,False,False,Heavy
35,UND8145C,Sunglasses - Yellow (L),Under Armour,Clothing,Accessories,43.6,"Discover why the Sunglasses - Yellow (L) is a customer favorite. Reliable, stylish, and affordable.",4.51,24x36x19 cm,Orange,XL,950,4.2,142,False,False,Standard
36,REE9309A,Swim Cap,Reebok,Sports,Water Sports,207.84,The Swim Cap combines form and function for the perfect addition to your collection.,2.68,39x35x6 cm,Blue,One Size,156,4.1,29,False,False,Heavy
37,GLO4913B,Glossier Body Spray,Glossier,Beauty,Fragrance,156.3,The Glossier Body Spray delivers exceptional value and quality. Perfect for everyday use.,7.39,35x27x3 cm,Purple,One Size,181,4.6,339,False,False,Heavy
38,CHA1760A,Champion Tank Top (Small),Champion,Clothing,Tops,78.74,Elevate your wardrobe with the Champion Tank Top (Small). Classic design meets modern comfort.,2.71,39x41x7 cm,Pink,Extra Large,138,5.0,190,False,False,Standard
39,CHA6653D,Chanel Razor - Silver,Chanel,Beauty,Men's Grooming,40.67,The Chanel Razor - Silver delivers exceptional value and quality. Perfect for everyday use.,2.38,37x46x10 cm,Red,One Size,0,4.9,275,False,False,Standard
40,GOO8844D,Bose QuietComfort 45,Google,Electronics,Headphones,121.14,Immerse yourself in crystal-clear audio with the Bose QuietComfort 45. Superior sound quality and comfortable fit.,1.37,42x15x6 cm,Black,One Size,620,0.0,0,False,False,Standard
41,PAT1305C,Patagonia Sandals,Patagonia,Clothing,Shoes,191.56,Step out in style with the Patagonia Sandals. Comfortable fit and durable construction for everyday wear.,2.27,31x43x6 cm,Silver,One Size,821,4.0,143,False,False,Standard
42,PAT1271B,Patagonia Jewelry Set - Pink (S),Patagonia,Clothing,Accessories,30.91,"Discover why the Patagonia Jewelry Set - Pink (S) is a customer favorite. Reliable, stylish, and affordable.",9.03,43x7x19 cm,White,Extra Large,43,3.5,27,False,False,Heavy
43,DEL8028B,Dell Philips Hue Starter Kit - Gray,Dell,Electronics,Smart Home,377.22,The Dell Philips Hue Starter Kit - Gray combines form and function for the perfect addition to your collection.,1.07,13x21x17 cm,Gold,One Size,94,5.0,429,False,False,Standard
44,REE1116A,Reebok Hydration Belt,Reebok,Sports,Running,115.96,"Discover why the Reebok Hydration Belt is a customer favorite. Reliable, stylish, and affordable.",3.69,14x32x20 cm,Silver,One Size,57,4.2,100,False,False,Heavy
45,COL8904B,Ski Jacket,Coleman,Sports,Winter Sports,173.28,Experience the difference with the Ski Jacket. Premium materials and expert craftsmanship.,7.76,30x13x5 cm,Purple,One Size,69,4.2,167,False,False,Heavy
46,DEL1852B,Beats Studio3,Dell,Electronics,Headphones,206.77,The Beats Studio3 delivers studio-quality sound with active noise cancellation and wireless convenience.,0.97,21x19x13 cm,Black,One Size,42,4.2,173,False,False,Light
47,PHI9099D,Towel Set,Philips,Home,Bath,16.45,The Towel Set combines form and function for the perfect addition to your collection.,5.15,49x19x7 cm,Yellow,One Size,137,4.3,28,False,True,Heavy
48,UNI2124A,Uniqlo Cargo Pants - Brown (XS),Uniqlo,Clothing,Bottoms,77.21,The Uniqlo Cargo Pants - Brown (XS) delivers exceptional value and quality. Perfect for everyday use.,6.1,17x34x14 cm,Green,Medium,154,4.1,90,False,False,Heavy
49,MAY5098D,Tweezers,Maybelline,Beauty,Tools,29.08,"Discover why the Tweezers is a customer favorite. Reliable, stylish, and affordable.",8.98,6x35x5 cm,Pink,One Size,198,3.9,63,False,False,Heavy
50,DIS1159C,Disney Candy Land - Gray,Disney,Toys,Board Games,56.03,High-quality board games from Disney. Designed for durability and performance.,5.59,16x35x12 cm,Gold,One Size,444,3.9,48,False,False,Heavy
51,HOT4387B,Hot Wheels Checkers - Green,Hot Wheels,Toys,Board Games,50.35,High-quality board games from Hot Wheels. Designed for durability and performance.,6.79,47x36x2 cm,Gray,One Size,44,4.2,50,False,False,Heavy
52,GLO9374C,Glossier Tweezers,Glossier,Beauty,Tools,13.74,The Glossier Tweezers combines form and function for the perfect addition to your collection.,0.42,27x30x7 cm,White,One Size,139,3.9,66,False,False,Light
53,LEG5254B,LEGO Transformers - Yellow,LEGO,Toys,Action Figures,79.69,The LEGO Transformers - Yellow delivers exceptional value and quality. Perfect for everyday use.,4.25,28x28x14 cm,Red,One Size,98,3.8,59,False,False,Standard
54,MAR8081D,Scrabble,Marvel,Toys,Board Games,49.51,"Discover why the Scrabble is a customer favorite. Reliable, stylish, and affordable.",5.05,45x38x19 cm,Beige,One Size,126,4.3,65,False,False,Heavy
55,ASI5166D,ASICS Resistance Bands - Silver,ASICS,Sports,Fitness,171.01,Experience the difference with the ASICS Resistance Bands - Silver. Premium materials and expert craftsmanship.,3.67,40x21x13 cm,White,One Size,0,4.0,86,False,False,Heavy
56,SPA9363D,Water Bottle - Yellow,Spalding,Sports,Water Sports,199.32,"Discover why the Water Bottle - Yellow is a customer favorite. Reliable, stylish, and affordable.",6.35,14x15x12 cm,Brown,One Size,25,5.0,196,False,False,Heavy
57,SON5382D,Sony HP Spectre x360 - Green,Sony,Electronics,Laptops,959.49,The Sony HP Spectre x360 - Green combines portability with power. Perfect for professionals and students alike.,4.2,16x6x6 cm,Orange,One Size,97,2.6,34,False,False,Standard
58,FIS8752A,Fisher-Price Doll House - Gold,Fisher-Price,Toys,Dolls,16.71,The Fisher-Price Doll House - Gold combines form and function for the perfect addition to your collection.,1.64,46x29x11 cm,Navy,One Size,26,0.0,0,False,False,Standard
59,NIK8654C,Nike Summer Dress (Small),Nike,Clothing,Dresses,122.76,The Nike Summer Dress (Small) combines form and function for the perfect addition to your collection.,4.41,45x45x19 cm,Yellow,L,156,4.9,373,False,False,Standard
60,URB3233C,Urban Decay Beard Oil - Silver,Urban Decay,Beauty,Men's Grooming,17.9,Experience the difference with the Urban Decay Beard Oil - Silver. Premium materials and expert craftsmanship.,0.19,32x23x9 cm,Gray,One Size,130,4.9,294,False,False,Light
61,ASI7385D,ASICS Hydration Belt,ASICS,Sports,Running,63.6,The ASICS Hydration Belt combines form and function for the perfect addition to your collection.,8.09,48x22x11 cm,Gray,One Size,0,3.0,71,False,False,Heavy
62,SON8418C,Sony iPad Air,Sony,Electronics,Tablets,590.33,The Sony iPad Air combines form and function for the perfect addition to your collection.,0.32,11x23x10 cm,Purple,One Size,43,0.0,0,False,False,Light
63,CAL8597A,Calvin Klein Tank Top - Beige (XXL),Calvin Klein,Clothing,Tops,36.47,Stay comfortable and stylish with the Calvin Klein Tank Top - Beige (XXL). Made from premium materials for lasting quality.,5.48,16x17x10 cm,Various,One Size,19,4.0,120,False,False,Heavy
64,UND9538B,Under Armour Shapewear (S),Under Armour,Clothing,Underwear,23.13,The Under Armour Shapewear (S) combines form and function for the perfect addition to your collection.,5.26,21x35x11 cm,Gold,Extra Large,87,4.0,30,False,False,Heavy
65,VTE7484B,VTech Trampoline - White,VTech,Toys,Outdoor,21.16,The VTech Trampoline - White delivers exceptional value and quality. Perfect for everyday use.,3.78,10x20x7 cm,Orange,One Size,453,3.4,81,False,False,Standard
66,LEG2759B,LEGO Ninja Turtles,LEGO,Toys,Action Figures,74.93,The LEGO Ninja Turtles delivers exceptional value and quality. Perfect for everyday use.,0.31,29x27x6 cm,Black,One Size,93,3.7,61,False,False,Light
67,MAC5510B,MAC Top Coat - Purple,MAC,Beauty,Nail Care,4.52,Experience the difference with the MAC Top Coat - Purple. Premium materials and expert craftsmanship.,4.6,45x37x14 cm,Gold,One Size,251,3.5,74,True,False,Standard
68,NEW7348B,New Balance Swim Cap,New Balance,Sports,Water Sports,142.92,Experience the difference with the New Balance Swim Cap. Premium materials and expert craftsmanship.,4.16,25x12x5 cm,White,One Size,146,5.0,194,True,False,Heavy
69,H&M7366D,H&M Polo Shirt - Brown,H&M,Clothing,Tops,49.18,Stay comfortable and stylish with the H&M Polo Shirt - Brown. Made from premium materials for lasting quality.,0.23,18x46x17 cm,Various,One Size,98,4.8,417,False,False,Light
70,EST5355A,Cologne - Brown,Estée Lauder,Beauty,Men's Grooming,38.04,High-quality men's grooming from Estée Lauder. Designed for durability and performance.,1.1,19x39x14 cm,Gray,One Size,0,5.0,315,False,False,Standard
71,PUM7997A,Underwear Pack,Puma,Clothing,Underwear,13.34,The Underwear Pack delivers exceptional value and quality. Perfect for everyday use.,5.39,43x33x13 cm,Various,XXL,611,4.6,386,False,False,Heavy
72,MAR4504D,Marvel Skateboard,Marvel,Toys,Outdoor,119.54,High-quality outdoor from Marvel. Designed for durability and performance.,7.29,23x43x2 cm,Gold,One Size,120,3.5,55,False,False,Heavy
73,LUL5521B,Lululemon Windbreaker,Lululemon,Clothing,Outerwear,73.57,The Lululemon Windbreaker delivers exceptional value and quality. Perfect for everyday use.,2.41,24x10x20 cm,Gold,S,72,3.9,79,False,False,Standard
74,LUL7251A,Lululemon Sports Bra - Navy,Lululemon,Clothing,Activewear,82.41,High-quality activewear from Lululemon. Designed for durability and performance.,8.71,19x46x2 cm,Orange,XL,116,4.5,494,False,False,Heavy
75,NEW7436D,New Balance Baseball Glove,New Balance,Sports,Team Sports,116.63,"Discover why the New Balance Baseball Glove is a customer favorite. Reliable, stylish, and affordable.",1.57,26x10x17 cm,Black,One Size,28,3.5,42,False,False,Heavy
76,HON4245D,Pendant Light,Honeywell,Home,Lighting,133.71,The Pendant Light combines form and function for the perfect addition to your collection.,2.54,9x22x15 cm,Gold,One Size,148,4.6,426,False,False,Standard
77,WAY1396C,Wayfair Desk Lamp - Orange,Wayfair,Home,Lighting,71.55,High-quality lighting from Wayfair. Designed for durability and performance.,9.25,19x17x13 cm,Navy,One Size,118,4.1,132,False,False,Heavy
78,HP1225C,Sony WH-1000XM5,HP,Electronics,Headphones,353.02,Immerse yourself in crystal-clear audio with the Sony WH-1000XM5. Superior sound quality and comfortable fit.,7.43,18x18x19 cm,Green,One Size,660,4.0,104,False,False,Heavy
79,GAP5444A,Gap Classic T-Shirt - Blue,Gap,Clothing,Tops,45.22,Elevate your wardrobe with the Gap Classic T-Shirt - Blue. Classic design meets modern comfort.,3.67,11x6x11 cm,Various,L,0,4.6,389,False,False,Standard
80,STA2442B,Star Wars Barbie Set,Star Wars,Toys,Dolls,27.93,The Star Wars Barbie Set delivers exceptional value and quality. Perfect for everyday use.,9.23,24x26x17 cm,Red,One Size,187,0.0,0,True,False,Heavy
81,MAC7343A,Foot Cream,MAC,Beauty,Body Care,38.04,The Foot Cream delivers exceptional value and quality. Perfect for everyday use.,0.97,29x38x9 cm,Brown,One Size,92,4.5,386,False,False,Light
82,BRO4314B,Brooks Water Bottle Cage - Gray,Brooks,Sports,Cycling,189.05,The Brooks Water Bottle Cage - Gray delivers exceptional value and quality. Perfect for everyday use.,6.6,41x15x12 cm,Gray,One Size,139,4.0,130,False,False,Heavy
83,NEU7783D,Eau de Parfum,Neutrogena,Beauty,Fragrance,74.6,The Eau de Parfum delivers exceptional value and quality. Perfect for everyday use.,7.81,11x13x7 cm,Brown,One Size,168,4.9,190,False,False,Heavy
84,SPA8808B,Spalding Pool Noodle - White,Spalding,Sports,Water Sports,138.02,"Discover why the Spalding Pool Noodle - White is a customer favorite. Reliable, stylish, and affordable.",4.97,13x15x8 cm,Pink,One Size,187,3.6,28,False,True,Heavy
85,MAC8197D,Razor - Gold,MAC,Beauty,Men's Grooming,35.95,The Razor - Gold combines form and function for the perfect addition to your collection.,7.38,29x25x14 cm,Navy,One Size,114,4.6,71,False,False,Heavy
86,BAR1694B,Barbie Action Figure Set,Barbie,Toys,Action Figures,56.68,High-quality action figures from Barbie. Designed for durability and performance.,1.98,33x30x11 cm,Green,One Size,147,4.6,441,False,False,Standard
87,YET2481A,Yeti Yoga Mat,Yeti,Sports,Fitness,52.36,"Discover why the Yeti Yoga Mat is a customer favorite. Reliable, stylish, and affordable.",3.3,6x16x16 cm,Navy,One Size,183,4.0,120,False,False,Heavy
88,NIN3686A,Nintendo GoPro Hero 12,Nintendo,Electronics,Cameras,364.14,The Nintendo GoPro Hero 12 combines form and function for the perfect addition to your collection.,6.16,15x29x19 cm,Beige,One Size,26,4.4,118,False,False,Heavy
89,HAS7874C,Hasbro Magnetic Tiles,Hasbro,Toys,Building Sets,125.77,High-quality building sets from Hasbro. Designed for durability and performance.,6.26,21x5x16 cm,Purple,One Size,35,3.4,30,False,True,Heavy
90,CRA1107B,Crate & Barrel Pillow Cases,Crate & Barrel,Home,Bedding,267.6,The Crate & Barrel Pillow Cases delivers exceptional value and quality. Perfect for everyday use.,0.58,14x8x13 cm,Silver,One Size,165,4.8,472,True,False,Light
91,NEW3920B,New Balance Ski Gloves,New Balance,Sports,Winter Sports,281.95,The New Balance Ski Gloves combines form and function for the perfect addition to your collection.,1.86,34x42x13 cm,Various,One Size,182,4.1,166,True,False,Heavy
92,EST2063C,Aftershave,Estée Lauder,Beauty,Men's Grooming,26.19,The Aftershave combines form and function for the perfect addition to your collection.,2.18,18x44x3 cm,Navy,One Size,240,3.9,57,False,False,Standard
93,ONE5705D,OnePlus Bluetooth Speaker,OnePlus,Electronics,Accessories,123.72,The OnePlus Bluetooth Speaker combines form and function for the perfect addition to your collection.,5.67,38x45x17 cm,Red,One Size,164,4.8,116,False,False,Heavy
94,L'O2932B,L'Oréal Conditioner,L'Oréal,Beauty,Hair Care,49.98,The L'Oréal Conditioner delivers exceptional value and quality. Perfect for everyday use.,0.21,17x49x11 cm,White,One Size,90,3.8,86,False,False,Light
95,MAY1477B,Maybelline Face Mask,Maybelline,Beauty,Skincare,16.15,Transform your skincare routine with the Maybelline Face Mask. Clinically tested and dermatologist recommended.,1.44,14x45x16 cm,Various,One Size,127,3.4,9,False,False,Standard
96,BIS9779A,Bissell Coffee Table,Bissell,Home,Furniture,206.2,The Bissell Coffee Table delivers exceptional value and quality. Perfect for everyday use.,2.88,6x26x14 cm,Silver,One Size,95,0.0,0,False,False,Standard
97,LUL9143B,Trousers - Black (S),Lululemon,Clothing,Bottoms,60.3,Experience the difference with the Trousers - Black (S). Premium materials and expert craftsmanship.,7.87,17x10x16 cm,Beige,Medium,139,3.3,19,False,False,Heavy
98,HON9456B,Honeywell Bath Caddy,Honeywell,Home,Bath,42.7,The Honeywell Bath Caddy combines form and function for the perfect addition to your collection.,1.25,24x7x4 cm,Gold,One Size,0,4.6,492,True,False,Standard
99,LEG4154C,LEGO Floor Puzzle - Blue,LEGO,Toys,Puzzles,27.3,High-quality puzzles from LEGO. Designed for durability and performance.,9.59,40x37x5 cm,Yellow,One Size,43,3.4,19,False,False,Heavy
100,NER6549D,Nerf Educational Puzzle - Gold,Nerf,Toys,Puzzles,10.13,"Discover why the Nerf Educational Puzzle - Gold is a customer favorite. Reliable, stylish, and affordable.",0.63,32x30x7 cm,Gold,One Size,445,0.0,0,False,False,Light
101,NER9740A,Nerf Electronic Keyboard,Nerf,Toys,Electronic,292.89,"Discover why the Nerf Electronic Keyboard is a customer favorite. Reliable, stylish, and affordable.",1.06,24x48x16 cm,Blue,One Size,38,0.0,0,False,False,Standard
102,FEN6320D,Fenty Beauty Hair Dryer,Fenty Beauty,Beauty,Tools,16.16,The Fenty Beauty Hair Dryer delivers exceptional value and quality. Perfect for everyday use.,2.89,27x43x20 cm,White,One Size,157,5.0,286,False,False,Standard
103,DEL7566D,Dell Razer Blade 15 - Purple,Dell,Electronics,Gaming,165.99,High-quality gaming from Dell. Designed for durability and performance.,3.47,49x42x15 cm,Pink,One Size,362,3.0,54,False,False,Standard
104,HAS8972A,Scrabble,Hasbro,Toys,Board Games,146.33,High-quality board games from Hasbro. Designed for durability and performance.,6.02,48x43x14 cm,Orange,One Size,50,5.0,257,False,False,Heavy
105,UND8326B,Under Armour Blouse (Large),Under Armour,Clothing,Tops,28.37,Elevate your wardrobe with the Under Armour Blouse (Large). Classic design meets modern comfort.,9.83,27x10x20 cm,Gray,M,178,4.3,131,False,False,Heavy
106,NIK4854D,Nike Foam Roller - Black,Nike,Sports,Fitness,210.31,The Nike Foam Roller - Black combines form and function for the perfect addition to your collection.,2.19,16x35x6 cm,Pink,One Size,102,4.1,131,False,False,Heavy
107,TAR3359D,Target Air Fryer - Black,Target,Home,Kitchen,339.23,"Discover why the Target Air Fryer - Black is a customer favorite. Reliable, stylish, and affordable.",8.62,49x43x15 cm,Purple,One Size,39,0.0,0,False,False,Heavy
108,WAY9161B,Wayfair String Lights,Wayfair,Home,Lighting,220.84,High-quality lighting from Wayfair. Designed for durability and performance.,5.72,50x28x5 cm,Navy,One Size,144,3.9,9,True,False,Heavy
109,BRO5017D,Brooks Ski Gloves,Brooks,Sports,Winter Sports,267.04,The Brooks Ski Gloves combines form and function for the perfect addition to your collection.,8.0,24x44x3 cm,Various,One Size,176,0.0,0,False,True,Heavy
110,INS5827C,Instant Pot Plant Food,Instant Pot,Home,Garden,91.98,Experience the difference with the Instant Pot Plant Food. Premium materials and expert craftsmanship.,0.71,35x42x7 cm,Orange,One Size,157,4.4,164,False,False,Light
111,REE5552C,Reebok Weight Bench,Reebok,Sports,Fitness,43.86,High-quality fitness from Reebok. Designed for durability and performance.,6.08,42x14x16 cm,Red,One Size,70,0.0,0,False,False,Heavy
112,HON3525D,Honeywell Coffee Maker - Red,Honeywell,Home,Kitchen,383.8,The Honeywell Coffee Maker - Red delivers exceptional value and quality. Perfect for everyday use.,2.19,27x8x10 cm,White,One Size,103,4.2,132,True,False,Standard
113,DYS8775C,Dyson Toothbrush Holder,Dyson,Home,Bath,59.58,"Discover why the Dyson Toothbrush Holder is a customer favorite. Reliable, stylish, and affordable.",6.82,38x48x3 cm,Gray,One Size,0,4.9,279,False,False,Heavy
114,WAY7408D,Wayfair Soap Dispenser - Orange,Wayfair,Home,Bath,119.38,The Wayfair Soap Dispenser - Orange combines form and function for the perfect addition to your collection.,3.44,49x16x12 cm,Orange,One Size,192,4.3,69,True,False,Standard
115,KIT5641C,KitchenAid Throw Pillows - Navy,KitchenAid,Home,Decor,66.48,The KitchenAid Throw Pillows - Navy delivers exceptional value and quality. Perfect for everyday use.,9.51,45x12x5 cm,Brown,One Size,0,4.3,188,False,False,Heavy
116,STA2240D,Star Wars Building Blocks - Purple,Star Wars,Toys,Building Sets,186.09,Experience the difference with the Star Wars Building Blocks - Purple. Premium materials and expert craftsmanship.,1.7,9x22x3 cm,Yellow,One Size,175,4.0,102,False,False,Standard
117,GLO7432B,Glossier Body Spray,Glossier,Beauty,Fragrance,136.19,The Glossier Body Spray combines form and function for the perfect addition to your collection.,6.47,33x50x10 cm,White,One Size,376,4.2,75,True,False,Heavy
118,SHA1619D,Shark Nightstand,Shark,Home,Furniture,249.83,"Discover why the Shark Nightstand is a customer favorite. Reliable, stylish, and affordable.",4.83,30x9x19 cm,Pink,One Size,105,4.4,151,False,False,Standard
119,INS2485C,Instant Pot Plants - Black,Instant Pot,Home,Decor,116.23,The Instant Pot Plants - Black delivers exceptional value and quality. Perfect for everyday use.,1.85,7x29x8 cm,Pink,One Size,25,3.2,42,False,False,Standard
120,MAY1415B,Gel Polish - Blue,Maybelline,Beauty,Nail Care,13.76,The Gel Polish - Blue combines form and function for the perfect addition to your collection.,9.65,33x6x3 cm,Yellow,One Size,376,3.4,68,False,True,Heavy
121,XIA9791B,Xiaomi JBL Live Pro 2,Xiaomi,Electronics,Headphones,375.7,Immerse yourself in crystal-clear audio with the Xiaomi JBL Live Pro 2. Superior sound quality and comfortable fit.,4.94,6x35x3 cm,Orange,One Size,273,0.0,0,False,False,Standard
122,LOG2047A,Logitech Canon EOS R5 - Brown,Logitech,Electronics,Cameras,405.52,Experience the difference with the Logitech Canon EOS R5 - Brown. Premium materials and expert craftsmanship.,8.13,48x30x12 cm,Orange,One Size,21,4.6,268,False,False,Heavy
123,RAL3753C,Ralph Lauren Blouse - Red,Ralph Lauren,Clothing,Tops,50.97,Elevate your wardrobe with the Ralph Lauren Blouse - Red. Classic design meets modern comfort.,6.16,15x6x17 cm,Black,S,15,0.0,0,False,False,Heavy
